,name,place_id,formatted_address,types,user_ratings_total,rating
115,Air Terjun Lubuak Rantiang,ChIJ7YOlRD_E1C8RFNJ-L-_7NvM,"692G+WP4, Balai Gadang, Koto Tangah, Padang City, West Sumatra 25586, Indonesia","tourist_attraction,point_of_interest,establishment",5,4.4
116,Guo Kalaluang,ChIJteLJ-_m31C8R991Kg3RwJBw,"3F4X+7MP, Indarung, Lubuk Kilangan, Padang City, West Sumatra 25168, Indonesia","tourist_attraction,point_of_interest,establishment",17,4.6
117,Jalan Manuju Puncak Bukit Sarai,ChIJZ_LX92i51C8RORXXXt6MclI,"Jl. Sutan Syahrir No.135, Mata Air, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
118,Pantai Universitas Bung Hatta,ChIJoRG9PUm_1C8RTtHnTCof61Y,"38VR+CX7, North Ulak Karang, Padang Utara, Padang City, West Sumatra, Indonesia","tourist_attraction,point_of_interest,establishment",46,4.6
119,Welcome Sign of Taman Siti Nurbaya,ChIJT5svN0O51C8R0_dTuZft6Ys,"29M5+QRX, Jl. Kp. Batu, Batang Arau, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
120,Monumen Gempa Padang,ChIJj7mkHk651C8R8cspHB3zgkA,"29V4+CHH, Jl. Khairil Anwar, Belakang Tangsi, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",1841,4.6
121,Gebouw van Padangsche Spaarbank,ChIJT2fusFm51C8RDpT_879cTPU,"Jl. Batang Arau No.5, Kp. Pd., Kec. Padang Bar., Kota Padang, Sumatera Barat 25134, Indonesia","tourist_attraction,point_of_interest,establishment",168,4.5
122,Tempat padang,ChIJvwvsRcDB1C8RHZ7H6P25qJY,"48WH+M32, Pasie Nan Tigo, Koto Tangah, Padang City, West Sumatra 25586, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
123,Yangi Beach Cafe,ChIJM7hTPjSl1C8Rh6qG8MoljC4,"km.21 Bungus, Jl. Raya Padang - Painan, Bungus Sel., Kec. Bungus Tlk. Kabung, Kota Padang, Sumatera Barat 25242, Indonesia","tourist_attraction,cafe,food,point_of_interest,establishment",423,4.3
124,Balai Benih Sumatera Barat,ChIJ3cTB_-_G1C8RerW1Abbly2w,"Lubuk Minturun, Koto Tangah, Padang City, West Sumatra 25586, Indonesia","tourist_attraction,point_of_interest,establishment",193,4.4
125,Pondok Brasil,ChIJZRKo9fbB1C8R2HIVkDc0HME,"Pantai Ube, Pasie Nan Tigo, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
126,Car Free Day Padang,ChIJ8SxZqYq51C8REdSi81Whm5Y,"39C4+2H4, Jl. Sungai Sirah, Rimbo Kaluang, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
127,Tempat Kita Cabut,ChIJfypLmi-51C8RhR1SNs06MCA,"39RJ+836, Gurun Laweh, Nanggalo, Padang City, West Sumatra, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
128,EKOWISATA SUNGKAI GREEN PARK,ChIJG8BbW4a31C8R27yNQVujAzo,"3CQV+J34, Lambung Bukit, Pauh, Padang City, West Sumatra 25175, Indonesia","tourist_attraction,point_of_interest,establishment",20,4.3
129,Pantai Pasir Jambak,ChIJAejW6fDB1C8RzBfHQUpa_Es,"57FX+V76, Pasir Jambak Beach, Jl. Teratai, Pasie Nan Tigo, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia","tourist_attraction,point_of_interest,establishment",6,4.7
130,Padang gelugur,ChIJPbQOZqm51C8R2J7EnaOKUzI,"3C38+5V7, Piai Tangah, Pauh, Padang City, West Sumatra, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
131,berbagi wisata,ChIJKT-225nH1C8RIIEPsqoXai8,"komplek, Jl. Villa Idaman No.3, Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
132,Rumah Nisa,ChIJn3UjZN-51C8RLYuOa9MgOb8,"3965+3VV, Jl. Kartini gg. Permata, RT.05/RW.20, Padang Pasir, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
133,Pantai Nirwana,ChIJBZwlExy71C8Rmeiz-reuLj8,"Pantai Nirwana, Jl. Raya Padang - Painan, Tlk. Bayur, Kec. Padang Sel., Kota Padang, Sumatera Barat 25227, Indonesia","natural_feature,establishment",739,4.2
134,Pantai Carolina,ChIJQdvsM8y61C8RCin2A3OqJIk,"Pantai Carolina, Jl. Padang Painan, Bungus Selatan, Bungus Teluk Kabung, Bungus Sel., Kec. Bungus Tlk. Kabung, Kota Padang, Sumatera Barat 25226, Indonesia","natural_feature,establishment",1033,4.2
135,Welcome To Batam Monument,ChIJsz6nOx6J2TERpqumlxKiWQ8,"Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,point_of_interest,establishment",6450,4.5
136,Pulau Tunjuk Batam,ChIJ3aAes7Ge2TERBQQy4ZwlDdc,"W6R2+FMP, Pulau Tunjuk, Subang Mas, Kota Batam, Kepulauan Riau, Indonesia","tourist_attraction,point_of_interest,establishment",68,4.5
137,Batam Forest Top,ChIJqcupb3OL2TER79u33MKwIJ4,"4X93+GMJ, Bukit Harimau, Sekupang, Batam City, Riau Islands 29424, Indonesia","tourist_attraction,point_of_interest,establishment",107,4.3
138,Alun Alun Batam Centre,ChIJTUflVgSJ2TERjudaONUAje4,"43H3+CRQ, Jl. Engku Putri, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","park,tourist_attraction,point_of_interest,establishment",5454,4.5
139,Sekilak Beach Tourism Batam,ChIJTdnYyACH2TERA3Px8xnsHEo,"44RW+XXQ, Batu Besar, Nongsa, Batam City, Riau Islands 29466, Indonesia","tourist_attraction,point_of_interest,establishment",258,4.1
140,Tebing Langit Bukit Dangas Sekupang,ChIJw4K4AHOL2TERj1oBk_-OzUc,"4X92+9R2, Jl. Ir. Sutami, Tj. Pinggir, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","tourist_attraction,point_of_interest,establishment",1061,4.1
141,Mega Wisata Ocarina Batam,ChIJ60IdF7OJ2TERSozUeGrpLeE,"Sadai, Bengkong, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,amusement_park,point_of_interest,establishment",3293,4.2
142,Tangga 1000 Taman Habibie,ChIJa3RshOSK2TERiR5sa0u36oo,"4WVX+W8V, Tanjung Pinggir, Sekupang, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",318,3.9
143,Wisata Alam Mangrove Pandang Tak Jemu,ChIJVeR8DvWJ2TERYNd3RzKZQq0,"Kampung tua bakau serip pantai, Jl. Hang Lekiu No.KM.4, RT.02/RW.10, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","tourist_attraction,park,point_of_interest,establishment",125,4.6
144,Mata Kucing Jungle Tour and Mini Zoo,ChIJhabkuGeM2TER_kmoCXKfZp8,"Jl. Taman Bukit Golf, Tj. Riau,, Kibing, Sekupang, Batam City, Riau Islands 29424, Indonesia","tourist_attraction,point_of_interest,establishment",724,4.0
145,Cipta Land Beach,ChIJw91KZLOL2TEReik6P0BEx18,"Jl. Tiban Utara, Patam Lestari, Kec. Sekupang, Kota Batam, Kepulauan Riau, Indonesia","tourist_attraction,point_of_interest,establishment",823,4.2
146,TAMAN DANG ANOM BATAM,ChIJp5TbSOuJ2TER_p5zbtDLG5g,"42CC+97M, Jl. Sudirman, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","tourist_attraction,point_of_interest,establishment",149,4.5
147,Taman Pantai Golden Prawn,ChIJ3ceWrMiJ2TERxh7RMUlrwuY,"526V+22Q, Unnamed Rd, Tj. Buntung, Bengkong, Tj. Buntung, Batam, Kota Batam, Kepulauan Riau 29444, Indonesia","tourist_attraction,park,point_of_interest,establishment",208,4.2
148,Citra Kebun Wisata,ChIJ4-qY9QCT2TERJrFdsHP8c08,"2XG2+3G4, citra kebun wisata, Lekop River, Sagulung, Batam City, Riau Islands 29472, Indonesia","tourist_attraction,point_of_interest,establishment",230,4.4
149,Desa Wisata Kampung Terih,ChIJkSnqwGyI2TER0d8h22BlcuQ,"Kampung Tua Terih Jl. Ketapang, Sambau, Nongsa, Batam City, Riau Islands 29465, Indonesia","tourist_attraction,point_of_interest,establishment",462,4.2
150,THE ILLUSION,ChIJhZB2f8aJ2TER3V1G1_40FKM,"Golden city blok K no 4-5-6 batam, Tj. Buntung, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","tourist_attraction,museum,point_of_interest,establishment",445,4.3
151,Bukit Senyum,ChIJTb3ZC72J2TERgj2kd24hXtg,"5247+H76, Kampung Seraya, Batu Ampar, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,point_of_interest,establishment",63,4.2
152,Pura Agung Amerta Bhuana,ChIJXS5kiNSL2TER1IV63R5Sa0o,"Jl. Gajah Mada No.3, sei Ladi, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","hindu_temple,tourist_attraction,place_of_worship,point_of_interest,establishment",244,4.5
153,Puncak Beliung,ChIJE9KlWVeN2TER1ygAu3m5GOs,"3WXR+6FW, Tanjung Riau, Sekupang, Batam City, Riau Islands 29425, Indonesia","tourist_attraction,point_of_interest,establishment",88,4.4
154,Bukit Clara (Clara Hill),ChIJnSXALOCI2TERz4kVguyJEQc,"43C3+VMJ, Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",77,4.5
155,"TANGGA SERIBU, SEKUPANG",ChIJSeATtzuL2TERYlC32pyRRkg,"4WWX+26C, Tanjung Pinggir, Sekupang, Batam City, Riau Islands 29425, Indonesia","tourist_attraction,point_of_interest,establishment",443,4.0
156,Pelabuhan Sembulang,ChIJtVwPf16g2TERCVgMoq17Ymo,"R7W6+43C, Sembulang, Galang, Batam City, Riau Islands 29481, Indonesia","tourist_attraction,point_of_interest,establishment",257,4.4
157,Dendang Melayu,ChIJ6U7cNg-R2TERzOqeSTjeoBI,"X2MR+R43, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","tourist_attraction,point_of_interest,establishment",1728,4.4
158,Pantai Bahagia,ChIJbb0082In2jERskfxnCGHx78,"53VV+FR9, Unnamed Road, Sambau, Nongsa, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",227,4.3
159,Miniature House Indonesia,ChIJIbxJ4sWJ2TERYLGItAq6N4E,"526R+RCG, Tanjung Buntung, Bengkong, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,point_of_interest,establishment",1277,4.3
160,Kwan Im Temple,ChIJ-8mudtaK2TEROZcnjXk5cTc,"4WRC+34H, Tanjung Pinggir, Sekupang, Batam City, Riau Islands, Indonesia","tourist_attraction,place_of_worship,point_of_interest,establishment",100,4.6
161,Ex Camp Vietnam,ChIJVfew922m2TERLRDGpCNuakY,"Q623+WFR, pulau galang batam kepulauan Riau, Sijantung, Galang, Kota Batam, Kepulauan Riau 29485, Indonesia","museum,tourist_attraction,point_of_interest,establishment",682,4.3
162,"Pulau Belakang Padang, Batam",ChIJb1gRvBX12TERcqqAAawnfbk,"5V3Q+XQ4, Sekanak Raya, Belakang Padang, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",261,4.5
163,Gendang Paragliding Hill FASI Batam,ChIJAScXvAGj2TERxKeW35fA800,"R5QR+J3G, Spot landasan paralayang di Bukit Gendang, Kawasan Hutan Konservasi Taman Buru, Pulau Rempang, Sembulang, Galang, Kota Batam, Kepulauan Riau 29481, Indonesia","tourist_attraction,point_of_interest,establishment",26,4.6
164,Wisata Alam AVJ Mangrove,ChIJxeKoS9eH2TERqQjkMPo1CkU,"Batu Besar, Nongsa, Batam City, Riau Islands 29465, Indonesia","tourist_attraction,point_of_interest,establishment",149,4.1
165,Dataran Engku Putri,ChIJCdMNn-KI2TERY-5Iv5DRCTg,"Jl. Engku Putri No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","tourist_attraction,park,point_of_interest,establishment",426,4.6
166,Eco Edu Park,ChIJrU5FiI2P2TER9CxrhMXlvOs,"Jl. Taman Golf Sukajadi No.113-127, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","tourist_attraction,point_of_interest,establishment",222,4.0
167,Tanjung Piayu Beach,ChIJZcdUcYKQ2TERCFOLHe3aHJo,"X3MX+9WR, Terusan Jl. S. Parman, Tj. Piayu, Kec. Sei Beduk, Kota Batam, Kepulauan Riau, Indonesia","tourist_attraction,point_of_interest,establishment",152,4.4
168,Bukit Daeng,ChIJXSHfA3eO2TERzhfCTUUXP8M,"3236+562, Tembesi, Sagulung, Batam City, Riau Islands 29433, Indonesia","tourist_attraction,point_of_interest,establishment",73,4.0
169,Kampung Wisata Kelembak,ChIJ6SNQ5RyJ2TER04T3BAg3oRY,"43XR+WG4, Kampung Kelembak, Kel, SamA, bau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","tourist_attraction,point_of_interest,establishment",57,4.4
170,Wisma Batamindo,ChIJmzvuTIqO2TERSIehauzjRhg,"329G+M2W, Jl. Letjend Suprapto, Kabil, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29433, Indonesia","tourist_attraction,point_of_interest,establishment",687,4.4
171,JMB Eco Park - Agrowisata Jambu Marina,ChIJhZa8tNGN2TERky68Q_CmUi4,"Jl. Raya Marina City, Tj. Riau, Kec. Sekupang, Kota Batam, Kepulauan Riau 29425, Indonesia","tourist_attraction,point_of_interest,establishment",26,4.5
172,Waterpark Top 100 Batu Aji,ChIJMbJ8NeKN2TER5vZu1kWMNbg,"Kawasan Mall Top 100, Jl. Letjend Suprapto, Tembesi, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29439, Indonesia","tourist_attraction,amusement_park,point_of_interest,establishment",2038,4.3
173,Lembah Pelangi Batam,ChIJya2NCY2L2TERWIDADS_F5zA,"Bukit Dangas, Jl. Ir. Sutami Dekat Perumahan Acasia, Tj. Pinggir, Kec. Sekupang, Kota Batam, Kepulauan Riau 29442, Indonesia","tourist_attraction,point_of_interest,establishment",65,4.1
174,Batam Water Park,ChIJq6qq6pSJ2TERt9KFQdAWMSk,"Bengkong Laut, Bengkong, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,amusement_park,point_of_interest,establishment",331,4.4
175,Batam,ChIJa8quEwGJ2TERF2SMi5lbpno,"42JX+23H, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
176,"Pantai Nongsa, Batam Kepri",ChIJVTHrRhMn2jERN99bpO4KPbE,"53WQ+585, Sambau, Nongsa, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",115,4.4
177,Pulau Pengalap,ChIJmShpBlb_2DERR-GigW_9eFc,"G77P+PMP, Abang Island, Galang, Batam City, Riau Islands 29487, Indonesia","tourist_attraction,point_of_interest,establishment",11,4.9
178,WANAWISATA BUKIT SENIMBA,ChIJVT80hVuN2TERlifJA3bX0NA,"Tanjung Riau, Sekupang, Batam City, Riau Islands 29425, Indonesia","tourist_attraction,point_of_interest,establishment",32,4.4
179,Batam Botanical Garden,ChIJVdrfRxmI2TERVkWY7qLUg5Y,"53CJ+5GQ, Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","tourist_attraction,park,point_of_interest,establishment",1207,3.9
180,Pantai Jembatan 5,ChIJ88bKQhWk2TERdWNMUV2XONc,"Q5PC+GF8, Sembulang, Galang, Batam City, Riau Islands 29481, Indonesia","tourist_attraction,point_of_interest,establishment",20,4.5
181,Rabbit Park,ChIJGUGlTguL2TERIWhpRyH5gGc,"Jl. Ir. Sutami No.6, Tj. Pinggir, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","tourist_attraction,point_of_interest,establishment",222,3.9
182,Taman Rusa Sekupang (Jogging Track),ChIJUyzLfj6L2TER7EMfZPHKp1E,"4WFP+G2P, Tanjung Pinggir, Sekupang, Batam City, Riau Islands 29425, Indonesia","park,tourist_attraction,point_of_interest,establishment",1670,4.4
183,wisata Pantai Nongsa,ChIJl2istMGH2TERuAMxDWxet4I,"44XJ+XRF, Batu Besar, Nongsa, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",0,0.0
184,Tiban Waterfall,ChIJsXCywPWL2TERl0JcWz6arkg,"4X3Q+69M, Jl. Tiban I, Patam Lestari, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","tourist_attraction,park,point_of_interest,establishment",101,4.4
185,Piayu laut,ChIJs_noqSaR2TERjL9wcWI-Ajg,"239X+CFV, Tanjung Piayu, Sei Beduk, Batam City, Riau Islands 29433, Indonesia","tourist_attraction,point_of_interest,establishment",23,4.4
186,Wisata Kuliner Bukit Kemuning,ChIJJ7QSGTGO2TER1Y4WZI-UStQ,"Mangsang, Sei Beduk, Batam City, Riau Islands 29433, Indonesia","tourist_attraction,point_of_interest,establishment",792,4.4
187,Wisata ANR,ChIJs5_kCE8p2jERq6kZF3rDH2c,"Unnamed Road, Sambau, Nongsa, Batam City, Riau Islands 29465, Indonesia","tourist_attraction,point_of_interest,establishment",10,5.0
188,Tanjung Penarik,ChIJ_ylQdqmR2TERPzizsNJKiLw,"X2MR+F7R, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia","tourist_attraction,point_of_interest,establishment",28,4.5
189,Botanical Garden Batam,ChIJQyR551Kh2TERBJZfZWqUQwY,"R6J3+PV4, Sembulang, Galang, Batam City, Riau Islands 29481, Indonesia","tourist_attraction,park,point_of_interest,establishment",1080,4.2
190,Arsadi beach,ChIJEzLDwcmH2TERauwkgN8sJqE,"Kampung tua batu besar no 71, RT.003/RW.008, Kota Batam, Kepulauan Riau 29466, Indonesia","tourist_attraction,point_of_interest,establishment",41,4.5
191,Negri Di Atas Angin,ChIJn92ftYWR2TERvkqATKN9k9g,"X3WQ+35G, Kabil, Nongsa, Batam City, Riau Islands, Indonesia","tourist_attraction,point_of_interest,establishment",87,4.5
192,Ocarina Batam,ChIJFQP2qRmJ2TERcC3Hjir2oAA,"5322+97J, Sadai, Bengkong, Batam City, Riau Islands 29444, Indonesia","tourist_attraction,point_of_interest,establishment",49,4.2
193,WTB,ChIJ6TwEqjyJ2TERo9G2D6RuPE0,"WTB Welcome To Batam, Jl. Nusantara, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","tourist_attraction,point_of_interest,establishment",16,4.3
194,Vihara Samudra Dharma,ChIJN4N67a-L2TERAjHeJdlitAs,"4XHC+QPF, Jalan Gajah Mada, Patam Lestari, Sekupang, Patam Lestari, Batam, Kota Batam, Kepulauan Riau 29426, Indonesia","tourist_attraction,place_of_worship,point_of_interest,establishment",313,4.7
195,Lake Daeng Batam,ChIJ54FJt3mO2TER6ZtKTwawl9g,"Jl. Letjend Suprapto, Danau, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","tourist_attraction,point_of_interest,establishment",131,4.1
196,Taman Mini Indonesia Indah,ChIJYaJ20FDtaS4RDNry7LknMQc,"TMII, Jl. Raya, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia","tourist_attraction,amusement_park,park,museum,point_of_interest,establishment",147805,4.5
197,Wisata Kota Tua Jakarta,ChIJ7RcAlCrsaS4RM4GToNQSzt8,"Kawasan Kota Tua, Taman Fatahillah No.1, RT.7/RW.7, Pinangsia, Taman Sari, West Jakarta City, Jakarta 11110, Indonesia","tourist_attraction,travel_agency,museum,point_of_interest,establishment",16415,4.6
198,Ragunan Zoo,ChIJfXt_sf3taS4Rmga1Wj8q3fk,"Jl. Harsono RM No.1, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Indonesia","zoo,tourist_attraction,point_of_interest,establishment",98630,4.5
199,Suropati Park,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,"Jl. Taman Suropati No.5, RT.5/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","tourist_attraction,park,point_of_interest,establishment",20096,4.6
200,Taman Impian Jaya Ancol,ChIJcdfvd3T0aS4RWFPBwpxqIIU,"Jl. Lodan Timur No.7, RW.10, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","tourist_attraction,point_of_interest,establishment",41358,4.5
201,Allianz Eco Park,ChIJnToeJBoeai4RGjp1dqwxz54,"Jl. Lodan Timur No.7, RW.10, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","amusement_park,tourist_attraction,park,point_of_interest,establishment",5826,4.6
202,Dunia Fantasi,ChIJVwxCgBoeai4R4zIiPSWTWyc,"Jl. Lodan Timur No.7, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","amusement_park,tourist_attraction,point_of_interest,establishment",68797,4.6
203,Menteng Park,ChIJKeQOsCL0aS4RLuH7DlpcjaI,"Jl. HOS. Cokroaminoto, RT.3/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","tourist_attraction,park,point_of_interest,establishment",19735,4.5
204,Ocean Dream Samudra - Ancol,ChIJF29IST0eai4RZvM5-mnWcJY,"VRGR+6X7, Jl. Lodan timur No.7 RW.10, RW.10, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","tourist_attraction,amusement_park,point_of_interest,establishment",8323,4.5
205,Tribeca Park,ChIJOQcPe1_2aS4RodErUdz2cfc,"Letjen S. Parman No.28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","park,tourist_attraction,point_of_interest,establishment",4953,4.7
206,Taman Situ Lembang,ChIJdXBB9n4QFAURQs2buyfwl98,"Jl. Lembang Terusan No.D-59, RT.6/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12910, Indonesia","tourist_attraction,park,point_of_interest,establishment",5941,4.6
207,Hutan Kota Srengseng,ChIJE7YGNy_3aS4RrCeV3DO5qhE,"Jl. H. Kelik, RT.8/RW.6, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630, Indonesia","tourist_attraction,park,point_of_interest,establishment",8978,4.4
208,Kidzania Jakarta,ChIJ7Zj-D1HxaS4RTEzBshMYqsk,"Pacific Place Mall, Jl. Jenderal Sudirman No.Kav. 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","tourist_attraction,amusement_park,point_of_interest,establishment",8569,4.6
209,Taman Burung TMII,ChIJl4aCVCrtaS4R6GkSwCRv5-w,"MWX3+PFW, Ceger, Cipayung, East Jakarta City, Jakarta 13820, Indonesia","park,tourist_attraction,point_of_interest,establishment",2324,4.6
210,Museum di Tengah Kebun,ChIJSxh7RS_yaS4R16Fitt9Lc4Q,"Jl. Kemang Timur No.66, RT.7/RW.3, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","tourist_attraction,museum,point_of_interest,establishment",291,4.7
211,Barito Park,ChIJuTW9y2zxaS4RKwSl9KopVgI,"7, Jl. Lamandau III No.RT.4, RT.4/RW.7, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia","tourist_attraction,park,point_of_interest,establishment",8777,4.5
212,Pasar Seni,ChIJ87jCThgeai4RUGOJMkak0o8,"Taman Impian Jaya, Jl. Lodan timur No.7, RW.10, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","tourist_attraction,point_of_interest,establishment",4843,4.4
213,Parks Agro Tourism Cilangkap,ChIJmV2Zd9fsaS4RMpmNvPrHkrE,"Jl. Raya Cilangkap No.45, RT.6/RW.1, Cilangkap, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870, Indonesia","park,tourist_attraction,point_of_interest,establishment",1045,4.3
214,Lapangan Banteng Park,ChIJA88y_8v1aS4RbfwYWObt98A,"RRHP+Q2F, Pasar Baru, Sawah Besar, Central Jakarta City, Jakarta 10710, Indonesia","tourist_attraction,park,point_of_interest,establishment",21651,4.7
215,Taman Langsat,ChIJV8QyMBPxaS4Ro39SBRBCZ6k,"QQ4V+95Q, Jl. Barito, RT.1/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia","park,tourist_attraction,point_of_interest,establishment",4108,4.5
216,Faunaland Ancol,ChIJOVWsoBkeai4RlI5DwRYmYVo,"Ecovention Building - Ecopark, Jl. Lodan Raya, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia","tourist_attraction,point_of_interest,establishment",3431,4.5
217,Jembatan Kota Intan,ChIJkaCfYPkdai4RIb9mxtIC4us,"Jl. Nelayan Tim. No.8, RW.7, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia","tourist_attraction,point_of_interest,establishment",1714,4.4
218,Taman Budaya Tionghoa,ChIJT6yJ_FDtaS4RCXn8dOO_3DI,"MWW3+C5M, Jalan Raya Taman Mini, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia","park,tourist_attraction,museum,point_of_interest,establishment",581,4.6
219,Jakarta Aquarium & Safari,ChIJo7n7ffv3aS4RsSNgsHX4e94,"Jl. Letjen S. Parman No.106, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","tourist_attraction,point_of_interest,establishment",5117,4.6
220,Taman Satwa Anak,ChIJFRZAnv3taS4RXB0Xn8has6Q,"Jl. Harsono RM, RT.10/RW.7, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Indonesia","zoo,tourist_attraction,point_of_interest,establishment",470,4.6
221,National Monument Park,ChIJa5LTMdL1aS4RL3717sOR2YA,"5, Jl. Medan Merdeka Utara No.2, RT.5/RW.2, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, Indonesia","tourist_attraction,park,point_of_interest,establishment",7642,4.6
222,Taman Tangkuban Perahu,ChIJ41ttCQ70aS4R3eRig1FOARA,"Tangkuban Perahu No.1, RT.5/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia","park,tourist_attraction,point_of_interest,establishment",3945,4.4
