,name,place_id,formatted_address,types,user_ratings_total,rating
110,Bundo Kanduang Masakan Padang,ChIJn_h0OjcUei4R5n35LPfpYpU,"CRW7+X64, Jalan Slamet Riyadi, Pajang, Laweyan, Surakarta City, Central Java 57146, Indonesia","restaurant,point_of_interest,food,establishment",14,4.3
111,RM Padang Bagindo Jaya,ChIJ66q-ax4Xei4RhSF-8hDuNeQ,"Jl. Kapten Piere Tendean No.76, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135, Indonesia","restaurant,point_of_interest,food,establishment",8,3.5
112,Trio Minang Jaya,ChIJ-ZTEBmwWei4RBwryGCYkBUk,"Jl. Veteran No.278, Tipes, Kec. Serengan, Kota Surakarta, Jawa Tengah 57154, Indonesia","restaurant,point_of_interest,food,establishment",24,4.8
113,Anda Masakan Padang,ChIJj27j13EWei4RgvKQEeA1E5E,"Jl. Veteran No.142, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57155, Indonesia","restaurant,point_of_interest,food,establishment",89,4.5
114,Rumah Makan Restu Bundo Masakan Padang,ChIJFYKA_9YVei4ReJdOZSKkfXA,"Jl. Jati No.41, Jati, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","restaurant,point_of_interest,food,establishment",14,4.1
115,"WM. Masakan Padang "" Bundo Aini """,ChIJ1elrb54Wei4RItBYY8K9Ba4,"Jlan. Kolonel Soetarto, Kampung Mondokan RT.03/RW 28 Sebelah Timur Rumah Sakit Moewardi, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126, Indonesia","restaurant,point_of_interest,food,establishment",12,3.9
116,Rumah Makan Padang Rancak Sari,ChIJpQhz69gVei4R0TFKxX2fDnw,"Jl. Sidomukti No.10, Jati, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","restaurant,point_of_interest,food,establishment",138,4.4
117,Embun Pagi Restaurant,ChIJEXUhIwAXei4RtmLgZukdmqY,"Jl. Ir. Sutami No.118, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125, Indonesia","restaurant,point_of_interest,food,establishment",1039,4.1
118,Rumah Makan Padang Family Saiyo,ChIJnWZyzQkWei4RJpzayhF2C68,"Jalan Raya Solo - Baki Rt 03 Rw II, Kwarasan, Grogol, Dayung, Kwarasan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","restaurant,point_of_interest,food,establishment",18,4.6
119,Warung Padang Pak Rizal,ChIJU0aEySYUei4RxqxJDqiMOzM,"CRW3+98F, Jl. K.S. Tubun, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139, Indonesia","restaurant,point_of_interest,food,establishment",14,4.2
120,Masakan padang alida,ChIJ43mRLdwXei4RuWMB9fo2H5E,"Jl. Kedempel No.8, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156, Indonesia","restaurant,point_of_interest,food,establishment",1,5.0
121,Rumah Makan Minang Saiyo,ChIJbz6wkCoUei4RITYAD9tL1gA,"Jl. Sutowijoyo No.37A, Penumping, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141, Indonesia","restaurant,point_of_interest,food,establishment",187,4.6
122,RM. Pak Haji Masakan Padang Asli,ChIJafQ22AUWei4RLsJSmm76QNQ,"9RX7+FFV, Jl. Raya Solo Baru, Dusun I, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","restaurant,point_of_interest,food,establishment",5,4.8
123,RUMAH MAKAN PADANG KAMBANG JAYA,ChIJb6RNmN4Xei4RsJ0maVf_HeU,"Jl. Kyai Mojo No.72, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57191, Indonesia","restaurant,point_of_interest,food,establishment",1,4.0
124,W.M Padang Ati,ChIJ7VyYFjMUei4RhJd-m0FBg-s,"Jl. Agus Salim No.52, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147, Indonesia","restaurant,point_of_interest,food,establishment",0,0.0
125,RM Padang Murah Meriah,ChIJh_fXQQMUei4RQntpzLLoP7c,"Jl. Adi Sumarmo No.238, Banyuanyar, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57137, Indonesia","restaurant,point_of_interest,food,establishment",523,4.3
126,Ampera Pak Haji,ChIJLYeLUnAWei4RAGIv3dd4KLU,"Jl. Gatot Subroto No.238b, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57153, Indonesia","restaurant,point_of_interest,food,establishment",0,0.0
127,Rumah Makan Minang Jaya,ChIJKc8Q6QEWei4RPlVs8VgVh3c,"9RV7+X3V, Dusun III, Madegondo, Grogol, Sukoharjo Regency, Central Java 57552, Indonesia","restaurant,point_of_interest,food,establishment",224,4.6
128,Sei Enam Seafood Batam Centre,ChIJxwxMBR2J2TERsaeky0GlDBo,"Komplek Ruko Mahkota Raya Jalan Raja Haji Sisabililah, RW.2, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","restaurant,food,point_of_interest,establishment",711,4.3
129,My Garden Restaurant Batam,ChIJ2SWkeK-I2TERISJonQOmXJo,"Ruko Bida Asri 2 No. 9 Jl. Raja M Selah, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",520,4.5
130,Love Seafood Batam Centre,ChIJi1-sZA-J2TERfafMTF2dOdU,"Kompleks Mahkota Raya, Jl. Raja H. Fisabilillah No.12B, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",3244,4.4
131,Restoran Pondok Batam Kuring,ChIJa2VYPoqJ2TER0LVKAOdhVgU,"Jl. Prambanan No.40, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",386,4.2
132,Skae restaurant & bar,ChIJARMN8y-P2TER8hv-iAwuWfM,"Ruko Kepri Mall no. 27-34 29422 Batam Center, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29415, Indonesia","restaurant,food,point_of_interest,establishment",53,4.9
133,Kopak Jaya 007 Kelong Seafood Batam,ChIJ7fKCz3KR2TERialSDhhc4Eg,"Barelang turn right (follow the signboard, of, Kampung Tua Tiangwangkang Tembesi Sagulung 300 meter before 1st bridge, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","restaurant,food,point_of_interest,establishment",1440,4.4
134,"RAOS RESTO, BATAM KOTA",ChIJbd1_J06J2TER4W7CghIi6Mc,"Jl. Karangetang, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",13,4.8
135,Teras Cafe,ChIJL2KW4X2J2TERL114f11P5uE,"Jalan Baloi Kusuma Indah No.23, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","cafe,restaurant,food,point_of_interest,establishment",491,4.4
136,Freshbeer Batam Centre,ChIJQ3MF1RyJ2TERxf9SKx9KgxQ,"Komplek hup seng blok D no 8, Jl. Engku Putri No.kel, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",745,4.5
137,Mr. Daeng Cafe & Resto Batam,ChIJY4GxKyaJ2TERHFDNdKn58Tc,"Komplek Ruko Bintang Raya Blok A No. 7, RT.7, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",129,4.5
138,Where to Eat in Batam,ChIJXW-rLpmI2TERQlpHqzRQXUw,"Taman Raya Tahap 3 Blok HT no. 26, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29464, Indonesia","restaurant,food,point_of_interest,establishment",19,4.2
139,Seafood Batam,ChIJP5ybhJmJ2TERMeoj8EM6SRg,"42X8+C3P, Jl. Seruni, Kp. Seraya, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",2,5.0
140,Dé Patros Café,ChIJ83k92SKK2TERBIn3tUm-95M,"The Promanage, Jl. Harbour Bay No.81, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","cafe,restaurant,food,point_of_interest,establishment",966,4.3
141,Kez's Bakery & Restaurant,ChIJ8bAttjqJ2TERB_4M8NjFIrU,"Ruko Kara Junction, Jl. Ahmad Yani, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","bakery,store,restaurant,food,point_of_interest,establishment",797,4.5
142,Waroeng Kampoeng Batam,ChIJkV6vuZuJ2TERjMdusxD8I-Y,"43H2+Q35, Jl. Raja H. Fisabilillah, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",6,4.7
143,Amare Ristorante Italiano,ChIJHwZpoIiJ2TERpzwO97_Rr3A,"Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",334,4.6
144,Sanur Restaurant & Catering,ChIJmdh9vgOJ2TER4ig0EP5RXEo,"Core Batam Centre, Jl. Sudirman No.1, Teluk Tering, Batam Kota, Batam City, Riau Islands 29400, Indonesia","restaurant,food,point_of_interest,establishment",198,4.4
145,Piccola Stella,ChIJR7937EmJ2TERjJjROQExx9k,"Ruko Dermaga Sukajadi, Jl. Sudirman, Sukajadi, Batam Kota, Batam City, Riau Islands 29463, Indonesia","meal_delivery,cafe,store,restaurant,food,point_of_interest,establishment",1044,4.5
146,Mie Terempa'K,ChIJpb6XWieJ2TERNe1K2kVkws0,"Ruko Royal Sincom, Blk. D No.15 - 16, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29431, Indonesia","bar,night_club,cafe,restaurant,food,point_of_interest,establishment",8199,4.5
147,Ikan Bakar Cianjur - Batam,ChIJv2nkBB2J2TERA5sawzYBWd4,"Jl. Centre Point, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",1120,4.4
148,"Resto Central - Tumpeng, Nasi Kotak, Prasamanan, Catering Acara Batam",ChIJn5dlJMuO2TERZ_ZTK31-x1k,"The Central Sukajadi, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",73,4.3
149,Sup Ikan Yong Kee,ChIJ3TWkKCiK2TERwYTUTBdGRX8,"Komp. Hup Seng, Jl. Raja H. Fisabilillah No.5-8, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",2729,4.4
150,Love Seafood Restaurant,ChIJq6qqqj2Q2TERg41mdaEquK0,"Kampung Tua Tanjung Piayu Laut RT.02/RW.10 Sei Beduk, Kabil, Kecamatan Nongsa, Kota Batam, Kepulauan Riau, Indonesia","restaurant,food,point_of_interest,establishment",3462,4.5
151,Hociak,ChIJlaIgoB6J2TERZU-9F9zP8vM,"Komplek Restaurant Greenland Block V No.1. Batam Center, Batam Island 29433 Behind morning bakery greenland, beside taman kota pool, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","bar,restaurant,food,point_of_interest,establishment",158,4.4
152,Restaurant Liang Kee 888,ChIJ_UF7AiuK2TERGePw1ggQz98,"Komplek Paradise Centre, Blk. I No.1-3, Batu Selicin, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",397,4.5
153,de'SAMPAN BBQ CENTRE,ChIJ_zRBwxuJ2TEREBgCZnsypJo,"Jl. Ruko Greenland Jl. Raja M Tahir No.2, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","restaurant,food,point_of_interest,establishment",1340,4.3
154,Bandoeng Resto,ChIJ1UvhODCJ2TER4B6QhGbqDm0,"425R+Q9W, Jl. Golden Land, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",570,4.3
155,Roasteree Cafe,ChIJz5L5c36J2TERVLHzgVjXQCA,"Batu Selicin, Lubuk Baja, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","bar,restaurant,food,point_of_interest,establishment",432,4.5
156,EDEN Restaurant,ChIJaUcoftaJ2TEREhiFISdW9XY,"Imperium Superblok, Jl. Sudirman No.25-26, Taman Baloi, Batam Kota, Batam City, Riau Islands 29432, Indonesia","restaurant,food,point_of_interest,establishment",11,5.0
157,Sushi Tei,ChIJA8xzCH6J2TERupL4fa1sukM,"Jl. Pembangunan No.Kav.1, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",2171,4.5
158,Restaurant Nature Vegetarian,ChIJN2cren2J2TERNNBNU3CbV_Y,"Komplek Ruko baloi Kusuma Indah, Jl. Bunga Raya, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",693,4.5
159,Batam Palace Family Restaurant,ChIJN79dm5yJ2TERmpStIbazLeI,"jln.sriwijaya komplek Puri Buana No.16-17, Pelita, Kp. Pelita, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",16,4.4
160,Soto lamongan Batam Center,ChIJ-YA6vpWJ2TERu0ZPvAEVdrU,"Jl. Raja H. Fisabilillah No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",2,3.0
161,Wey Wey Seafood,ChIJoRLlgSSK2TERpSE8p1PWYlk,"5X3X+26W, Harbour Bay Downtown Sei Jodoh, Jl. Duyung, Sungai Jodoh, Kota Batam, Kepulauan Riau, Indonesia","restaurant,food,point_of_interest,establishment",2948,4.2
162,Restaurant Sarang Rasa Batam,ChIJb7I6cASJ2TERksxN66524lY,"434G+6F6, Jl. Selasih, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia","restaurant,food,point_of_interest,establishment",88,4.3
163,The Cana Public House,ChIJbbi95-KJ2TERfHoR9yxOWH0,"Jl. Yos Sudarso No.1, Seraya Atas, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",22,4.9
164,Port House Resto & Bar,ChIJo8ZqZxGL2TERHWN7AVykNds,"The Promenade, Blok.8C Harbour Bay Downtown, Jl. Duyung, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29453, Indonesia","restaurant,bar,food,point_of_interest,establishment",528,4.6
165,Harbour Bay Seafood Restaurant,ChIJYdY6LiOK2TERSiKamA8RESU,"The Promenade, Downtown Jl. Duyung Sei Jodoh, Jl. Harbour Bay Blok 8E, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",1788,4.3
166,Rezeki Seafood Restaurant,ChIJvXf22qOH2TER9ZXeWO8PP_k,"Pantai, Jl. H. Moh. Saleh, RT.002/RW.001, Batu Besar, Nongsa, Batam City, Riau Islands 29465, Indonesia","restaurant,food,point_of_interest,establishment",2204,4.4
167,Sederhana Padangnese Restaurant,ChIJWeWRkIGJ2TER52Uxj7TLFbs,"Jl. Imam Bondjol Komp. Windsor Central No.1, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",1526,4.3
168,Golden Prawn 933,ChIJ8a943MaJ2TERhyXbj7qF_oo,"526Q+34G, Jl. Golden Prawn, Tj. Buntung, Kec. Bengkong, Kota Batam, Kepulauan Riau 29458, Indonesia","restaurant,point_of_interest,food,establishment",6058,4.2
169,FishTalk Resto Batam,ChIJ6-ug-0mJ2TERBkYIN7SKeAc,"Batam Ruko Blok RA No. 16 Komplek Khazanah Plaza, Jl. Sudirman, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29452, Indonesia","restaurant,point_of_interest,food,establishment",16,4.6
170,Kings Way Restaurant,ChIJ4br1iiKJ2TERGjLpPb31N4k,"Jl. Laksamana Bintan No.1, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,point_of_interest,food,establishment",224,4.3
171,Empire Restaurant & Lounge,ChIJFZ3JszqJ2TER1FyV3HWcitQ,"Komp. Centre Park, Batam, Jl. Jend. A. Yani No.15, Taman Baloi, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","restaurant,point_of_interest,food,establishment",167,4.3
172,Family Resto,ChIJB_cS9ymK2TERzVQPEPMLinY,"Jl. Imam Bonjol-Komplek Nagoya Newtown No.16, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",0,0.0
173,Pantai Restaurant,ChIJGV4ugIwn2jERS2ZH5yFbWDw,"53JF+4F3, Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","restaurant,point_of_interest,food,establishment",97,4.4
174,Barelang Seafood Restaurant,ChIJmVfC4g2R2TER1tRMBuH1U50,"Jalan Trans Barelang City, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","restaurant,point_of_interest,food,establishment",1901,4.4
175,"Duo Bohay, Sun Bread Resto, Lotte Mart Batam Centre",ChIJkQXxdgOJ2TERV5OTO4GNIAE,"42JX+HG3, Jl. Raja M Tahir, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",13,4.4
176,Rm Cahya Aldi 226 Seafood,ChIJvzjv49aI2TER-O7Yibz18No,"4355+533, Jl. Hang Kesturi, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",69,4.4
177,Saung Sunda Sawargi - batam center,ChIJsbdrVOWJ2TER0JP-ymoq-yA,"Jl. Raja H. Fisabilillah No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",28,4.2
178,Kuliner Malam Batam,ChIJH7ikD-KI2TERWSj3_uqIu2A,"43G3+4P6, Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia","restaurant,point_of_interest,food,establishment",72,4.6
179,Acia Ikan Bakar,ChIJW3bSFYGJ2TERdsmI3oT5bP0,"42R6+VC8, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","restaurant,point_of_interest,food,establishment",1080,4.4
180,Ultimo Kitchen,ChIJhUc7962J2TERtXn4qW7VAeA,"Mega Mall Batam, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia","restaurant,point_of_interest,food,establishment",11,4.3
181,D'BROTHERS RESTO & LOUNGE,ChIJA8RjgfmJ2TERTHkKsEXkK0g,"Jl. Mitra Raya No.2, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",19,4.6
182,D'steam Seafood Batam Peranakan Style,ChIJn3sPGlyJ2TERkQ2IGYAjPVM,"Nagoya Garden Phase II blok C no 17, Kp. Seraya, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",43,4.5
183,Golden King Food Court,ChIJJ2azrciJ2TERPJj8ix4bcyg,"526V+M2G, Tanjung Buntung, Bengkong, Batam City, Riau Islands, Indonesia","restaurant,point_of_interest,food,establishment",502,4.4
184,Gorengan Nanggroe Aceh BCM Batam Centre,ChIJxR_2GAOJ2TERSsgvOly_vuY,"Jl. Daeng Perani, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,point_of_interest,food,establishment",43,4.3
185,Setia Budi Restaurant,ChIJU-Q-VOgn2jERkzHm4YVfX18,"Sambau, Nongsa, Batam City, Riau Islands, Indonesia","restaurant,point_of_interest,food,establishment",183,4.2
186,Baresto Cafe,ChIJhTb6KP2I2TERxiTpsdXmLeg,"43H4+VGQ, Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia","restaurant,point_of_interest,food,establishment",23,3.7
187,Riverside Restaurant,ChIJ_2_DtTaF2TER_FSz3vU6xDU,"Kabil, Nongsa, Batam City, Riau Islands 29467, Indonesia","restaurant,point_of_interest,food,establishment",430,4.4
188,Meat House,ChIJYR8kHCqJ2TERig--RTMmp1o,"Komp. Raffles City, Jl. Raja H. Fisabilillah No.6-9, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",841,4.5
189,Ta Wan Restaurant,ChIJEfYF7geJ2TEREKxRENcKB2w,"Grand Batam Mall #03-27, Jl. Pembangunan, Batu Selicin, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",46,4.1
190,Bluefire Seafood Restaurant,ChIJN5NrgSaJ2TERB-qxExzpToo,"Jl. Orchard Boulevard No.19, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",108,4.8
191,Seafood Ikan Bakar 899,ChIJW8YCEAyJ2TER2Ack17WgcXo,"Blk. B Komp. Ruko Bukit Beruntung No.3a, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29411, Indonesia","restaurant,food,point_of_interest,establishment",66,4.4
192,Ikan Bakar Mega Seafood Batam,ChIJaf0IXOiP2TERghD2I2IXS4w,"Mega Legenda 2 Blok G2 No. 09-11, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433, Indonesia","restaurant,food,point_of_interest,establishment",15,4.7
193,Restoran,ChIJ13VwGhGJ2TERY2RvQ5vu4Wk,"Ximilu HK dessert perumahan cluster Daisy blok E20 no 18Batam, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29465, Indonesia","restaurant,food,point_of_interest,establishment",0,0.0
194,Da Jia Chinese Restaurant Best Western,ChIJdYSbD5mP2TERwBjiZJIMdOc,"32JH+PPH, Hotel Best Western Panbil Kabil Nongsa, Jl. Ahmad Yani-Komplek Panbil Industri, Muka Kuning, Sei Beduk, Batam City, Riau Islands 29433, Indonesia","restaurant,food,point_of_interest,establishment",0,0.0
195,Selera Restaurant,ChIJfzT9rd8n2jERofT0ceU09eI,"53WX+976, Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29466, Indonesia","restaurant,food,point_of_interest,establishment",21,4.0
196,Maharaja Curry House,ChIJ90-aqapq1DER0cmt7s7qg84,"Komp. Ruko Palm Spring, Blk. B1 No.3A, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",765,4.4
197,Olive & Co Batam,ChIJ02xPdaGJ2TER-gAE1RZ-KQE,"Jl. Engku Putri Utara, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","cafe,night_club,bar,restaurant,food,point_of_interest,establishment",189,4.5
198,Myoung - Ga Batam,ChIJY3yyEW2J2TERClWdTr4m9z4,"Jl. Raja H. Fisabililah Ruko Trikasa Ekualita Block C no 1 (depan Vihara, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",698,4.4
199,Dae Jang Geum Rosedale,ChIJeSJRYROJ2TERpDicCky1K0U,"Perumahan Rosedale, Jl. Laksamana Bintan, Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia","restaurant,food,point_of_interest,establishment",443,4.4
200,Amazon Seafood,ChIJ6xpxDeQn2jERzrOFfDlRffo,"Sambau, Nongsa, Batam City, Riau Islands 29465, Indonesia","restaurant,food,point_of_interest,establishment",225,4.2
201,Hongti Seafood,ChIJCbimXrWJ2TERiGcOAaFyuNQ,"Komplek Trikarsa Equalita, Blk. E No.01, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau 29432, Indonesia","restaurant,food,point_of_interest,establishment",292,4.5
202,Mie Tarempa Sungai Panas,ChIJ2Xh8Sm2J2TERLQRKzvzZHSw,"Komp. Graha mas, Jl. Laksamana Bintan Komp. Pertokoan Seruni No.10-11, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433, Indonesia","restaurant,food,point_of_interest,establishment",2736,4.4
203,Hikirin Modern Japanese Restaurant,ChIJldFuIBuJ2TERanQ417tz_ks,"Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia","restaurant,food,store,point_of_interest,establishment",241,4.9
204,Abizara Restaurant,ChIJkTXnYOGI2TERmw_1L5sWmvw,"seberang samsat batam centre / samping dispenda, Jl. Raja Isa, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",487,4.2
205,Rumah Makan Jodoh,ChIJmVcGOOeJ2TER_fhFgvW9yFU,"429G+3VR, Jl. Karangetang, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",49,4.5
206,Richeese Factory Mega Mall Batam,ChIJQecFacKJ2TERzaBkTNPUWjE,"Mega Mall Batam, Jl. Engku Putri, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia","restaurant,food,point_of_interest,establishment",260,4.2
207,Jakarta Restaurant & The Courtyard,ChIJ_zh9TXfxaS4RoFJBiBh54Sw,"Jl. Brawijaya Raya No.26, RT.1/RW.2, Kebayoran Baru, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","restaurant,point_of_interest,food,establishment",526,4.7
208,La Brasserie Restaurant,ChIJNx626AH0aS4RlQ5CSlPnxao,"Jalan Jenderal Sudirman Kav 18-20, RT.10/RW.11, Karet Tengsin, Jakarta Pusat, DKI Jakarta, Daerah Khusus Ibukota Jakarta 10220, Indonesia","restaurant,point_of_interest,food,establishment",1500,4.8
209,Animale Restaurant,ChIJE1GvDtn1aS4RLfcz-MionU8,"MD Place 11th Floor Jl Setia Budi Selatan No 7, Setia Budi, RT 5, RT.5/RW.1, Kuningan, Setia Budi, Kuningan, Jakarta, Daerah Khusus Ibukota Jakarta 12910, Indonesia","restaurant,point_of_interest,food,establishment",661,4.6
210,Harum Manis Restaurant,ChIJ4UnlqwL0aS4Rsx3kmKaRK8Y,"Apartemen Pavilion, Retail Arcade, Jl. K.H. Mas Mansyur No.Kav 24, RT.12/RW.11, Karet Tengsin, Jakarta, Daerah Khusus Ibukota Jakarta 10220, Indonesia","restaurant,point_of_interest,food,establishment",1213,4.7
211,Signatures Restaurant,ChIJB9Y8liH0aS4R7Kogy_Nbpt4,"Hotel Indonesia Kempinski Jakarta, Jl. M.H. Thamrin No.1, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","restaurant,point_of_interest,food,establishment",684,4.6
212,Sana Sini Restaurant,ChIJTWtJeiH0aS4RY6h3u6ESq9Q,"Pullman Jakarta Indonesia (Lobby Level, Jl. M.H. Thamrin No.59, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","restaurant,point_of_interest,food,establishment",5437,4.8
