place_id,place_name,place_address,place_category,total_review,ave_rating,lat,long
ChIJRTqROVi_zS0RXivRyOkGwhE,Risa Sentra Medika Hospital,"Jl. Pejanggik No.115, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",hospital,183,3.7,-8.5871674,116.1228137
ChIJCRnjz2u1zS0R2skJiiVgJn4,RSI. S. ANGGORO,"9C55+QM6, Jenggik, Kec. Terara, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83663, Indonesia",hospital,1,5.0,-8.640571,116.4092368
ChIJh3yB1WS_zS0R-VDYJcHiSew,Siloam Hospitals Mataram,"Jl. Majapahit No.10, Pagesangan, Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83115, Indonesia",hospital,707,4.4,-8.5937875,116.0987041
ChIJXWyF-UuwzS0RIC231fgH3kY,Rumah Sakit Umum Praya,"Jl. Basuki Rahmat No.11, Prapen, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83518, Indonesia",hospital,0,0.0,-8.710330899999999,116.2724117
ChIJxW9rJHu_zS0RDSuiPHs19Qs,Ruang Manajemen RS GUM,"Jl. Majapahit No.10, Pagesangan, Kec. Sekarbela, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83115, Indonesia",hospital,1,5.0,-8.593873499999999,116.0987629
ChIJDTrf5Wa4zS0RlOfJGjYntTs,Rumah Sakit Awet Muda,"Nyur Lembang, Narmada, West Lombok Regency, West Nusa Tenggara 83371, Indonesia",hospital,55,3.7,-8.5975147,116.1909677
ChIJm4XMo7NTzC0RVj0EOZ1ZEUk,RSUD PATUH KARYA Lombok Timur,"Jalan Arjanjang, Selebung Ketangga, Keruak, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83672, Indonesia",hospital,5,3.4,-8.768212499999999,116.4833594
ChIJ4bAP8EG_zS0R7f7JoPYj56Q,Biomedika Hospital,"Jl. Bung Karno No.143, Pagutan Bar., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83117, Indonesia",hospital,129,4.2,-8.6052176,116.1135622
ChIJCwAAAAA3zC0Rxsdan93sr_Q,Rumah Sakit Kusta Sepolong,"FHP6+J9H, Suela, Kecamatan Selong, East Lombok Regency, West Nusa Tenggara, Indonesia",hospital,0,0.0,-8.513447,116.560986
ChIJWU6j5lO1zS0RHTMGrFZj1zU,OMNI Hospital Jenggik Silk Town,"998M+HP5, Jenggik, Terara, East Lombok Regency, West Nusa Tenggara 83553, Indonesia",hospital,0,0.0,-8.633607399999999,116.3843469
ChIJASITl1-_zS0R5sz35t8nIv0,Siti Hajar Islamic Hospital,"Jl. Catur Warga No.8B, Mataram Tim., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83126, Indonesia",hospital,230,3.3,-8.5871336,116.1143391
ChIJFbf4i8WuzS0RkIAcqTtoooI,KLINIK HARAPAN PUJUT,"673W+4CV, Sengkol, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",hospital,7,4.4,-8.7971301,116.2960392
ChIJjVy4wHTbzS0Rk6epXu1k8h0,"BPM Bunda Yunita Eka Salisna, Skeb. Bd","J5X5+H83, Jl. Bayangkara, Tanjung, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia",hospital,1,5.0,-8.351955799999999,116.1584917
ChIJHcmlQgCxzS0RLxBK0MTMgpc,RSIA BHUMI BUNDA,"874H+PWC, Praya, Central Lombok Regency, West Nusa Tenggara 83514, Indonesia",hospital,69,3.2,-8.6931757,116.2797723
ChIJhbfBMn7AzS0RkPoYPUkGmp4,RSIA Permata Hati,"Jl. Majapahit No.10C, Kekalik Jaya, Kec. Sekarbela, Kota Mataram, Nusa Tenggara Bar. 83114, Indonesia",hospital,646,4.5,-8.585369,116.087825
ChIJc0rkTAKjzS0Ri9UIzzbTc0c,POSKESDES EYAT MAYANG,"East Sekotong, Lembar, West Lombok Regency, West Nusa Tenggara 83364, Indonesia",hospital,1,5.0,-8.7617092,116.0736553
ChIJV0y3szHBzS0RnlEa-trO6cg,Rumah Sakit Hewan Pendidikan,"Jl. Pariwisata No.47, Gn. Sari, Kec. Gunungsari, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83351, Indonesia",hospital,0,0.0,-8.5410333,116.1009194
ChIJ6cSjYiHJzS0RAdnO4sRMamA,Puskesdes Sesaot,"F65V+8J9, Sesaot, Narmada, West Lombok Regency, West Nusa Tenggara 83371, Indonesia",hospital,1,4.0,-8.541717799999999,116.2441149
ChIJNdJYw5dOzC0R1d-ybdhtn0s,RSIA Kuncup Bunga Selong,"Jl. DR. Cipto Mangun Kusumo No.16, Khusus Kota Selong, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83619, Indonesia",hospital,27,4.7,-8.6567194,116.5273294
ChIJyZMeqFBSzC0RVzYZoGn5OVA,POLINDES MENDANA RAYA,"Jl. Keruak Pancor Km.03 Mendana Raya Timur, Senyiur, Keruak, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83672, Indonesia",hospital,1,1.0,-8.750407599999999,116.4731737
ChIJoyrHKeS2zS0Ra9fbW89Ug08,RUMAH BERSALIN HYRTHADY,"Pagutan, Batukliang, Central Lombok Regency, West Nusa Tenggara 83552, Indonesia",hospital,1,5.0,-8.628643199999999,116.2860982
ChIJc69vcmSrzS0RBGZILQqeU4Q,POLINDES MERTAK,"Kelekuh, Mertak, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",hospital,0,0.0,-8.8848781,116.3627659
ChIJcYeo8QeQyy0ReHBt5C4imtQ,RSUD Provinsi NTB,"Jl. Prabu Rangkasari, Dasan Cermen, Kec. Sandubaya, Kota Mataram, Nusa Tenggara Bar. 84371, Indonesia",hospital,873,4.2,-8.6080776,116.1321419
ChIJA48g1XC1zS0RYUQh4hxjQV8,Mayapada Hospital-Jenggik Silk Town,"998M+HP5, Unnamed Road, Jenggik, Kec. Terara, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83553, Indonesia",hospital,0,0.0,-8.633607399999999,116.3843469
ChIJuZxGqFa0zS0RdD-qXQcRZos,PUSKESMAS PEMBANTU BEBUAK,"Jl. Purbaya No.18, Bebuaq, Kec. Kopang, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83553, Indonesia",hospital,0,0.0,-8.612882899999999,116.3668824
ChIJUxug-xNPzC0RWph0BZQahiQ,POLIKLINIK RAWAT JALAN RSI NAMIRA PANCOR,"9G29+VPG, Unnamed Road, Pancor, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611, Indonesia",hospital,0,0.0,-8.6478041,116.519329
ChIJnwEAAACxzS0Rla3Kg4z1eVg,Rumah Sakit Islam Yatofa,"874H+534, Praya, Central Lombok Regency, West Nusa Tenggara, Indonesia",hospital,0,0.0,-8.694621999999999,116.277708
ChIJT4us4QlJzC0RaUOGFkq7PCA,Polindes Kalijaga Tengah,"CG7R+VM7, Jln. H. Zakaria Fakhrudin, Kalijaga Tengah, Kec. Aikmel, Kabupaten Lombok Timur, Nusa Tenggara Bar., Indonesia",hospital,1,5.0,-8.5853478,116.5416829
ChIJrcgYyPFNzC0RHBgDOEan-l0,POLINDES SENGENGER,"8F5M+XRJ, Jl. Montong Beliak, Sakra Sel., Kec. Sakra, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83671, Indonesia",hospital,0,0.0,-8.6900321,116.4845137
ChIJmcv2BZBPzC0RPPKEg2Plkc0,RS RISA BUNGA,"8GX9+2H8, Unnamed Road, Majidi, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611, Indonesia",hospital,0,0.0,-8.652472999999999,116.5189657
ChIJ_____962zS0Rac7S6WHlzog,Rumah Bersalin Hyrthady,"977J+87M, Pagutan, Batukliang, Central Lombok Regency, West Nusa Tenggara 83552, Indonesia",hospital,0,0.0,-8.6366673,116.2806599
ChIJnbCn-JavzS0R-oH8NxL6FCQ,Rumah sakit international,"57QR+6V5, Sengkol, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",hospital,0,0.0,-8.8119927,116.2922379
ChIJFa6nQEK_zS0REXzdXvytlnw,Regional General Hospital Kota Mataram,"Jl. Bung Karno No.3, Pagesangan Tim., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83127, Indonesia",hospital,491,4.1,-8.5999535,116.1141547
ChIJO0mKRBGxzS0RTS-K6nHMk1M,Rumah Bersalin RosidaHendra,"88HC+2J9, Monggas, Kopang, Central Lombok Regency, West Nusa Tenggara 83553, Indonesia",hospital,0,0.0,-8.6724731,116.3216132
ChIJHcDjYX6_zS0R9MNtFir_3OA,Rumah Sakit Universitas Mataram,"Jl. Majapahit No.62, Kekalik Jaya, Kec. Sekarbela, Kota Mataram, Nusa Tenggara Bar. 83114, Indonesia",hospital,277,4.4,-8.5903513,116.0934423
ChIJ7Z2uAvVJzC0RPzQJXV6VRd4,Sihabuddin.,"CG6R+FVX, Asmalang selatan.desa kalijaga tengah,kecamatan ,Aikmel.kabupaten lombok timur.Nusa tenggara Barat.kode, Kalijaga, Kec. Aikmel, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83653, Indonesia",hospital,2,4.5,-8.588771000000001,116.5422226
ChIJi6FkQFhTzC0RhUSs3LM7aQI,Rumah Bersalin Bu Ida,"6F9H+GHJ, Jerowaru, East Lombok Regency, West Nusa Tenggara 83672, Indonesia",hospital,0,0.0,-8.7811729,116.4788777
ChIJ09O8eg2CeC4RZhUrqRNVVAs,RSI UNISMA,"Jalan, Jalan Mayjen Haryono No.139, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",hospital,848,3.7,-7.9402626,112.6088354
ChIJ57OHGgQp1i0RCLvnB6kFMO4,RSUD Dr. SAIFUL ANWAR MALANG,"Jl. Jaksa Agung Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",hospital,2921,4.5,-7.9723572,112.6314089
ChIJqXg-QZQn1i0RkeUUy_-77CE,RSUD KOTA MALANG,"Jl. Rajasa No.27, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65116, Indonesia",hospital,363,3.8,-8.025603499999999,112.6391301
ChIJ2ecCBzQo1i0R4EOA0v5khhc,Lavalette General Hospital,"Jl. W.R. Supratman No.10, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,1168,4.0,-7.9657547,112.6379207
ChIJpbjAsyYo1i0R-0yfn2NJK0I,Hermina Hospital Tangkubanprahu,"Jl. Tangkuban Perahu No.31-33, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,2255,3.9,-7.9780058,112.624481
ChIJYekliRgo1i0Ruj3eRNZ4JCE,Women & Children's Hospital Mardi Waloeja,"i, Jl. Kauman No.23, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,94,4.0,-7.982996699999999,112.6278261
ChIJ4bTTMeaBeC4RGNJ66vk3ipE,Rumah Sakit Prasetya Husada,"Jl. Raya Ngijo Karangploso No.25, Kendalsari, Ngijo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia",hospital,272,3.4,-7.9047265,112.6086911
ChIJyeHVuDMo1i0RTagzRTqcif4,Rumah Sakit (RS) PTP XXIV - XXV Lavelette Malang,"Jl. W.R. Supratman No.2 A, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,5,5.0,-7.965645500000001,112.6376646
ChIJx2Yg_R6CeC4RpXdwGbTRKAg,Muhammadiyah University Malang Hospital,"Jl. Raya Ngelo Tlogomas No.45, Dusun Rambaan, Landungsari, Kec. Dau, Kota Malang, Jawa Timur 65144, Indonesia",hospital,748,3.8,-7.925789899999999,112.5991661
ChIJP9u2duAp1i0R_uZJ3BtZGuM,Rumah Sakit Universitas Brawijaya,"Jl. Soekarno - Hatta, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",hospital,742,3.6,-7.941227499999999,112.6215363
ChIJhVDztjMo1i0Reco1ZPoMcpA,RSIA MAWAR (Mardi Waloeja Rampal),"Jl. W.R. Supratman No.1, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,218,4.8,-7.964898,112.6352319
ChIJq_dwDHiCeC4RLdnMOAh3YIY,RSU BRIMEDIKA MALANG,"Jl. Mayjend Panjaitan No.176, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",hospital,112,4.8,-7.9530596,112.6192433
ChIJ4yHErJYp1i0RIanyqjffpbs,Persada Hospital,"KOMPLEKS ARAYA BUSSINESS CENTER, Jl. Raden Panji Suroso KAV.II-IV, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",hospital,1377,4.0,-7.934985799999999,112.6502085
ChIJqekZDA8o1i0Rbq5SXgxdmvk,Rumah Sakit Panti Nirmala,"Jl. Kebalen Wetan No.2-8, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134, Indonesia",hospital,789,4.1,-7.994312,112.6340581
ChIJs1LCHnaCeC4RuKOEhiHlCPs,Mother & Child Hospital Candra Gallery,"Jl. Andong No.3, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",hospital,205,4.2,-7.947944999999999,112.619574
ChIJ77s2ySco1i0Rr8ThRcf9cQo,RSIA Puri,"Taman Slamet St No.20, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia",hospital,260,4.6,-7.9744496,112.6218371
ChIJ7VKg-ioo1i0RQupK_7qqOLI,Rumah Sakit Umum Dr Han Sik Liang,"Jl. Simpang Ijen No.3, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,0,0.0,-7.9639918,112.6221109
ChIJmSzbqskp1i0RvQKDa9LxQRI,Rsia Mutiara Bunda,"Jl. Ciujung No.19, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",hospital,168,4.2,-7.953369599999999,112.641043
ChIJrywrYK0p1i0ReRLmywFCJdk,Mother & Child Hospital Puri Bunda,"Jl. Simpang Sulfat Utara No.60 A, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",hospital,670,3.6,-7.9587645,112.6555326
ChIJ1V8OA_WBdy4RJCgPwmFJoOQ,RSI Aisyiyah Malang,"Jl. Sulawesi No.16, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",hospital,1278,4.2,-7.988681,112.6254476
ChIJGZgkdCko1i0RU5avohqjr9s,RSIA Husada Bunda,"Malang No. 2, Jl. Pahlawan Trip, Oro-oro Dowo, Klojen, Malang City, East Java 65112, Indonesia",hospital,197,4.0,-7.968285399999999,112.6228173
ChIJxd5gwaAp1i0RR5L2aK15MEU,Poli Umum dan Poli Spesialis RSIA Muhammadiyah Malang,"Jl. Kyai H. Wahid Hasyim No.26-30, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,7,4.3,-7.9841279,112.6287343
ChIJdStM8Bso1i0RAmtQ_HMrQtY,RS. Panti Waluya Sawahan / RKZ Malang,"Jl. Nusakambangan No.56, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",hospital,316,3.9,-7.986567,112.6249675
ChIJ65BPjx0o1i0R4Rbj0Mmi1DA,Army Hospital Doctor Soepraoen,"Jl. S. Supriadi No.22, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65112, Indonesia",hospital,857,4.0,-7.989864000000001,112.6204795
ChIJ-yWXhy0o1i0RP_Tbkrd9wP4,Rumah Sakit Umum Dokter Saiful Anwar,"Jl. Jaksa Agung Suprapto No.2, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur, Indonesia",hospital,0,0.0,-7.964576199999999,112.6317045
ChIJdbSRlpgn1i0ReL-VNyC7gm4,IGD RSIA REFA HUSADA,"Tlogowaru, Kedungkandang, Malang City, East Java 65132, Indonesia",hospital,9,4.3,-8.035758800000002,112.6426445
ChIJq58Rxx0o1i0RmnLfiExRiOs,Rumah Bersalin (RB) Soerodjo,"JL. S.Soepriad, No 39, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65139, Indonesia",hospital,0,0.0,-7.988656,112.621856
ChIJpX1euB4p1i0R8x-T0CMdcSM,Poliklinik Hemodialisa Rumah Sakit Tk. II dr.Soepraoen Malang,"2J5C+W6J, Sukun, Malang City, East Java 65147, Indonesia",hospital,2,5.0,-7.9901595,112.6205187
ChIJRdCMQMMp1i0R7dTrlutSVh4,RSIA Permata Hati Malang,"Jl. Danau Toba, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia",hospital,51,4.4,-7.9797897,112.6606777
ChIJFdTkNAIp1i0RSUIOhRIvcoU,RSIA Melati Husada,"Kawi St No.32, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia",hospital,1507,5.0,-7.9761054,112.6213605
ChIJM8aLUuIo1i0R0TFU4HN6jWM,Rs Asrikaton Bamban,"Jl. Raya Bamban No.28, Meduran, Asrikaton, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia",hospital,2,5.0,-7.962323799999999,112.6827402
ChIJBysQFP-DeC4RSnCEgLcAmgU,Rumah Dinas RS dr. Soepraoen,"2J69+XWM, Jl. S. Supriadi, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",hospital,0,0.0,-7.9875372,112.6197891
ChIJXytGw-cp1i0RkwrMbaoNyTg,Poli BPJS RS Persada,"Perumahan araya, Jl. Raya Blimbing Indah, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",hospital,7,3.4,-7.9345667,112.6507965
ChIJcyArmtgp1i0RiKMP6aWGrF4,Lobby Graha Puspa Husada RSSA,"Jl. Attorney General Suprapto No. 2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,3,3.7,-7.9713164,112.6323738
ChIJG-pLhDwp1i0R-wVHLEOAvPA,HCU INCOVIT RSSA Malang,"Jl. Attorney General Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,0,0.0,-7.971329399999998,112.632252
ChIJCV2Y8d0p1i0RMZ16Ex3jHtI,RS BHIRAWA BHAKTI,"Jl. Panglima Sudirman No.D-9A, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia",hospital,134,3.8,-7.975901200000001,112.6389057
ChIJrU07skcp1i0RBbVf7duemnE,Poli Rawat Jalan RSIA Melati Husada,"Taman Slamet St No.16, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia",hospital,77,4.6,-7.976090999999999,112.6212918
ChIJDzEzez0o1i0REqhZsZOcUy0,Rumah Bersalin (RB) NU Mubarot,"Jl. Aries Munandar No.19/21, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,0,0.0,-7.9812718,112.6340206
ChIJ57ytTTko1i0R6gOluqKPSp0,Denkesyah Malang,"Jl. Panglima Sudirman No.D-9A, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia",hospital,12,4.2,-7.975901200000001,112.6389056
ChIJr4wasxUp1i0RVs7naF4ALXE,RSIA Melati Children Hospital,"Jl. Suropati No.12, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,486,4.9,-7.975468900000001,112.634609
ChIJnxElVmco1i0RcQ6Jmym1zLo,RSB Permata Hati,"Jl. Danau Toba No.16 - 18, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia",hospital,14,3.4,-7.979924499999998,112.6608274
ChIJhYRLtckp1i0RqpNAFNPIZxA,Rumah Sakit Bedah dr Benggol,"Jl. Ciliwung No.20-22, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",hospital,23,4.4,-7.953353700000001,112.6420863
ChIJL--0Sjso1i0RDellRpi7ze4,CAPD Center RSSA Malang,"Jl. Belakang RSU No.9A, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,2,5.0,-7.975514199999999,112.6317936
ChIJl1rQocwp1i0RhGDwljUuWLc,Rumah Sakit LPK Malang,"Jl. Asahan No.7, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",hospital,0,0.0,-7.959889,112.637519
ChIJGwOmNlkp1i0R6zHGF4imaAo,Loby Utama Rs Lavalet Malang,"2JMP+PXV, Unnamed Road, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,0,0.0,-7.9656397,112.6374068
ChIJa0_c7Kcp1i0RPJJa5LUalyw,RS. ENGGAL DANGAN,"Jl. Raya Bamban No.28, Meduran, Asrikaton, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia",hospital,59,4.5,-7.961642800000001,112.6827801
ChIJdcsqcHcp1i0RDU1wbYwLLBw,Rumah Sakit Umum Harapan Keluarga,"2MJ9+R2Q, Keduyo, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia",hospital,0,0.0,-7.967920700000001,112.6676082
ChIJKRJ4DXsp1i0RRcGVlOj3gv0,BKIA RS PANTI WALUYA SAWAHAN RKZ,"Jl. Yulius Usman No.49, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",hospital,0,0.0,-7.985436399999999,112.6250345
ChIJYc6GuBUp1i0RZ7K24qeP1pk,ICU Rs Panti Waluya Malang,"Jl. Nusakambangan No.56, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",hospital,0,0.0,-7.987102999999999,112.624778
ChIJr1lJAzAo1i0Re_o1PmcHd-s,Kkp Rsa Malang,"2JHJ+JR3, Klojen, Malang City, East Java 65111, Indonesia",hospital,4,1.0,-7.970996,112.6320582
ChIJeSDuATAo1i0RVS0RwH7v5mE,IGD RSSA,"Jl. Jaksa Agung Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,56,3.2,-7.9723572,112.6314089
ChIJTTFVqDoo1i0RNEEehg3BT7s,OK PJT RSSA,"Jl. Jaksa Agung Suprapto No.20, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,2,5.0,-7.971526000000001,112.6321025
ChIJi0Sv04wp1i0RPKcXDYPE5H0,RS.sahabat,"3J4R+VP6, Jl. Raya Surabaya - Malang, Suwayuwo, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",hospital,0,0.0,-7.942841199999999,112.6417717
ChIJfzwN5kEo1i0RRxGPLV7e7Jw,Rumah Bersalin Rindam V Brawijaya,"2J9X+VCC, JL. Kalimosodo, Jodipan, Kedungkandang, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65137, Indonesia",hospital,1,4.0,-7.9803048,112.648506
ChIJpUXkEyco1i0R7iY0xBZE7ys,Poli Dokter Spesialis Melati Husada,"Taman Slamet St No.30, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia",hospital,198,4.8,-7.9757883,112.621565
ChIJa3H32mMp1i0RBKnLLsZ_Q7s,Gedung Pemeriksaan Gigi Rumah Sakit Universitas Brawijaya,"3J5C+GR6, Jatimulyo, Lowokwaru, Malang City, East Java 65141, Indonesia",hospital,2,5.0,-7.941208,112.6220134
ChIJ1UhKcqAp1i0RDpjPWpLvhrg,"Praktek BPJS Kesh. dr.Bambang Prijadi, MS","Jl. Danau Bratan Raya H2A-46, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia",hospital,0,0.0,-7.977105099999999,112.6647985
ChIJC3Ixgksp1i0RqTCu7Vtk-4s,Poli Hemodialisa,"Jl. Tumenggung Suryo No.1, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia",hospital,2,4.5,-7.9655699,112.6383436
ChIJp33uHDAo1i0R6oPXhEL1PlQ,PMI RSSA,"2JHJ+JRV, Jl. Jaksa Agung Suprapto, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,3,4.7,-7.9708795,112.6320378
ChIJLZdWVKgp1i0Rvo0PAEWRZKQ,Trapisi Agus Kuswanto Seorang Trapisi Kariawan Nuansafajar Yang Bersertifikat.,"Jl. Panglima Sudirman Utara No.73, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",hospital,0,0.0,-7.968863199999999,112.6373276
ChIJk3WB_xgo1i0Ru_ot9BGiozA,Igd,"Jl. Kyai H. Wahid Hasyim No.100, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",hospital,0,0.0,-7.9844014,112.6287598
ChIJn7WK4scxMTARUJgAOomUDf8,Murni Teguh Memorial Hospital,"Jl. Jawa No.2, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20231, Indonesia",hospital,1751,3.9,3.5907419,98.6815369
ChIJrzTaWrExMTARUWyjDBsmPDc,Deli General Hospital,"Jl. Merbabu No.18, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia",hospital,94,3.5,3.585829,98.688346
ChIJt7LME6IlMTARVVnxKzFi9vM,General Hospital H. Adam Malik,"Jl. Bunga Lau No.17, Kemenangan Tani, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20136, Indonesia",hospital,837,2.9,3.5184086,98.608638
ChIJi7d38C8uMTARSTz6YTZ3DTY,Advent Hospital Medan,"Jl. Gatot Subroto No.Km 4, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia",hospital,480,4.0,3.5895533,98.6498394
ChIJU9xy_tgvMTARNuIFxbrXTFo,Rumah Sakit Universitas Sumatera Utara,"Jl. Dr. Mansyur No.66, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia",hospital,333,3.1,3.56782,98.657399
ChIJGTd1HCgwMTARzJHa7-ME5aU,Siti Hajar Hospital,"Jl. Jamin Ginting No.2, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia",hospital,240,3.2,3.5713727,98.6604368
ChIJHRgHX9YxMTAR6MJ7tBN2VYY,Sarah Hospital,"Jl. Baja Raya No.10, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia",hospital,135,3.9,3.587030999999999,98.6630528
ChIJLQwkUskxMTARk1DLc7M-Y5E,Columbia Asia Hospital Medan,"Jl. Listrik No.2A, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia",hospital,2855,4.6,3.585727,98.6768429
ChIJ_f4aCFYwMTAR5Ut4-_w7pjk,RSU Madani,"Jl. Arief Rahman Hakim No.168, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia",hospital,500,3.5,3.5749163,98.7032209
ChIJt090XOMxMTARcKLRJTN2dag,RSU Sufina Aziz,"Jl. Karya Baru No.1, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia",hospital,170,4.2,3.6167141,98.6630071
ChIJ5R-7OzIuMTARcyI0yDhr0FY,Bunda Thamrin Hospital,"Jl. Sei Batang Hari No.28-30-42, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20112, Indonesia",hospital,513,3.6,3.5853127,98.6514487
