,name,place_id,formatted_address,types,user_ratings_total,rating,lat,long,latlong
255,Pemadam kebakaran,ChIJM2LsPQt5zi0RR9upaNdVZFE,"P7W5+6R6, Kayangan, North Lombok Regency, West Nusa Tenggara, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-8.2543244,116.2595312,"-8.2543244,116.2595312"
256,Satpol PP dan Pemadam Kebakaran,ChIJMwJ1qTHbzS0RtTD5BheoTfg,"J5V5+2CP, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","local_government_office,point_of_interest,establishment",0,0.0,-8.3574249,116.1585636,"-8.3574249,116.1585636"
257,Pos PEMADAM KEBAKARAN Kec. Pringgabaya,ChIJubRpPutHzC0RlJUBkEil0WE,"CJQJ+J7V, Batuyang, Pringgabaya, East Lombok Regency, West Nusa Tenggara 83654, Indonesia","fire_station,point_of_interest,establishment",1,5.0,-8.560889999999999,116.630688,"-8.56089,116.630688"
258,Pemadam kebakaran,ChIJ720NKV-_zS0RgGYV0eB_i3Q,"Jl. Bung Hatta No. 2Cilinaya, Cakranegara, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83127, Indonesia","fire_station,point_of_interest,establishment",4,3.5,-8.5880631,116.1178246,"-8.5880631,116.1178246"
259,Damkar Bayan,ChIJvQcOpyiBzi0RFY1JBoWJsL0,"QCC9+CX, Anyar, Bayan, North Lombok Regency, West Nusa Tenggara 83354, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-8.2288538,116.4198886,"-8.2288538,116.4198886"
260,Dinas Pemadam Kebakaran Kota Mataram,ChIJu1_0cQe_zS0R_fy3sKzfKHE,"Komplek Kantor Pemerintahan, Jalan Lingkar Selatan, Jempong Baru, Mataram, Jempong Baru, Kec. Sekarbela, Kota Mataram, Nusa Tenggara Bar. 83361, Indonesia","fire_station,point_of_interest,establishment",3,4.3,-8.619532399999999,116.0831791,"-8.6195324,116.0831791"
261,UMK PRINGGABAYA,ChIJy-9IDqpJzC0RsislGaANPJw,"9G88+R3X, Jalan Raya, East Sukamulia, Sukamulia, East Lombok Regency, West Nusa Tenggara 83652, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-8.6328406,116.5151798,"-8.6328406,116.5151798"
262,Fire station,ChIJq84mKV-_zS0RWqgshBf_FME,"C469+Q4C, Jl. Terusan Bung Hatta, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83127, Indonesia","fire_station,point_of_interest,establishment",7,4.1,-8.588070499999999,116.117761,"-8.5880705,116.117761"
263,Pemadam Kebakaran,ChIJ1XVow1VJzC0RVWuzHEfHJrc,"9G88+X64, East Sukamulia, Sukamulia, East Lombok Regency, West Nusa Tenggara 83652, Indonesia","point_of_interest,establishment",17,4.7,-8.632605,116.5155931,"-8.632605,116.5155931"
264,PMK Kota Mataram,ChIJH7ooLF-_zS0Rr7hKklVGrak,"C469+V45, Bar., Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83122, Indonesia","fire_station,point_of_interest,establishment",3,4.7,-8.5878552,116.1178675,"-8.5878552,116.1178675"
265,Pos Pemadam Kebakaran Kab. LOTIM.,ChIJVVVVVVU2zC0RHDwDxGn61nk,"FHP6+J9H, Jl. Jurusan, Sukamuli, Kec. Suela, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83653, Indonesia","point_of_interest,establishment",0,0.0,-8.5134471,116.5609857,"-8.5134471,116.5609857"
266,Pemadam Kebakaran Kota Malang,ChIJR9VDJgUo1i0RdFJnPkxArqM,"Jl. Bingkil No.1, Ciptomulyo, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia","fire_station,point_of_interest,establishment",130,4.7,-7.992795200000001,112.6287802,"-7.9927952,112.6287802"
267,Mako Pemadam Kebakaran Kabupaten Malang,ChIJJ3LQlhco1i0RooStqWglu5I,"2J8M+J58, Kiduldalem, Klojen, Malang City, East Java 65119, Indonesia","local_government_office,point_of_interest,establishment",9,4.9,-7.9834707,112.6329297,"-7.9834707,112.6329297"
268,Dinas Pemadam Kebakaran Dan Penyelamatan Kota Medan,ChIJpVi35s8xMTARTWfRvx5NRCo,"HMQC+RG2, Jl. Candi Borobudur No.2, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20149, Indonesia","fire_station,point_of_interest,establishment",25,4.9,3.589505,98.671447,"3.589505,98.671447"
269,Kantor Pemadam Kebakaran Laucih Medan Tuntungan,ChIJOXovHUAlMTARELWjVt3V-Gs,"GJ79+MX7, Kemenangan Tani, Medan Tuntungan, Medan City, North Sumatra 20135, Indonesia","fire_station,point_of_interest,establishment",3,5.0,3.5141645,98.6199314,"3.5141645,98.6199314"
270,Dinas Pencehahan dan Pemadam Kebakaran,ChIJi0Qj2XUlMTARcrYSHWqsihw,"GJ79+MX8, Kemenangan Tani, Medan Tuntungan, Medan City, North Sumatra 20135, Indonesia","fire_station,point_of_interest,establishment",1,5.0,3.5141218,98.6199627,"3.5141218,98.6199627"
271,Dinas Pemadam Kebakaran Dan Penyelamatan UPT Wilayah KIM (Utara),ChIJFZuc_fQzMTARybdthrK6rpA,"Jl. P. Natuna Gg. Kim, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242, Indonesia","point_of_interest,establishment",2,5.0,3.6655218,98.671447,"3.6655218,98.671447"
272,UPT KEBAKARAN WIL III,ChIJneCOsogyMTARqIQvbeyKXnE,"MM8C+7P3, M A B A R, Medan Deli, Medan City, North Sumatra 20242, Indonesia","fire_station,point_of_interest,establishment",2,5.0,3.665626099999999,98.671803,"3.6656261,98.671803"
273,Pratama Mandiri. CV,ChIJzwSCQuQxMTAR6QaX5w0P0l0,"JL. T. Amir Hamzah, No. 18A, Sei Agul, Kec. Medan Bar., Kota Medan, Sumatera Utara 20117, Indonesia","fire_station,point_of_interest,establishment",0,0.0,3.6073688,98.6668584,"3.6073688,98.6668584"
274,UPT KEBAKARAN WIL IV,ChIJ9XFUiN3NNjARZa0WuZr31FQ,"QMFJ+PVX, Belawan II, Medan Kota Belawan, Medan City, North Sumatra 20411, Indonesia","fire_station,point_of_interest,establishment",2,5.0,3.7743512,98.6822425,"3.7743512,98.6822425"
275,UPT KEBAKARAN WIL II,ChIJycHEKnY6MTAR-CBz6y59AKY,"GPQ9+X4Q, Timbang Deli, Medan Amplas, Medan City, North Sumatra 20148, Indonesia","fire_station,point_of_interest,establishment",1,4.0,3.5399705,98.71785969999999,"3.5399705,98.7178597"
276,Global Service Mandiri. CV,ChIJfwvrVRwuMTARoBCNyzXoSsY,"Jl. T. Amir Hamzah No.6, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20114, Indonesia","fire_station,point_of_interest,establishment",1,5.0,3.6081396,98.6570653,"3.6081396,98.6570653"
277,Fire Department Padang,ChIJQ0Dkzye51C8RiFXduBj55ps,"Jl. Rasuna Said No.56, Jati Baru, Kec. Padang Tim., Kota Padang, Sumatera Barat 25129, Indonesia","fire_station,point_of_interest,establishment",7,4.9,-0.9332053,100.3616166,"-0.9332053,100.3616166"
278,DINAS PEMADAM KEBAKARAN KOTA PADANG POS 1 KURANJI,ChIJdz1wy_u51C8RYgIqVVZjDJo,"Jl. Dr. Moh. Hatta No.113, Ps. Ambacang, Kec. Kuranji, Kota Padang, Sumatera Barat 25176, Indonesia","fire_station,point_of_interest,establishment",2,5.0,-0.9318743,100.4101204,"-0.9318743,100.4101204"
279,Kantor Pemadam Pos 4,ChIJA5nG7Su51C8Rtqm16p6WlVA,"3CX7+5MR, Kuranji, Padang City, West Sumatra 25173, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-0.9020095,100.4141508,"-0.9020095,100.4141508"
280,Posko DamkarSektor 2 padang selatan,ChIJzUsyq9y71C8RlGcPQulb36A,"Sebelah Kantor Camat, Jl. Sutan Syahrir, Mata Air, Kec. Padang Sel., Kota Padang, Sumatera Barat 25121, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-0.9753856999999998,100.3775676,"-0.9753857,100.3775676"
281,Pos 3 Pemadam Kebakaran kec.koto tangah (lubuk buaya),ChIJf1jLTYLB1C8R3jSqGqpj1lI,"58HF+MCJ, Jl. Flamboyan, Lubuk Buaya, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia","fire_station,point_of_interest,establishment",1,5.0,-0.8207824,100.3235207,"-0.8207824,100.3235207"
282,Fire Ground Semen Padang,ChIJuaEeU1e31C8RILds7KZ_qYA,"2FXF+79W, Indarung, Lubuk Kilangan, Padang City, West Sumatra 25168, Indonesia","fire_station,point_of_interest,establishment",1,3.0,-0.9513412,100.4737224,"-0.9513412,100.4737224"
283,Surakarta CITY FIRE DEPARTMENT,ChIJ3Y6shIIWei4RUKYRxiFAD6o,"Jl. Yosodipuro No.162, Mangkubumen, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139, Indonesia","fire_station,point_of_interest,establishment",30,4.6,-7.5606122,110.8082352,"-7.5606122,110.8082352"
284,Kantor Dinas Pemadam Kebakaran,ChIJCyAwhYIWei4RRAGrga3bhLU,"CRQ5+R73, Mangkubumen, Banjarsari, Surakarta City, Central Java 57139, Indonesia","local_government_office,point_of_interest,establishment",4,4.8,-7.560466,110.8081825,"-7.560466,110.8081825"
285,Pemadam Kebakaran Jebres Surakarta ( POS INDUK ),ChIJq6qqqv0Wei4R3vWGiqLWNEU,"Jl. Tentara Pelajar No.5, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126, Indonesia","fire_station,point_of_interest,establishment",22,4.8,-7.5565344,110.847979,"-7.5565344,110.847979"
286,Yogyakarta Fire Station,ChIJ1xXx7GJXei4RtgBp0vDuHc4,"59XR+HQ2, Jl. Ipda Tut Harsono, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165, Indonesia","fire_station,point_of_interest,establishment",29,4.5,-7.8011267,110.3919614,"-7.8011267,110.3919614"
287,POS Pemadam Kebakaran BPBD,ChIJOQy-9j1Yei4Rk9JL0MBj1sc,"Jl. Kyai Mojo No.70C, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244, Indonesia","fire_station,point_of_interest,establishment",9,5.0,-7.782046599999999,110.3550838,"-7.7820466,110.3550838"
288,dinas kebakaran kota yogyakarta,ChIJk_gRuWRXei4Rx9QvEXq3fcw,"59XR+JH4, Muja Muju, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55165, Indonesia","point_of_interest,establishment",4,5.0,-7.800969800000001,110.3913964,"-7.8009698,110.3913964"
289,Pos Pemadam kebakaran UGM,ChIJH7omNVRZei4RH9QExxUnJ7c,"Jl. Colombo Yogyakarta No.3, RW.02, Sagan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia","fire_station,point_of_interest,establishment",4,3.8,-7.7758253,110.379663,"-7.7758253,110.379663"
290,Alat Pemadam Jogja,ChIJkyVhhYNXei4R9_TzbdwiDl0,"Jl. Kapten Laut Samadikun No.4, RT.03/RW.01, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151, Indonesia","point_of_interest,establishment",21,4.7,-7.802822900000001,110.3732358,"-7.8028229,110.3732358"
291,UPT Damkar Sleman,ChIJGUn_cMpYei4Risi7P0GvPs8,"No.3, Beran,, Jl. Candi Gebang, Beran Kidul, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511, Indonesia","fire_station,point_of_interest,establishment",42,5.0,-7.717700900000001,110.3552473,"-7.7177009,110.3552473"
292,PATIGHENI PEMADAM KEBAKARAN,ChIJkYPdCuxXei4RffiZAQBfEi4,"Jl. Sugeng Jeroni No.32, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142, Indonesia","point_of_interest,establishment",13,4.7,-7.812291599999999,110.3529508,"-7.8122916,110.3529508"
293,Alat Pemadam Api Jogja,ChIJn6cxW1NXei4R_VJYws-PO0Q,"Jl. Sugeng Jeroni No.72, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251, Indonesia","point_of_interest,establishment",2,5.0,-7.8118521,110.3499329,"-7.8118521,110.3499329"
294,Bak Tandom Pemadam Kebakaran,ChIJu0CooyNYei4Rn7X9jnyjLuw,"6965+7HR, Jl. Jiagran, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-7.7892613,110.3588781,"-7.7892613,110.3588781"
295,Patigheni,ChIJAXevRj9Yei4Rb4oxeKr4-Rw,"JL. Kricak Kidul, TR 1/ 977RT.41 / RW 09, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242, Indonesia","fire_station,point_of_interest,establishment",0,0.0,-7.778343700000001,110.3585014,"-7.7783437,110.3585014"
