place_id,place_name,place_address,city/regency,image,desc,total_review,ave_rating,amusement_park,aquarium,art_gallery,cafe,church,food,hindu_temple,library,local_government_office,lodging,mosque,museum,natural_feature,park,place_of_worship,restaurant,rv_park,school,shopping_mall,store,travel_agency,zoo
ChIJ3YdqAMC21C8R-6D3iiRDxQI,Lubuk Paraku,"3G34+6RR, Indarung, Lubuk Kilangan, Padang City, West Sumatra 25168, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,212,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJT3gqMge41C8RlPlMCCLpX0I,Pemandian Lubuk Tampuruang,"4CPJ+72R, Jalan, Pasar Ambacang, Kuranji, Padang City, West Sumatra 25175, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,277,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJ_1F_BJSl1C8RYZTvdosJUfg,Air terjun Lubuk Hitam,"WCXJ+6C5, North Teluk Kabung, Bungus Teluk Kabung, Padang City, West Sumatra, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,17,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJGf3TSBrB1C8RMtRg5673UR8,Pasir Jambak Beach,"57FX+RHJ, Jl. Pasir Jambak, Pasie Nan Tigo, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,123,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJIduhBvPG1C8RvL5-3-NLpwQ,Pemandian Lori Lubuk Minturun,"Lubuk Minturun, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,206,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJjxP3BdHG1C8RL6A3P6-IGGo,Bendungan Niagara Koto Pulai,"5935+82C, Koto Panjang Ikua Koto, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,158,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJcRVmd0651C8Re8cvlAEemYE,Museum Adityawarman,"Jl. Diponegoro No.10, Belakang Tangsi, Kec. Padang Bar., Kota Padang, Sumatera Barat 25114, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,3141,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ChIJq6qqSe271C8RQ47Swhf3NEs,Puncak Bukit Gado-gado,"2998+C8J, Unnamed Road, Sel, Air Manis, Padang Selatan, Padang City, West Sumatra 25117, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,219,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJPdKxCsTA1C8RLLKloW1sgZ4,Pantai Tabing Pasir Putih,"Bungo Pasang, Padang, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,560,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ01a-tITB1C8RFGjk3lgYvcI,Jambak Sea Turtle Camp,"Jl. Pasir Jambak, Pasie Nan Tigo, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25173, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,155,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJT9wUesPA1C8RaAgop_R4sTc,Pantai Ujuang Batu,"48PJ+3WG, Pasie Nan Tigo, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,299,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ-UJ8ERa51C8RuJM9hRu2sXk,Pantai Puruih Padang,"3982+Q4Q, Purus, Padang Barat, Padang City, West Sumatra 25115, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,948,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJD0aJPenG1C8RUmQN8nD0_Dg,Pemandian Lumin,"595G+MHH, Lubuk Minturun, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,956,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJZfQrs0DE1C8R43TIOJwBH_s,Lubuk Ngalauan - River Bangek,"692G+XQ9, Balai Gadang, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,75,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJrQXBQU-_1C8RVq_BYWfgZZQ,Taman Muaro Lasak,"39C2+925, Jl. Samudera, Rimbo Kaluang, Kec. Padang Bar., Kota Padang, Sumatera Barat 25115, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,107,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJkWOpoVa_1C8R3c86r627Zrk,Pantai Gajah Padang,"Jl. Gajah III No.14, Air Tawar Bar., Kec. Padang Utara, Kota Padang, Sumatera Barat 25173, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,374,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJGd4hfFjP1C8RjL4WGI4nbTw,Ngungun Saok,"5CWR+978, Lubuk Minturun, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,122,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJFZuPviy51C8Rid90lO19yps,Pantai Cimpago Padang,"3982+995, Jl. Samudera, Purus, Kec. Padang Bar., Kota Padang, Sumatera Barat 25115, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,428,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJjcHCdgm71C8R8m6mxAu6PK0,Taman Nirwana,"Teluk Bayur, Padang Selatan, Padang City, West Sumatra 25227, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,147,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ_VykYZi61C8RLadodbNphDk,Air Terjun Timbulun,"XCHJ+FCG, East Bungus, Bungus Teluk Kabung, Padang City, West Sumatra 25237, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,18,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJhcHu0b7F1C8RpOunWcu_sV0,kawasan wisata sungai bangek,"59P8+QXG, Balai Gadang, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,14,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJyQZxzm251C8RYqw6YsA1cbo,Pantai Kota Padang,"Jl. Olo Ladang No.28, Purus, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,54,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJnSWZtaq-1C8RkHquPAiRQ_M,Sitti hill Nurbaya,"29M2+JC2, Jalan Pabayan, Seberang Palinggam, Padang Selatan, Batang Arau, Kec. Padang Sel., Kota Padang, Sumatera Barat 25134, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,88,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJQTCKd5q71C8RcDIGQCwG7Aw,Batu Malin Kundang,"2947+6RG, Air Manis, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,2182,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJyXzR0rG71C8RmPw82NwCUCA,Bukit Paralayang Air Manis,"Air Manis, Padang Selatan, Padang City, West Sumatra 25117, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,161,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJk6UHkbS31C8R4oKb7INrmZg,Air Terjun Ambun Suri,"3FPM+P34, Limau Manis Selatan, Pauh, Limau Manis Sel., Padang, Kota Padang, Sumatera Barat 25175, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,27,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ5woubOC51C8RqbAxZoBA79s,Pantai Purus Padang,"29V3+28C, Jl. Samudera, Belakang Tangsi, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,66,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJl_MmUNG51C8R6oN7Pu6aiiY,Taplau Pantai Padang,"Jl. Samudera No.66, Olo, Kec. Padang Bar., Kota Padang, Sumatera Barat 25117, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,32,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ4YxnW5G51C8Ruw-q7ylnVR0,Objek Wisata Batang Arau Padang,"29M5+PHF, Jl. Kp. Batu, Batang Arau, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,21,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJC6A2klm51C8R6UNVCnmXpgY,Kelenteng See Hin Kiong,"29Q7+43X, Jl. Kelenteng, Kp. Pd., Kec. Padang Sel., Kota Padang, Sumatera Barat 25134, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,535,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ChIJSxp73v-71C8R2qax07-OjUM,Pasar Siti Nurbaya,"29M2+FG8, Batang Arau, Padang Selatan, Padang City, West Sumatra, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,23,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJnfsJ1imk1C8RWdxMTNgED6o,"Banana River, Padang Kota subdistrict Bungus","V9MP+8MR, Unnamed Road, Tlk. Kabung Sel., Kec. Bungus Tlk. Kabung, Kota Padang, Sumatera Barat 25237, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,497,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJhbTFfBWl1C8RwbO3tT8bpbQ,Pantai Pesona,"WCQ8+W26, North Teluk Kabung, Bungus Teluk Kabung, Padang City, West Sumatra 25237, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,95,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJvzH9GDO51C8RHwY5chxQ2xU,Padang Beach,"Padang Beach, Purus, Padang Barat, Padang City, West Sumatra 25115, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,6341,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ24_CtR7F1C8RjNP6YJYPRgU,Taman Wisata Bukit Bidadari Kasang,"6985+HJ6, Jl. Korong Jambak, Kasang, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,23,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ8xkjjdm41C8R03CQNCOI-us,Masjid Raya Sumatera Barat,"39G6+7XG, Jl. Khatib Sulaiman, Alai Parak Kopi, Kec. Padang Utara, Kota Padang, Sumatera Barat 25173, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,19440,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ChIJd5h7MB631C8R4nS7mV_AenA,Taman Rusa Bukit Atas,"3F2M+JH9, Indarung, Lubuk Kilangan, Padang City, West Sumatra 25168, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,12,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJKSh8_Uy71C8RuFJJeOyuS9A,Pantai Ujuang Kabun padang sumatera barat.,"29C6+53J, Air Manis, Padang Selatan, Padang City, West Sumatra, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,16,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJO4M75APB1C8R8HCBV2g7jZM,Pantai Pinus Tabing,"48PM+62F, Pasie Nan Tigo, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,11,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJgUqtjW271C8RPBSEN5yHIvQ,Pantai Kampoeang Tingga,"Jl. Pantai Air Manis, RT.001/RW.001, Air Manis, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,51,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ6aH13Na71C8REpoi0QzxqtU,Kelok View Teluk Bayur,"Jl. Padang - Bengkulu No.35-37, Tlk. Bayur, Kec. Padang Sel., Kota Padang, Sumatera Barat 25216, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,83,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJz1sCfKi71C8RKwo8AHBUqMU,Marawa Beach Club,"Pantai, Air Manis, Kec. Padang Sel., Kota Padang, Sumatera Barat 25217, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,1205,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ChIJTx3xwOe31C8RPjW3IrKCHCo,Lubuk Mande Rubiah,"4F26+C6J, Lambung Bukit, Pauh, Padang City, West Sumatra 25174, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,80,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJB0CKwbu51C8RHsdYifRIiEI,Siti Nurbaya Bridge,"Jl. Kp. Batu, Batang Arau, Kec. Padang Sel., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,2187,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJ7YOlRD_E1C8RFNJ-L-_7NvM,Air Terjun Lubuak Rantiang,"692G+WP4, Balai Gadang, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJteLJ-_m31C8R991Kg3RwJBw,Guo Kalaluang,"3F4X+7MP, Indarung, Lubuk Kilangan, Padang City, West Sumatra 25168, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,17,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJoRG9PUm_1C8RTtHnTCof61Y,Pantai Universitas Bung Hatta,"38VR+CX7, North Ulak Karang, Padang Utara, Padang City, West Sumatra, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,46,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJj7mkHk651C8R8cspHB3zgkA,Monumen Gempa Padang,"29V4+CHH, Jl. Khairil Anwar, Belakang Tangsi, Kec. Padang Bar., Kota Padang, Sumatera Barat, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,1841,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJT2fusFm51C8RDpT_879cTPU,Gebouw van Padangsche Spaarbank,"Jl. Batang Arau No.5, Kp. Pd., Kec. Padang Bar., Kota Padang, Sumatera Barat 25134, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,168,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJM7hTPjSl1C8Rh6qG8MoljC4,Yangi Beach Cafe,"km.21 Bungus, Jl. Raya Padang - Painan, Bungus Sel., Kec. Bungus Tlk. Kabung, Kota Padang, Sumatera Barat 25242, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,423,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ3cTB_-_G1C8RerW1Abbly2w,Balai Benih Sumatera Barat,"Lubuk Minturun, Koto Tangah, Padang City, West Sumatra 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,193,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJG8BbW4a31C8R27yNQVujAzo,EKOWISATA SUNGKAI GREEN PARK,"3CQV+J34, Lambung Bukit, Pauh, Padang City, West Sumatra 25175, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,20,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJAejW6fDB1C8RzBfHQUpa_Es,Pantai Pasir Jambak,"57FX+V76, Pasir Jambak Beach, Jl. Teratai, Pasie Nan Tigo, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,6,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJBZwlExy71C8Rmeiz-reuLj8,Pantai Nirwana,"Pantai Nirwana, Jl. Raya Padang - Painan, Tlk. Bayur, Kec. Padang Sel., Kota Padang, Sumatera Barat 25227, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,739,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJQdvsM8y61C8RCin2A3OqJIk,Pantai Carolina Bungus (Carolina Beach),"Pantai Carolina, Jl. Padang Painan, Bungus Selatan, Bungus Teluk Kabung, Bungus Sel., Kec. Bungus Tlk. Kabung, Kota Padang, Sumatera Barat 25226, Indonesia",Padang,Belum Ada Foto,Belum Ada Deskripsi,1033,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJsz6nOx6J2TERpqumlxKiWQ8,Welcome To Batam Monument,"Teluk Tering, Batam Kota, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,6450,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ3aAes7Ge2TERBQQy4ZwlDdc,Pulau Tunjuk Batam,"W6R2+FMP, Pulau Tunjuk, Subang Mas, Kota Batam, Kepulauan Riau, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,68,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJqcupb3OL2TER79u33MKwIJ4,Batam Forest Top,"4X93+GMJ, Bukit Harimau, Sekupang, Batam City, Riau Islands 29424, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,107,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJTUflVgSJ2TERjudaONUAje4,Alun Alun Batam Centre,"43H3+CRQ, Jl. Engku Putri, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,5454,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJTdnYyACH2TERA3Px8xnsHEo,Sekilak Beach Tourism Batam,"44RW+XXQ, Batu Besar, Nongsa, Batam City, Riau Islands 29466, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,258,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJw4K4AHOL2TERj1oBk_-OzUc,Tebing Langit Bukit Dangas Sekupang,"4X92+9R2, Jl. Ir. Sutami, Tj. Pinggir, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,1061,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ60IdF7OJ2TERSozUeGrpLeE,Mega Wisata Ocarina Batam,"Sadai, Bengkong, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,3293,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJa3RshOSK2TERiR5sa0u36oo,Tangga 1000 Taman Habibie,"4WVX+W8V, Tanjung Pinggir, Sekupang, Batam City, Riau Islands, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,318,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJVeR8DvWJ2TERYNd3RzKZQq0,Wisata Alam Mangrove Pandang Tak Jemu,"Kampung tua bakau serip pantai, Jl. Hang Lekiu No.KM.4, RT.02/RW.10, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,125,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJhabkuGeM2TER_kmoCXKfZp8,Mata Kucing Jungle Tour and Mini Zoo,"Jl. Taman Bukit Golf, Tj. Riau,, Kibing, Sekupang, Batam City, Riau Islands 29424, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,724,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJw91KZLOL2TEReik6P0BEx18,Cipta Land Beach,"Jl. Tiban Utara, Patam Lestari, Kec. Sekupang, Kota Batam, Kepulauan Riau, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,823,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJp5TbSOuJ2TER_p5zbtDLG5g,TAMAN DANG ANOM BATAM,"42CC+97M, Jl. Sudirman, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,149,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ3ceWrMiJ2TERxh7RMUlrwuY,Taman Pantai Golden Prawn,"526V+22Q, Unnamed Rd, Tj. Buntung, Bengkong, Tj. Buntung, Batam, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,208,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ChIJ4-qY9QCT2TERJrFdsHP8c08,Citra Kebun Wisata,"2XG2+3G4, citra kebun wisata, Lekop River, Sagulung, Batam City, Riau Islands 29472, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,230,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJkSnqwGyI2TER0d8h22BlcuQ,Desa Wisata Kampung Terih,"Kampung Tua Terih Jl. Ketapang, Sambau, Nongsa, Batam City, Riau Islands 29465, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,462,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJhZB2f8aJ2TER3V1G1_40FKM,THE ILLUSION,"Golden city blok K no 4-5-6 batam, Tj. Buntung, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,445,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ChIJTb3ZC72J2TERgj2kd24hXtg,Bukit Senyum,"5247+H76, Kampung Seraya, Batu Ampar, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,63,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJXS5kiNSL2TER1IV63R5Sa0o,Pura Agung Amerta Bhuana,"Jl. Gajah Mada No.3, sei Ladi, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,244,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ChIJE9KlWVeN2TER1ygAu3m5GOs,Puncak Beliung,"3WXR+6FW, Tanjung Riau, Sekupang, Batam City, Riau Islands 29425, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,88,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJnSXALOCI2TERz4kVguyJEQc,Bukit Clara (Clara Hill),"43C3+VMJ, Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,77,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJSeATtzuL2TERYlC32pyRRkg,"TANGGA SERIBU, SEKUPANG","4WWX+26C, Tanjung Pinggir, Sekupang, Batam City, Riau Islands 29425, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,443,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJtVwPf16g2TERCVgMoq17Ymo,Pelabuhan Sembulang,"R7W6+43C, Sembulang, Galang, Batam City, Riau Islands 29481, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,257,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJ6U7cNg-R2TERzOqeSTjeoBI,Dendang Melayu,"X2MR+R43, Tembesi, Sagulung, Batam City, Riau Islands 29472, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,1728,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJbb0082In2jERskfxnCGHx78,Pantai Bahagia,"53VV+FR9, Unnamed Road, Sambau, Nongsa, Batam City, Riau Islands, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,227,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChIJIbxJ4sWJ2TERYLGItAq6N4E,Miniature House Indonesia,"526R+RCG, Tanjung Buntung, Bengkong, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,1277,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
