place_id,place_name,place_address,city/regency,image,desc,total_review,ave_rating,art_gallery,bakery,bar,cafe,clothing_store,electronics_store,food,gym,health,home_goods_store,lodging,night_club,park,parking,real_estate_agency,restaurant,shopping_mall,spa,store,travel_agency
ChIJI3lje4wn2jERJo_Abfxfzks,Montigo Resorts,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,2482,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJZQLWqnUo2jERcHesHmuS63I,Nongsa Point Marina & Resort,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29466, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,2453,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ977-IoCJ2TER067pDPyKWSc,Cardinal Lucky Star Hotel,"Komplek Lucky Estate Blok B No.51, Jl. Pembangunan, Batu Selicin, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,215,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ14u1lyOK2TERDUsqeZh8Zx0,M - One Hotel Harbour Bay,"5X3X+JMP, Harbour Bay Downtown, Jl. Duyung, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29453, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,582,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNy4-j4eJ2TERKIzueOfJSi0,PARAGON@Nagoya HOTEL,"Jl. Komp. Business Centre No.4, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,382,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJP9ZsFYiJ2TERd_m-XMy9aPE,Barelang Hotel,"Batam Plaza Blok E No 7-11, Nagoya, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,601,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJUyIWyeOI2TER2yB9Y_NtN-k,Wisma Batam,"43G4+7QR, Batam Centre, Jl. Engku Putri, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,580,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJpyvp6zqJ2TERwLYwrkwAoDI,AVAVA EXPRESS,"Jl. Nagoya Hill, Superblock, Blok R 3 No.8-10, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,11,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJg5D5x4aJ2TERPLr7w1XHQQg,Ramayana Hotel,"Ramayana, Jl. Pembangunan No.2, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,476,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ-z6HlCKJ2TERDtiMFMsv7s0,Grand Eska Hotel & Suites,"Jl. Prambanan No.1, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,55,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ChIJh_wAmYeJ2TERIvs8jT60_y0,HOTEL INSTAR & INSTAR KOPITIAM,"42W5+C8V, Jl. Komp. Bumi Indah No.33-35, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,441,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJJbZgooeJ2TERhVEAjYIcldk,Nagoya Inn,"Komplek Bumi Indah Blok 3 no. 20, Nagoya, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,94,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJmYYGnnQo2jERO3SEojdUOBI,Turi Beach Resort,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,3035,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNzcfn6OJ2TERio1ooRNO6r4,Sharon Square,"Komp. Mega Cipta Sejati, Jl. Pelarayan Batam No.11, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,168,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJM9febmyJ2TERJWmwpaUUPQs,Green Rose Hotel,"Panas River, Batam Kota, Batam City, Riau Islands 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,308,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ3____0qJ2TERBiBW_nE1vr8,Radisson Golf & Convention Center Batam,"Jl. Sudirman, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,3376,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ1e4GlhqN2TERgfvJK0pyuAM,D'Merlion Hotel,"Perum...Merlion square blokA/7 jl.Marina city Yg, Tj. Uncang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29425, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,872,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ5Q72FXyJ2TERhYjnhKyfFR4,De Best Hotel,"Komplek Penuin Center Blok OE No. 3-6, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,375,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ97X_iCOK2TERu-u-dsdnlPY,Nine Days Hotel,"Ruko Harbour Bay, Jl. Duyung No.3-5, Sei Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29433, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,92,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ01C59imK2TERm2_F81qmQXU,Hans Inn,"Jl. Imam Bonjol-Komplek Nagoya Newtown No.1-3, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,409,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJL0Lf-IKI2TERYPsZCwN544M,Sky-Inn Express Hotel,"Buana Vista Indah 1 Blok K No.100, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29465, Indonesia",Batam,Belum Ada Foto,Belum Ada Deskripsi,848,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJB9Y8liH0aS4RemVuMOm5PFA,Hotel Indonesia Kempinski Jakarta,"Jl. M.H. Thamrin No.1, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,18807,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJe79zLDn1aS4R4XtQhUIrC3M,101 Urban Jakarta Kelapa Gading,"Jl. Boulevard Bukit Gading Raya No.15, RT.15/RW.3, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4814,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJteiNvaqNaS4RSRmISbFkny4,Harris Hotel Tebet - Jakarta,"Jl. Dr. Saharjo No.191, RT.6/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,6691,4.4,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0
ChIJN3h2akf1aS4R_Z_VRQQmmj0,éL Hotel Royale Jakarta,"Jl. Raya Gading Kirana No.Kav. 1, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4264,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJv4DEUv_yaS4R282z4bRajn4,favehotel PGC Cililitan,"Jl. Mayjen Sutoyo No.76 2 13, RT.2/RW.13, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,11870,4.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJCeBpVm71aS4RpLrbTxe5utE,Sunlake Waterfront Resort & Convention,"Jl. Danau Permai Raya, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,8296,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJBRvvmg_zaS4RcPHle1Sz5bo,Vasaka Hotel Jakarta Managed by Dafam,"Jalan MT Haryono.Kav.10A RW.11 Cipinang Cempedak, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,6792,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ5WVBIcr1aS4RWF8WQ24SQOQ,Dafam Express Jaksa Jakarta,"Jln Jaksa No.27, Kebon Sirih, Menteng, Central Jakarta City, Jakarta 10340, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,661,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ4Xbper_zaS4RGXwLFraiy0o,Hotel Bidakara Jakarta,"Bidakara Medical Center, Jl. Gatot Subroto No.Kav. 71-73, RT.8, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,7450,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJk-ilBAT2aS4RxDDhJCeGm28,Hotel Ciputra Jakarta (Managed by Swiss-Belhotel International),"Letjen S. Parman St No.11, RT.11/RW.1, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,17514,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJpc4JbiX0aS4RrVL0qjT1hzk,Stanley Wahid Hasyim Jakarta,"Jl. K.H. Wahid Hasyim No.65, RW.4, Gondangdia, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10350, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,687,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJqQJDCCaNaS4ROkwK1Ye7TIM,grandkemang Jakarta,"Jl. Kemang Raya No.2 H, RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,5835,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJcVBPRyj0aS4R09YmGmzsk8o,OYO 101 Apple Platinum,"Jl. Kp. Bali X No.17, RT.7 / RW.9, Kp. Bali, Tanah Abang, Jalan Kampung, RT.7/RW.9, Bali X, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,877,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJxb_01Qf2aS4R9kVRRIOVoL4,The Packer Lodge,"Jl. Kemurnian IV No.20-22, RT.15/RW.1, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,509,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ20IiF8cDai4Ra-teCxMd3W8,Zest Airport Jakarta by Swiss-Belhotel International,"Jl. Husein Sastranegara No.Kav. 1, RT.006/RW.007, Benda, Kec. Benda, Kota Tangerang, Banten 15125, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4773,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJG_EnXEnxaS4R0gikKv_y6GM,Fairmont Jakarta,"Jl. Asia Afrika No.8, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,19739,4.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJW5b4Utj1aS4R0cjpgYUQazs,YELLO Harmoni Jakarta,"Hayam Wuruk St No.6, Kebon Kelapa, Gambir, Central Jakarta City, Jakarta 10120, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,5912,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ5SGcuDr0aS4RjqBa13rjQ08,Dreamtel Hotel Jakarta,"Jl. Johar No.17-19, RT.5/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1900,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJJY7j5sr1aS4RltoJiy1KTPM,Oasis Amir Hotel,"Jl. Senen Raya No.135-137, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4102,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ7zBCFQ_zaS4RuzkMoOfzI7E,Harper MT. Haryono,"MT Haryono St No.Kav. 6-7, Cawang, Jatinegara, East Jakarta City, Jakarta 13340, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,13206,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ18wu9LT1aS4RnWDF6r0HdUg,"Holiday Inn Express Jakarta Matraman, an IHG Hotel","Jl. Matraman Raya No.5, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,2449,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJHRzdG_f1aS4RdL-Wb7tQarM,ibis Styles Jakarta Mangga Dua Square,"Jl. Gn. Sahari No.1, Ancol, Kec. Pademangan, Jakarta, Daerah Khusus Ibukota Jakarta 14420, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,7462,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJSYfPq-X1aS4Rd6-S0WPk8B4,Swiss-Belhotel Mangga Besar,"Jl. Kartini Raya No.57, Kartini, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14410, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,6488,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJyaBD2pD1aS4RbYMQmQ8-92Q,Swiss-Belinn Kemayoran,"Complex Spring Hill, Jl. Benyamin Suaeb, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,5563,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJkQK8jQXzaS4RRCitYT_eAos,Sentral Cawang Hotel Jakarta,"Sebelah kantor BNN, Jl. Letjen M.T. Haryono No.9, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,5571,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJqQXW2pPzaS4RgLalJZ_Aeaw,Sofyan Hotel Soepomo,"Jl. Prof. DR. Soepomo SH No.23, RT.3/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,3063,4.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
ChIJ23tA8N31aS4RyMA0DFWoU9E,Simple Hotel Jakarta Wahid Hasyim,"Jl. K.H. Wahid Hasyim No.65, RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,164,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJv3PN-XPxaS4R3mKz6wyjc6M,Sutasoma Hotel,"Jl. Darmawangsa Raya, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,538,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ83G0g6D3aS4RYRUbWHkuh-4,Eightin Hotel Sudirman Jakarta,"Jl. Bend. Jatiluhur No.25, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,672,4.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJiwvwbcH1aS4RWeo5C____EM,U Stay Hotel Mangga Besar,"Jl. Kartini Raya No.64, RW.3, Mangga Besar, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10750, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,2022,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJwYAo3-_1aS4RF7Dd1NaR7TU,d'primahotel ITC Mangga Dua,"Komp. Rukan Pangeran Jayakarta Center Blok E. 1, Jl. Pangeran Jayakarta No.73, RT.3/RW.6, Mangga Dua Sel., Kecamatan Sawah Besar, Daerah Khusus Ibukota Jakarta 10730, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1400,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJKxCvieP1aS4R4B_6W0oR8Vk,Amaris Hotel Mangga Besar,"Jl. Raya Mangga Besar No.7, RT.6/RW.5, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1338,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJSwILTiT2aS4Rbqsd3ZBf3hk,Grand Tropic Suites Hotel Jakarta,"Letjen S. Parman St No.3, RT.12/RW.2, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,3765,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ChIJq5YAEGDxaS4RJpAdMYJQu20,Tendean Residences,"Jl. Kapten Tendean Jl. Wolter Monginsidi No.127, RT.2/RW.2, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,768,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJL34u6GzxaS4Rv00Pd27kLZc,Oak Tree Hotel Jakarta,"Jl. Sampit 5 No.3, RT.1/RW.6, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1212,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJsfKgMQjzaS4Rwdpc9Q-u5XA,Wyndham Casablanca Jakarta,"Jl. Raya Casablanca No.18, RT.4/RW.12, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,2930,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJjR85OFn2aS4RHtjxwRbjDb8,Hotel Bulevar Tanjung Duren Jakarta,"10, Jl. Tanjung Duren Raya No.1, RT.1/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1273,3.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJk1bSLCb0aS4RPSLmbuAT1eQ,Swiss-Belinn Wahid Hasyim,"Jl. K.H. Wahid Hasyim No.135 - 137, RT.9/RW.2, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,847,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJx8dNG5v2aS4RJtKOkulAy6E,N1 Hotel Tanah Abang,"Jl. K.S. Tubun No.3, RT.2/RW.1, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,980,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJY5LKUTX0aS4RZyZYm1S6SUk,Lumire Hotel & Convention Center,"Jl. Senen Raya No.135, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,6698,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJGxfFPeXzaS4RfQzUPK1oqCc,"The Ritz-Carlton Jakarta, Mega Kuningan","Jl. DR. Ide Anak Agung Gde Agung Jl. Mega Kuningan Barat No.1, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,10733,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJn2Eddgr2aS4Rebie-o30yHc,The Jayakarta SP Jakarta Hotel & Spa,"Jalan Hayam Wuruk.126 Glodok, RT.2/RW.6, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4011,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJuWljyL71aS4RfO0n6svviCg,Aston Kemayoran City Hotel,"Jl. HBR Motik No.4, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1268,4.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJYemjeVDxaS4RqODLwYfHbtM,"The Langham, Jakarta","Sudirman Central Business District 8, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,2156,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJezI10NP1aS4RwDz8b6UBovU,Novotel Jakarta Cikini,"Jl. Cikini Raya No.107, RT.10/RW.4, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,3478,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJDbScJQvzaS4Rg0-NLN6m11A,Zodiak MT Haryono Hotel,"Jl. Otista Raya No.60, RT.11/RW.12, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1573,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJM8KQpyn0aS4RicTR2IZaZcI,1O1 URBAN Jakarta Thamrin,"Jl. Taman Kebon Sirih 1 No.3, RT.10/RW.10, Kampung Bali, Tanah Abang, Central Jakarta City, Jakarta 10250, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,4995,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJl_9lWOn1aS4ROV1oXWWqp7g,Novotel Jakarta Mangga Dua Square,"Jl. Gn. Sahari No.1, RW.6, Ancol, Jakarta, Jkt Utara, Daerah Khusus Ibukota Jakarta 14420, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,12017,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ9Rbcszr0aS4RHG28am1wddY,MaxOneHotels.com @ Platinum Hayam Wuruk,"Hayam Wuruk St No.5, RW.2, Gambir, Menteng, Central Jakarta City, Jakarta 10120, Indonesia",Jakarta,Belum Ada Foto,Belum Ada Deskripsi,1449,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
