,Unnamed: 0,name,place_id,formatted_address,types,user_ratings_total,rating,photo_reference
0,0,Sacred Monkey Forest Sanctuary,ChIJZ5sY9kM90i0RVsPvSxZD7LY,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","tourist_attraction,park,point_of_interest,establishment",38207,4.5,"AZose0l9KzohS4J5OGidyX5IrCIGkJC4h-N3iVSk8GNt8yS5RzMZ5qal4hyNKIgKyzEs90OQNpZVeNDrDer5ca0o7wIviYWPr-1aDff-lugs6PZDYba71CJQ1SV9tgHFcR0vI1ExPFTNoGMdEtBuUmnQCyIoeO8bqaLy_4gF9s3XE8uQlDTR,AZose0l5xBzSB_0K10lWgysbMDIAitwKiE36k-naf_-AyiQqvbZ2rYGRUsgx-djTxe9VVaJKeK5LiOGSPhYdeD_1T5TgCLxTZXuUYTqYWhBzTaS1309Q8QvlN79GWEybIeUEr1JRQ4qPixsHxMJP2bTGh-ptTLc8ZzZjzArnLPrZtDwhVrLZ,AZose0lVQUSn1GwYv61dHgmHNBAlLMsjmMjMEWOvth1uWHboANvDK7_U21zPapESaoKs8f1y20Qtot8CQgiGBANW6KF1kTwHjgDuNAiv5KtfyePJedNUJWeqCie0q-4JEVuyAKDCN2p22yRO2TdYzMg9Zb8Nfg5VvNZu1JiCa8dixir8o2RR,AZose0kYZxJ34_X6KKGnwHeuUtF-MiHatF4p_Q0DldVVd3ZOWBgzWi6pmA57ARcx0sxlOehy7qgmqPVgklidvmtgq3ERz9i9PIAPI5LAuva2cuMRWDhePEsxjWSGXh57uEzPzXK1d0jZM6lNAUQMLXEJ3mvJ-M-DzRAqmB8nFjuTx5NAq9ml,AZose0m3yR42TdNHghT5_gaxPfEMkzGXf7ae_HW_ObVi6DTXboGqzKMEg9sWuUlC5ck6QSTKEUCsrOg8aT9vMs3lr2mgQ1aPNAYt17ZIp-5rhUGAsQ9lpKilWxiZRZoj5yw9FsvBgOuGQGR_-em5mWEyDiR_WtFw-KvfR2sp5XMlMmRUs3dC,AZose0lrviLICiY7j0DJsgVPV_US_nEqxv5KEJJR6H6DgkjDo7t89Li6NAMEt4NrSb7_gyHw2pRl8VpDDuqNm_X_Zn0XRKCp-SVD1k1VXR4sPReUpGgosp5GCRwkNZli2HDQ-zNyu3oShxxA98TO5x71TqHwIdZX149iWnDNDwYvEdc3nUJ2,AZose0l47Fmfklv77RPiBUJwc6HeipeqKOPRr0sLy7EIjSNHZ5smBGwBlBXefkOF-bebRD98KnjyV6l7YpMJv4bFJEkJsSr3sPbcf0Roj4uTcZZ53RyeoGZsRFwFmCcc4wDa4uPoZBY8SCoABRv0FS-A9ZhRxXkLmRbVa_qQFXt9lNxfVwaw,AZose0lg5pWmOk7s8bsYWuQbKx7zHAZSu9r1J33c6s4VZPNlBrIJDtFCd2i4QUAkr3zy-VCchV6-ccB5ZlRSvUhSWk_RKDgFMDuUYOpZf-h2JE2DhQ0pDWA2gUbWA-YVISKOlIe0i2jDnK3OotXPcZ84LbTZQxOo4_o2xz4Z-BXqGDpBEueX,AZose0kCqUoQtmpmERzLlkcdsYwFNNk7E1K4UD2bePtpgZ5f5DnDgGuxB55ndHngHV3ANzLeh7wDYMINSTIr4pp25jOyYiLssURYRTuOt2P6mPo27VHmmevSr_qk2mMHmoKBjsHW1YBuauvY3Ty1A9MwoWvYIvqLxj-d4vjqpO1_v6zUtS6T,AZose0msD4I09rOyzEF8CQs4DJBsN26oF3PHJeDnam2amxDnS1Z366A4hsPQz5mvuncVB3couzYbXmumxopqo_0yzVOccHcZ1F1i6Q14PR2qY7n5xOZi80wEiu3imPNpyEdzWiwwH-_JkeC8xvzdsPqrJ5XnoChWAQoGyHISgxAHlWdiG_YS"
1,1,Garuda Wisnu Kencana Cultural Park,ChIJx97hVM9E0i0RUVpPBj5miBk,"Uluwatu St, Ungasan, South Kuta, Badung Regency, Bali 80364, Indonesia","park,tourist_attraction,point_of_interest,establishment",55052,4.5,"AZose0lbKTK650-ocL8EWM78N6Zm00pq9HxeHzyaWmaxKgLGsI0wT3RpdtyvX6vR34Rm_3I35gJ_Kik4MGfW9sGaU_mNTGF_O2QiebqEUBfIhu3TKLhN1Osxxx6Yt1VijhpWZZNN4AEqg-RvcuwF6dKT4M_tX2jD2qyxfSleCtDFWs1NhQdQ,AZose0kQ0cAGzEKlYPbOtcZMAlIJsImwZA0QYGZrbEadTHXVkfxQ6dJ_luB5M5Qg_8SFx-CmsnxSBoHQ0pwQB5b1HU-oSjPFQMssteU65yZTrjNSpQ6GttJDa-AU-42gFt9pRxXbWokj91ObrxWUgfvhn4F1PLY6HLU4CacMUkSnSF6NIwWd,AZose0m9U5dpeoEu2uq1K_GaldE7Eqv0H2GHhJxZLB4T6zBeKSKfjxXm_ZQP_yw34JiAK7mnm73zqsT-Zu17lVFnxo4w89f3hH8WC9GWgEtALYwLvNezCrvHzpROcKW1NdH3i4q8yXh6L4IKX2kk96OqDWwC-HTPFMftslbqccNBhfv3BIlr,AZose0nUCU_nA3lkfvWNsQhUiBVNMpS6DqkZ5skCbZbF6hc9NcxeWrL8e_FuQNUu2uJzc39U8gxfPLVghcYjyzLG_q1AS8FoPSPyctoM_lum_c3zhv0DEx1SgCLN1Bs5a2l6oYmKsNLtOpnwWDzW3nVW3ko4gMzLhRQw83v_l7wa2pqgIo5P,AZose0mLwmmnWkfRUlwmtpK_TMo_XRgRMRIguiQYpFblSc6uX5p40NqA-HW6st9SOxrd7XLSHKCxIlgPWMOfyEmA2gFSOHnCr-rCkvOTtxt_AZWlXkYBpqxBkk-Zwd-mK9B8ZQ_S7sYhbEvpK9KrjiPDuOdT204XgI4sCikVtf0wRmpzX_hc,AZose0lfN_UVLWSq_Auc-51Q3cxvIIWU3eUv21edzYFL8pqGakF9evUO9lbwyPxy0iT79ubhDk0jUgaluuuFSi9DTALk2LD2g6Ziz_l3L76mqsKh2Ag4DsUk8HqjslBop6ME_Szqnlravv8F5q-r28rWP58o8gt_Aye-8O9LSjQDTTyq8rXL,AZose0mHbMorvocPhYxsQCyoYpHijsggBbvtZFoFUGp78-tVAKC-CSVnaJqQ_KcQizIzc23rvLL0Kf-Jm31dpSZh-wvbggyScifWYbq6EnOx0kyGHVcuEVKsDMbYX_kwBzKGg9GmVqnz0qy3ZX43tu3R2o7FqLS7gsGQMzv4oJUnx2o4R2c,AZose0nSWWy2Umwq44lN-HbEfYnkr7Z4QIik-sdvh8UiijTB7DQudRhFob2CRtRuplrJhHGLzkqskPxJ_lJqyjiH7Q4Byzcwef5E2Tj0nJ0Gk5_5T4NTDEEw3gxF_0Pe14aKTnpWm1yIW40J_1x3XCsEXOWa0WaDnysKEwR5TcZnv7ZlVmTH,AZose0m2w53pWcIymNzgqZkBsfj_xBS_TyE_UTWMlOi12JW2jvIzIR8AGDdbLp7rWshyQSOwaVRAYhwhKmcvWYJt2UZoqTqv_3eXR7SScg1154xUeYht_5vBJyux68An-Nm_ASw1sXHB7zkyuK4qBMHZdhIVIjXTTmkMCOwYtN8y1NJr2bVs,AZose0l75tDle_ho8J-2NnujnTxsD_HW68IRS1Ld3RFVZmu46I659vkWplIEjJu8Ijw-VhgGCVUpzfYyS0sAhHoroedSBJ8DgypJgfFNtGABethjEMiI251NmQt2ivFH_EsGyVvaLkFbwsmfcGD2PUs94vc-NSUhVIghCISdZf7ejS2yaSpk"
2,2,Leke Leke Waterfall,ChIJXfZP2tYg0i0RUaM-yoiFiXs,"J5PW+7W7, Antapan, Baturiti, Tabanan Regency, Bali 82191, Indonesia","tourist_attraction,point_of_interest,establishment",1313,4.4,"AZose0ndRPJPAIDu0DAvTnqgu0RztCdrz1KKsr9A-fTxV9Cxk2MkJqqExIeS9S4hLpBNohRbTrA5F3uC2Gkg9WklcoVthYSWXJDGgzD4QVL5XiWJ_gTVUIhxzu6Cc5RhTCNaEma-oQxspN-r0Qc4zc_gplRUfEEuqQj17la-0tokfriVXHI7,AZose0nOBxrV603KvyUGNGSx4Tw6M7y1ViBkkcoa1TxQirYnYw9oInU20gAVvmyKvVxv10OXutFW4Su_AKrYvHmB7cNV3eUyDjRNpaZ3RUzwji-UzpfBdQgGPqCX9GzKCcM4vnuDfDI4jyZcMz5SNTa4vc8m-aDWOlNN8U8P6OtZtvivy-SN,AZose0maqx6HYs8CVc33q5FrLbLMHJn2zGKAAlN7xdCsu-0rsA9yTcS4SlikBTJymCcM6bSIK8E5X_2DeKX3Q0xEe7A2VjpjK3-yrE3xn_M7snKVEVWMgPT-ZH5j54053yOohNKceGjMLxJLsaGMCfVTj-14QK7Z2y3GL98OD1c-rxcJarLr,AZose0mzD-OcNY4cbpIdY4bINtW0JwAMkPEf9k_sl-A_Wqz2ODcEo_YGMnE51M0PMSBfGDHE78yqYglLbJP0Ss7uone4X-GEws9duZKo9tighxWihVPKSSgXqdCaVEkLXQQev1V-m806XcT7fEFETv22SEpUiiirJBQ5nPFcbTGJde9PZsml,AZose0n6Ts_mc2bNzeLv-bjuh--za02KI3mPKvHK1udxtwwgFuGMla0QYbcGRz2cMzy6UiNWkNzmz7cb3M1EKOvLcez2bWjEumbsUoL8OV1EKQ4m0SlSulFkqhrM1RdbtMN5NM-NlVfnKiLZzh96QGfZuIVqVPd08_IZaIrtv3T00sHv72ds,AZose0l0ZXgbbztAUtAHVJPKanXu1BSi1U-0lfoVd0g62Mq7NPVFRty4Bwg1XjI_0QlTGfztGCgreRPtYaDk18lKKZKNvthmFu57WvnYv3ajZS3wc7DSg5suKkWh2avNWnic1n1UWXFhhlFKRQTCdZRdFwvk8f1mbNyCpCaR1eVKpJFdwBoc,AZose0k08uoP-EZPX1HlRTxerX5jGcjbUTEXpauYIMK9NptfzGDF8AQtUZAqn9HVfNabkH1U78HSp-CfgarPpHGUoNX4q9F3yuV_SObQMoal_BnnBqx7O2HsqS6f7rc9d014dSH8CnE8OWYbN86tYQt4uFGzOK3m1gClGoPmORvCZkEFyKzl,AZose0m_bA4XTBXZjj9ejbb9dyFUQ_ZTYuETpgQc6rQzfuEc3lIU1jDbO8ouB7rNVNfNQjcpz1rJRYPtbFXk_96idCpIw0SWeu1co7LBWiB5QZIKxMJCW-NCRfoKl6yA6jj9e-L80Tmh2su_F1OIH5feoYjsQGGQcWFt3w_QJJaAEHgGIgLD,AZose0maqVyOJOClYlc-BKia-PVOUGJa5LkO2XKnUAViUAbsiW0gYdc4JS9hfm9kHH0Nf8GoRpGsxth0yDmuEXhbqQvk38e-RcpfEtNfbBe-5dHyx-rgeyZtkzaHl_ypSO1PGm2SUNcvpbuNThtS3hmWcnqcfVJu0qsMgZoEA9BkNM9eDbYE,AZose0lcrFpSoivSi8HRJzKQeF_sC-8BJ0rGZZSDz3Nw5l9e5Jw8CuuxuzXSS_0MHVf4fYjp1sg_3SEF6FHJCOQoyIHd1UgNK6XKkw0kp6F95v6nnnPGOyd53HxAdXIdliFh-MKeKDV6b5SApgziHk8XdObZKOzXzKZSpGCuSrtrvUqfro8I"
3,3,Kanto Lampo Waterfall,ChIJoQHcmv8X0i0RI6vXSuiyCOo,"Jl. Kaliasem, Beng, Kec. Gianyar, Kabupaten Gianyar, Bali 80513, Indonesia","tourist_attraction,point_of_interest,establishment",1888,4.5,"AZose0kLF8ZkNOfRQAGIZ2NrbIPvpSD942dGxGBBMpgq9gGMg0jDYW0Ij_rZTG51FX9biFfOfMS6-5_t1lqJz-JRPmnf3kDUe39ep561X3YQIZ84Yk0bqBUV6n9Lp-ng2qv0AIUis_BViPdn7L8QC04yRL4Co4dVXrWmzgI41lRGmkstKaTz,AZose0m8L3Eg8tykYYmmGUNcNx5X3BcJP7s4gL4uojLP72Mvt1GpvuzqctTQG0jJsrWQyOfkllPo7dVhxAR9wb-qF_0TSzmBG2EinVeQ-lY9IWWWu25naBHJkgPq9clJopW_VOg4QOQl_JKAUs4ABsJHKPayiUFsqo1HauJJpayr6SujpaYw,AZose0mTfDoQ6shNt6LMFtlUMNOc6y9XFT8OHIm66N23TumfsnQWJ1FCTPmYuW3BSt1FM1ZwG6YvBgxvep_CBn_DwHhP2_7fRMLNtQMYaf4iQYl9F0B2dhDbwW1npCvLdNxz9QcMGA2M295gGMnQy2Rb2kUMIAg3nG3tnOwnjd6fk_v0AZFo,AZose0mYBGMuEIB4Gm4JikO8xJD20b8-Q9AyUq1bvLFp1NYIrs3bYOoqc175FKsN0MoLFBfpqBQRWrCk2oZeBDQnTAWN3Tr7_BO8H1K21tfXn4H7fcA1jkBH6acfLmS6bLlWn9H-_O0lbn5T7lIOnQhIREvcylCFaZbsBHcRNiGFSRo0z7fD,AZose0mRrzZkATJwUxjuqj4G0-Ha8nH3N48uFlNVyc28WJnUsEvh0QQNVsOCmYn5h8s4fNy1IjwkvWiIPaAaLTmHRFoxwLwVilyJcU7EfFCVatb8JNsux5ZihZEKDz4l_WNnYkDbRELEWQhcPX9bQamIRAM65uIsez465GoGzNxWlmTWY54E,AZose0m30FGYQ_rvYo-9kfZqjNWTV1oEf8WTfAdVWVhuFB1kZeHEYg9HbdLPUNUbDIv5ooVAhD2kbjb7a5KMRcjJiv8LH7bRiUPtxZrsI124ct693TU_dc2Y9EThxaxNrsQDhU2O3L9XjFLE74se9xAskT6DFUoT8k-ytHpYG6r1LsX7J28,AZose0myr01bT4H7mqYGdArDhe5PzQeowZ6N7xx8jmRXjpLTn5Z7G_9Y-u6PGSCM4itVF7i6K_qQjxMBz4eqTFAQeOL6u9i72-sNCqVpJuExFO_qf7X7DgKmMOA1T7SPEkJeORaMZCDhOkpHOIp0UFa5q7YJjIIr8vxK-loKt-VfHFtZvIeR,AZose0liQyCKdrioV2NaBDO4Dz02SKi_uAyBOWjxtdgenqv7fLheOEFxxOyg-B6hFr_qieHSHMew8WubfcyoqZ4sgNd09XTeB715oqNIKzBDRuZGq3OcrXJ5VgS4fSz8rVAZjeZIeyS99-31TUhmzhzdFrqbJWhyOIRKvziX4vq_xFSV-Mzn,AZose0n_ybowFh24RjQsc91VZvCBaTaxIJ3K1RvljyT422TEPodc88TS91ty6o42_Ti_4jHMLm6rz1FfVmtbwwt-Vaz8nM9Ln9-FWpUmDJT21EulggqJdI_WLtrhXdNGIe3-fd26wX6vHMepHb0VmMSYyQNFz_aapKdYDbFPPM1kYXO3nwQ-,AZose0m6hu6Ue-D0vRT9Mh96Jy9glIbmphoHixsOe8bxRD-9sIWrb61QHDZ6dlivq-hdBXX-7e12XTgzji1zmB-pNva1k9GdDT2BLCmFylgr9a3k4-Z60Va_EIpR9W8O6-vmnZgugy2Sn6rBnE3DyQdHocgd0KLDaPQ5sg3eeeMnCWb_s1C3"
4,4,Tukad Cepung Waterfall,ChIJQ6ocSKAb0i0RP1CIrkak0ws,"Central parkir waterfall tukad cepung, Jl. Tembuku, Tembuku, Kec. Tembuku, Kabupaten Bangli, Bali 80671, Indonesia","tourist_attraction,point_of_interest,establishment",1924,4.6,"AZose0mz6ZGKvLrTySz_fUDvTnYYiMCM-9VcuIVzYv92JSvLFl631l7snHfROwYOcI3-HkOH7Qnw8V2fGw_Q8p91OBlg4sQGFiYiQT5DWus39969kiF7Wc2W2qQdlj8o4j1J1vgwJYW1_mBRkE_Zc4D3JRMupOpB9ACVmJM4QPLSgJ2j_B3i,AZose0lmSaTMpW3KcnmCMDL1rZOw9O2eO4TqXYCuQaO1jf_y2Va02wPbya15Xw6d2Ie-tYDy5hVYSp1P2l15SKNzpXYdx_yavSpBzcV8AlnWyZgL9Q0L-5__XW5DiogQ_IBiX1XOs77AX-0UFpsPFfML79OCfyIXj3lIE6RoAHMHE34GxMxn,AZose0nL4lLrajduqPofPW2brqsTDbA3zueuG4T-3qqEekjd6WVumVaZPDf39n14TL5jSRATz2wnJFFRCrVi9YZVCZtsVzXT3qk2sNHgbyXJputT12aXMiNlwK96N73jnpCLHlWNmj6fxyfxxMK-hmrksqcTw4JrVdmsYDCF7PuC2LVl4AQ3,AZose0l5cqtdBNQgtAAKyD7mlZD47jNQAXVV1CYqP4Azf-S0nM95u8sf9p2n4fY8oAvSRUDmOjUSK20l_kDUS457YxauuGK1xHjQ7ZAZ1xO82I-J1qzlW9UN88CBbO1_K70xI1gplI6eodP-i3CpnrlkTdAspKFaO6LsDRnkB1tA021GaPx6,AZose0knhlXmKmtQGD2-920u9Pm8hHMCKzXB5pkelJZ06nSI6vK7pI2G9IvETpJf_-K1cEkdf7dlCs_FUwyJCA5UCskbnmDqJG86yvXFgz7N6WewXRCRN7AKGFsps81IdY1ZvmtznGOMkAPJulGAjnaJPI5ioeBkaY_c2jLXKpGJ3oQV6CiU,AZose0lxiLxErVcWlbpd3kBeKUiF7bXDPvYrvadqF65YbC-_1IgxyWezmxiIXAJ7qE2QcH05hQuMWHgnxoOBA6v_UQDUQwXr3elnjUXe4SDlvuCsuMJ-biyKvO-6rFocbCUzAKjlhH469rFj2F0n9LZQ2JVTkp5i-cl0lVoWA9N4U3gzUM9e,AZose0lzXZ_jp7HXlPsICGef4e7yWvn-DenN-D0KbnvozGFrTWfn_NM_M6K_zDWvMH-Yf5nZOgvlYTkVhOTT1GZtmgNIB61tANxWUs46tFAIAtQbz4RqVOtkV2N248Dqvi1yJdLoCDxdRUxsDPAbQvzfawvMkuV5-t_BPZb7e77UqatZVRbL,AZose0mrOUTRfZvaH7f4NAaawkjQkNLZVaYrjttBy5qNjnWnHlF0YJSMjiGXF1qM9FrlkCalyOfzngcxz-z8QCI_4wHhIVFZge3Vp64VsEUbSddc9sEudit6RSy1K67BIaWs1xYS9I3yf7RWAw_EYOZh2ttFM44yHeO55s8RknzjvIyqISvy,AZose0m1xf0Oyi0itwNBxdv7TWcaSmIT9ZNA9DAGUzhFZpY2tFebqJaDpSEuVCKdA2cT7IS2nopXXFuCiArmX9Bgms0Vto80oAo0F1tT58F-ChrLBNnkKJNZ_8BFyjdHjVO2W2auPp3fMGT_EfiRZvasan5KaB7Cl_T3c6mpI5h9Ca_W9aiS,AZose0mR5FsY7Jo_kGH4gNo0a-iOuF8F1ksQYYSQbezg5BOPCV-F62bq2MhTFPmOn52iI2mVihg-2O2ct8OQ_rk_QWcLqShR4kgl0Mi6AA9Rr8bHvDxXBfYv0a-2ubkX0cA6_w9EntZbyjdAQfeVCteMm3WmwF6roof2EwePYAlLN-X8IWK0"
5,5,Uluwatu Temple,ChIJkYHLIPxP0i0RlQTbpxuNuQw,"Pecatu, South Kuta, Badung Regency, Bali, Indonesia","hindu_temple,tourist_attraction,park,place_of_worship,point_of_interest,establishment",31197,4.6,"AZose0lrSVh4seocp4CttDXmwxZ8O-jCopqpj3hBFCaftJva6oRMSwmLUXjF1BsZvalyrrL2rOVG17GHq3W5WY95Y7YpWLEyVmfhFJS1qimRRcS0dQhwfWHzhTdrDG8qgc5ws8EZ_wt9_8PDUpt8LE_rqV2CrSsRV8cfbKickfyDBCRI_Yf-,AZose0nm2og5xOPEK0HYRThdro8vxlpJhOJW69Y8Wo-z69h0cyWyGMZPhPDR5-r_TWtQGUmiEa41yCY6AhnCexBEochNf6WAxgtG25MF3fIzvRrXA7FYkXxOkErHIdlUeq6wyMq-MWkHOUaugEfS7mOZMjdXvDGoaTlBOARHMU_bdj-caDj2,AZose0nbuDAn_qtDsSgRcTowznLy6UoGzx8-tYjz0Z7am3jlYgr46iF2x0SZI9rdLgwZ4u4OC-O5_R9Fd3q1OVJ0YqHQtqhPSMKU-ode7f5mgUw9D7Arm6mbh3_QHGLDwJdbl3Q4JVjZEzmCTP86UT5BdQFCvQYY-3WyKOLKmtmqTo5VTlLz,AZose0mqhRxM8aixO2ZFnCpk6T1aKXP9Wss9asRgB5UoBEl8GHYbO85ziPaD9HaQbdlxMyq_Y04QPE1JlclSRB84UW7a7pBW1-uuMYkr4MOhQPAQDVwZ2jFPlhd9Vz2V0B88d9hVMj4DwTloOBVuQ0_Bcle6WEQ__aZwHICMPxY92HBm-q98,AZose0lMnfYK_wYXCSCyUi815P2Yp4ZJIYq5MImnTZHlqWQvqteGM03__PjD2pKjstY5LxcXimjTv-LLnPXkgiLLg37s9ebxWROwNDpj34oH82OStShpd3tJwHp8I1fe38lG8gp2uuMiuRt9lKoZPfH5U97LiUQNgcFBlpeptjHCQkqMdGLF,AZose0lDjSY3B9U6uzRZ1Gwtb87VEoMsXUbd-gHjnorxu_kF9Hg0-VOuxB6nfJ1ROJIdun9Tyy29pkQOmL-RV3lt2eIcvWeAY2vJqdxkKzGzLYk6JhufjhmvYHriJBu-ASvDPVBmYvO77vfISqSAqXftnXkU2CrgAIm28dlMw6n16yiNDCmI,AZose0l9Yln5X4f5MC3agJn2UgEZHMtG838fJj9YBRbn--20TU7jCdh_xyEL5dYDICcOKMmFLAgG9vzV6jB0hfjGNpPXFmT9LIHC4ciqqzGBPk3FQvPlGNru_tS36KYWaeY9m0U1hEGPRLGp4OIy36BUcbaBSbPPM00Rpi_LfNlw614m5rvX,AZose0nCamE_X0KtiqOlZi-qenDP17DIl3elq72jvfmFOm760JyCeC2BgvFpEuduQei3I5tJl-nOQtlCa0LykR2m_y3vrSEjzYKbCmdao-ZMm5fDFctOxVgcknA2qLclSqX_XTWGTfyWGJu_cWrKe99v933z_H1yzmNiDMXgwBp1fZPzhnIb,AZose0m3Uie4BG9kis92kffdaIQRjoUnRH7WvUzTZJfLC70-HXICmCeTLtVFB9c67Ybg21w_yzB-icdBZ72EQJDNi4KjE6qdHPn23bQ7WQCzoDmybsesFlhHoe3wtyNMPdhacoU3ZibOFkrh5tWuwHy0HRLdbc0JJlX7y_HdqpjJ_xT-RnXp,AZose0mdZbBFud7EWWPs6hKyYgi_RLBGW0Xu7SBuz8-uDFi182Qs4c_bN_HAP0OuK81IZopwX1dYzOmIQByYB8bGR5w5yZ64o7TkloMmgQDkRPnxXwPqiubk1KgfsPlUpbCLibqLadEs9dHNPEsZPh1Qx6HqqRsYBwZxhvtgZKC-lSjMNHaL"
6,6,Daya Tarik Wisata Bedugul,ChIJy52SWnGJ0S0RwgkbkQnE2IA,"Jl. Puncak Mangu No.1, Batunya, Buleleng, Kabupaten Tabanan, Bali 82191, Indonesia","tourist_attraction,point_of_interest,establishment",776,4.6,"AZose0lUwcJ8HXatC8k4AKlubtDaJqzSELC-jI0fc7lSj-i84pX8O5se4ebsXgqYlDSuj0mnSabCUqlFeppqUO-0TpY0e4A6aouaxP07K_c3onD_dqX5b9JfBzsZAkmM4tDKlHQSNS5mYQyJuBYCDvXIs7nj8JC-1NrXPqzh9grEZGEgNTkb,AZose0lT3OXfwaXGcgRfN4a58wFqv_EgFUxYvAsp-GS38YNMMSRkbhUsyxF1i3gEC55sV6f_S_7CQs-k-sLkaw5EJNnGmCmYlut-c42XKlHiTlFBBhKCnca4ecCaX8-CYrGzFjdqPeKFBWg0yQi1VjNs-rc32G5y9kfVxwokZsBThWZAA3Qz,AZose0mlWVptgTtgMWyc_rP0evY34bfYALJ9dA9_FrHDuufkCP3YD_NiMl7ikMsB0aJOeTwl2-gcdwPW_5j0npMeSX7317Z6PDWGvEQpArjbgm3k2ahldjLCQAjf83vxs55FJz7nclPo4etl8WPTK9WO4RqtgEsYtnhA8fGUa3uffcXVYtqY,AZose0lHYTHO_XwRdCioDNxNxsvK2SeubPm7w-2KLmqtNeRlpvUE-baJor3C-Z6ywsxLaJSPd5EhFO-25cgu_JRnUqrcqmQqBfAddigj7xA89Lwli2CRU7CTLI_Zqo3wHDXi6xDeXLBNb7bIiapwE6BynWvvf7sPhnLkWnDJRofLA0UMjKDk,AZose0mScvfe1L7hI5Cu0XojPXMRBcVjnnRZh7Mngr7dcL7N-wljVPyh-6BBDPZv2e6rFQXV4zXapj75B3CrmLCi4liVvsGrtM5Qsop8Itb8sXzAIaYV4Fh6ioeyo2sdMwc5iqIT0YomOd9-mRF2q0-zYt4xI8EqeTLKRipCK3EUwLeqhsUM,AZose0nnoUdFdSeBXzw4jPBOh4sdqm_Sz6FwT0Wn9cpmsaO7_pgWo5oAnCFqZqJZBJxA8LHyCZp0uTY7Ahas-1dGa1xWavlVkHBItQg3UslczgPfiShaXniNJGqMx5oTSAvIiUDFBMbi9jpxOCLRmfOOKR4h6CXsbqiZ5gq_0YDfOpr_rUZG,AZose0nv7bLQ_-6U5B7U-Uj2N9jM2VL4-Q01dpFH9WKX9Qi6CHLn7VRWWRB9otOvmHhF8bgGUIMgJ5WXQXA9mDX3oJzUK47_JFnzZOhE5ZvNl0U2IhgTabnGMEQ6DXGlEHO-hS_uzRMZ-0YHyjYDqDeIX7eXv8ubn1UYumNMuF8t6aWzGmiu,AZose0lY1UoHZy-0p-e_hHdRK2M4ffuCa53z9t769-gigt0HqOT_04oZ2eB3REc9w1TuiyFz760K3przFf6tPtoB8Ex0cp1e9mbjf9uCKHLXrnojIr6RATaFVArzT-negMOJElmj0ST6HlSY6ZXRHcvRG25KuCa28-NXBIvK9oOVl6mAvBlT,AZose0nSG6rDnHfMoE5O2D3bujBod-B9xLa0TN2qMSnR_191FDXuQF2QjZBynU_sbi12Psz-sVABEh_0PuW9seXHpLmlhG0F3Uy03Bry8Qz3YnmW1peTPL_iiAXPcUErIWvAi44kB2uXyhr-0UveSxEx7rfLNO9RZzkLiI5NsWQYM7gliSf5,AZose0neLByYFq1xQM_Rm6v6LBOpDGPpmqcGiDOQUa141pTBTz3zAoPsiQme7n9IRSsGyYTSZvHDmM1ID5_HU2yqrrqT711a09bsJDJRrbprp5M_8Pa8vkwmvpHnjpbJYRXoyj0NI9r5yxyfA4YBFUoClDwQ9TKOhDV40ki3sC_NYL-jPs59"
