,name,place_id,formatted_address,types,user_ratings_total,rating
322,The Hills Hotel Batam,ChIJNVX1_b-O2TER4aguvP37d3I,"Jl. Teuku Umar No.1, Kp. Seraya, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","cafe,spa,lodging,health,restaurant,point_of_interest,food,establishment",660,4.1
323,SP Hotel,ChIJa20Ku7eN2TER7xx4a0ZdP-Y,"Jl. Letjen Suprapto, Kibing, Kec. Sagulung, Kota Batam, Kepulauan Riau 29424, Indonesia","lodging,point_of_interest,establishment",387,4.3
324,"Reotel at Kaina Tower - The Nove, Nuvasa",ChIJT6PBIVon2jERdk-NU8jSp00,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau, Indonesia","lodging,point_of_interest,establishment",2,5.0
325,Batam 1 Hotel,ChIJ-SxbYeqJ2TEREoGyJY-38vc,"komplek sarana wisata batamia, Jl. Komp. Bumi Indah, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",109,4.6
326,Planet Holiday Hotel & Residence,ChIJlxxP4omJ2TERcot1ggvjfYI,"Sei Jodoh, Jl. Raja Ali H., Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",3399,4.5
327,Biz Hotel,ChIJ3-JtbCqK2TERFR3yzkR4ByI,"Komplek Nagoya Newtown Blok T No.15 Jalan Kompleks Nagoya City Walk, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",1325,4.2
328,Hana Hotel,ChIJbaLYJyiK2TERFEbEGLpGeP4,"Komplek Nagoya, BLOK 4, Jl. Komp. Business Centre Jalan Kompleks Business Center No.4, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",554,4.2
329,Batam Harbour Boutique Hotel & Spa,ChIJA1BghCOK2TER9mtcLJ57vxQ,"Komplek Citra Supermall, Blk. H No.20-28, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",294,4.3
330,Asialink Hotel by Prasanthi,ChIJ-_8vSZuJ2TERaZDSXCOKJ3w,"Jl. Sriwijaya No.22, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","bakery,lodging,restaurant,food,point_of_interest,store,establishment",377,4.6
331,OS Hotel Batu Aji Batam,ChIJS_wD3myN2TERnMySf8niDqQ,"Ruko Limanda, Jl. Letjend Suprapto No.1-3, Buliang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29438, Indonesia","lodging,point_of_interest,establishment",180,4.1
332,Blitz Hotel,ChIJrfVj7z6N2TERoHcEf1U4rZU,"Tunas Regency, Komplek Pertokoan Fanindo, Jl. Brigjen Katamso No.Km. 4, Sungai Binti, Kec. Sagulung, Kota Batam, Kepulauan Riau 29439, Indonesia","lodging,point_of_interest,establishment",425,4.1
333,The L Hotel Entertainment,ChIJAb76BYKJ2TEROqdxbRi89Jc,"Jl. Raden Patah No.12, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",318,3.9
334,Queen Victoria Apartment Batam,ChIJwWbzc0GJ2TERavUtTPoYmd0,"Jl. Imperium Superblok, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",199,4.4
335,Panbil Residence Apartment,ChIJK4U9bZSO2TERhFwCOCa5omU,"Jl. Ahmad Yani, Muka Kuning, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","point_of_interest,establishment",63,4.0
336,Woda Villa & Spa,ChIJXyttj7-J2TERUouF5g5r8j4,"Jl. Bengkong Laut, Tj. Buntung, Kec. Bengkong, Kota Batam, Kepulauan Riau 29433, Indonesia","spa,restaurant,food,point_of_interest,establishment",625,4.2
337,The Nagoya Plasa RedPartner,ChIJNVX1_b-O2TERnmFLk_ivIYM,"Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29432, Indonesia","lodging,point_of_interest,establishment",1006,4.1
338,Triniti Hotel Batam,ChIJHR31_lMn2jERXt17R9wTUl8,"Jl. Raja Ali Haji Komp. Boulevard Blok CC 11-18, Kampung Seraya, Batu Ampar, Batam City, Riau Islands 29444, Indonesia","lodging,point_of_interest,establishment",249,3.9
339,RedDoorz Plus @ Simpang Gelael Batam,ChIJQ9_N6hSJ2TERfPVtIQFxaMI,"Komplek Palm Spring, Jl. Laksamana Bintan No.6, RW.8, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",273,4.1
340,MTC Inn,ChIJB_QZleCH2TERuZJJ24bKQHY,"Komplek Mega Techno City Blok AF No.8-11, RT.08/RW.11, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau, Indonesia","lodging,restaurant,food,point_of_interest,establishment",86,4.6
341,Hotel Golden Gate,ChIJM4wKXyuK2TERlywt1DK-pXw,"Selikin Lubuk Bajana Goya, Komplek Ruko Golden Gate Blok F1-3 Jalan Imam Bonjol-Plaza Square Batu, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",409,4.0
342,Batam View Beach Resort,ChIJXdZGVNWO2TERzPBgbuSAPU4,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","tourist_attraction,lodging,point_of_interest,establishment",1451,4.2
343,HJ Inn,ChIJ9UGeLTWH2TER8of3JRbYWe4,"Komplek Mega Techno City Blok AF No. 1-6, RT.08/RW.11, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","lodging,point_of_interest,establishment",23,4.9
344,Best Western Premier Panbil,ChIJYZ0jUZWO2TERb1MpcGYGO0o,"Jl. Ahmad Yani, Muka Kuning, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","lodging,point_of_interest,establishment",4324,4.6
345,HARRIS Resort Waterfront Batam,ChIJLUHO7oSJ2TERMr4TJMX0ze4,"Waterfront City, Jl.KH.Ahmad Dahlan No.1, Tj. Riau, Kec. Sekupang, Kota Batam, Kepulauan Riau 29422, Indonesia","gym,spa,lodging,bar,restaurant,food,health,point_of_interest,establishment",2840,4.4
346,Hotel ZIA Boutique - Batam,ChIJZc62aHOJ2TERkMhE24tiuX0,"Komplek Inti, Jl. Laksamana Bintan No.109, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29433, Indonesia","spa,lodging,cafe,restaurant,food,point_of_interest,establishment",836,4.2
347,Beverly Inn,ChIJS5yrYJCJ2TER2lx7KnGn4Uw,"42MV+P5W No 1- 4, Komplek Pertokoan Anugrah Batam Centre Blok A2, Jl. Raja H. Fisabilillah, RW.4, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",179,4.3
348,Hotel Merlin,ChIJLTyH-dOJ2TER_OlK7V_qrtk,"Komp. Regency Park, Jl. Sriwijaya, Kp. Pelita, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",121,3.9
349,Newton Hotel & Spa,ChIJSa-ZISqK2TER4OX79WKMI20,"Komp nagoya newton blok M NO 10, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","spa,lodging,point_of_interest,establishment",672,4.4
350,ONDOS HOTEL,ChIJz5Wvi5yJ2TER8LsDM5BCpyE,"438R+VRQ, Commercial Area, Jl. Tengku Sulung, Jl. Taman Raya III Blk. C, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29464, Indonesia","lodging,point_of_interest,establishment",117,4.1
351,KTM Resort,ChIJjYICZSWL2TERo2LN13vy__8,"Jalan Kolonel Soegiono, Tj. Pinggir, Kec. Sekupang, Kota Batam, Kepulauan Riau 29432, Indonesia","bar,restaurant,food,lodging,point_of_interest,establishment",3616,4.5
352,Hotel 01,ChIJYX9jp-OI2TERPi_q0evEwlM,"Jl. Jend. Ibnu Sutowo No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",702,4.4
353,HARRIS Resort Barelang Batam,ChIJix4wvg2R2TERXPKSFFaZ6P4,"Tembesi, Sagulung, Batam City, Riau Islands 29439, Indonesia","spa,gym,lodging,health,restaurant,point_of_interest,food,establishment",3638,4.5
354,I Hotel Baloi,ChIJucjna36J2TERVS6CJVEd0xw,"Komplek Baloi Kusuma Indah No.7, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",2092,4.5
355,The Playhouse 3BR / One Playhouse,ChIJDaMqbH6J2TER4EpEuS-5oq4,"Neo coastarina block asia wa 29, batam center, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",33,4.3
356,GLORIS HOTEL,ChIJDUZZzCmK2TERM3kZeG_v3P8,"Komplek Nagoya City Centre, Jl. Komp. Business Centre, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29445, Indonesia","lodging,point_of_interest,establishment",405,4.0
357,Formosa Hotel,ChIJt75SIIeJ2TERQAXubjyxHIM,"Komplek City Plaza No. A8, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",636,4.1
358,Montigo Resorts,ChIJI3lje4wn2jERJo_Abfxfzks,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","lodging,point_of_interest,establishment",2482,4.4
359,Nongsa Point Marina & Resort,ChIJZQLWqnUo2jERcHesHmuS63I,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29466, Indonesia","lodging,point_of_interest,establishment",2453,4.4
360,Cardinal Lucky Star Hotel,ChIJ977-IoCJ2TER067pDPyKWSc,"Komplek Lucky Estate Blok B No.51, Jl. Pembangunan, Batu Selicin, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",215,4.1
361,M - One Hotel Harbour Bay,ChIJ14u1lyOK2TERDUsqeZh8Zx0,"5X3X+JMP, Harbour Bay Downtown, Jl. Duyung, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29453, Indonesia","lodging,point_of_interest,establishment",582,4.2
362,PARAGON@Nagoya HOTEL,ChIJNy4-j4eJ2TERKIzueOfJSi0,"Jl. Komp. Business Centre No.4, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","lodging,point_of_interest,establishment",382,4.2
363,Barelang Hotel,ChIJP9ZsFYiJ2TERd_m-XMy9aPE,"Batam Plaza Blok E No 7-11, Nagoya, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",601,4.2
364,Wisma Batam,ChIJUyIWyeOI2TER2yB9Y_NtN-k,"43G4+7QR, Batam Centre, Jl. Engku Putri, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia","lodging,point_of_interest,establishment",580,4.3
365,AVAVA EXPRESS,ChIJpyvp6zqJ2TERwLYwrkwAoDI,"Jl. Nagoya Hill, Superblock, Blok R 3 No.8-10, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",11,3.8
366,Ramayana Hotel,ChIJg5D5x4aJ2TERPLr7w1XHQQg,"Ramayana, Jl. Pembangunan No.2, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",476,3.8
367,Grand Eska Hotel & Suites,ChIJ-z6HlCKJ2TERDtiMFMsv7s0,"Jl. Prambanan No.1, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","spa,lodging,point_of_interest,establishment",55,4.3
368,HOTEL INSTAR & INSTAR KOPITIAM,ChIJh_wAmYeJ2TERIvs8jT60_y0,"42W5+C8V, Jl. Komp. Bumi Indah No.33-35, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","lodging,point_of_interest,establishment",441,4.1
369,Nagoya Inn,ChIJJbZgooeJ2TERhVEAjYIcldk,"Komplek Bumi Indah Blok 3 no. 20, Nagoya, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",94,4.1
370,Turi Beach Resort,ChIJmYYGnnQo2jERO3SEojdUOBI,"Jl. Hang Lekiu, Sambau, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","lodging,point_of_interest,establishment",3035,4.4
371,Sharon Square,ChIJNzcfn6OJ2TERio1ooRNO6r4,"Komp. Mega Cipta Sejati, Jl. Pelarayan Batam No.11, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",168,4.5
372,Green Rose Hotel,ChIJM9febmyJ2TERJWmwpaUUPQs,"Panas River, Batam Kota, Batam City, Riau Islands 29444, Indonesia","lodging,point_of_interest,establishment",308,4.1
373,Radisson Golf & Convention Center Batam,ChIJ3____0qJ2TERBiBW_nE1vr8,"Jl. Sudirman, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",3376,4.6
374,D'Merlion Hotel,ChIJ1e4GlhqN2TERgfvJK0pyuAM,"Perum...Merlion square blokA/7 jl.Marina city Yg, Tj. Uncang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29425, Indonesia","lodging,point_of_interest,establishment",872,4.2
375,De Best Hotel,ChIJ5Q72FXyJ2TERhYjnhKyfFR4,"Komplek Penuin Center Blok OE No. 3-6, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","lodging,point_of_interest,establishment",375,4.3
376,Nine Days Hotel,ChIJ97X_iCOK2TERu-u-dsdnlPY,"Ruko Harbour Bay, Jl. Duyung No.3-5, Sei Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29433, Indonesia","lodging,point_of_interest,establishment",92,4.3
377,Hans Inn,ChIJ01C59imK2TERm2_F81qmQXU,"Jl. Imam Bonjol-Komplek Nagoya Newtown No.1-3, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","lodging,point_of_interest,establishment",409,4.3
378,Sky-Inn Express Hotel,ChIJL0Lf-IKI2TERYPsZCwN544M,"Buana Vista Indah 1 Blok K No.100, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29465, Indonesia","lodging,point_of_interest,establishment",848,4.1
379,Hotel Indonesia Kempinski Jakarta,ChIJB9Y8liH0aS4RemVuMOm5PFA,"Jl. M.H. Thamrin No.1, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","lodging,point_of_interest,establishment",18807,4.7
380,101 Urban Jakarta Kelapa Gading,ChIJe79zLDn1aS4R4XtQhUIrC3M,"Jl. Boulevard Bukit Gading Raya No.15, RT.15/RW.3, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","lodging,point_of_interest,establishment",4814,4.5
381,Harris Hotel Tebet - Jakarta,ChIJteiNvaqNaS4RSRmISbFkny4,"Jl. Dr. Saharjo No.191, RT.6/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia","spa,bar,night_club,gym,health,lodging,restaurant,food,point_of_interest,establishment",6691,4.4
382,éL Hotel Royale Jakarta,ChIJN3h2akf1aS4R_Z_VRQQmmj0,"Jl. Raya Gading Kirana No.Kav. 1, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","lodging,point_of_interest,establishment",4264,4.3
383,favehotel PGC Cililitan,ChIJv4DEUv_yaS4R282z4bRajn4,"Jl. Mayjen Sutoyo No.76 2 13, RT.2/RW.13, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia","lodging,restaurant,food,point_of_interest,establishment",11870,4.3
384,Sunlake Waterfront Resort & Convention,ChIJCeBpVm71aS4RpLrbTxe5utE,"Jl. Danau Permai Raya, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia","lodging,point_of_interest,establishment",8296,4.4
385,Vasaka Hotel Jakarta Managed by Dafam,ChIJBRvvmg_zaS4RcPHle1Sz5bo,"Jalan MT Haryono.Kav.10A RW.11 Cipinang Cempedak, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia","lodging,point_of_interest,establishment",6792,4.4
386,Dafam Express Jaksa Jakarta,ChIJ5WVBIcr1aS4RWF8WQ24SQOQ,"Jln Jaksa No.27, Kebon Sirih, Menteng, Central Jakarta City, Jakarta 10340, Indonesia","lodging,point_of_interest,establishment",661,4.5
387,Hotel Bidakara Jakarta,ChIJ4Xbper_zaS4RGXwLFraiy0o,"Bidakara Medical Center, Jl. Gatot Subroto No.Kav. 71-73, RT.8, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia","lodging,point_of_interest,establishment",7450,4.5
388,Hotel Ciputra Jakarta (Managed by Swiss-Belhotel International),ChIJk-ilBAT2aS4RxDDhJCeGm28,"Letjen S. Parman St No.11, RT.11/RW.1, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia","lodging,point_of_interest,establishment",17514,4.7
389,Stanley Wahid Hasyim Jakarta,ChIJpc4JbiX0aS4RrVL0qjT1hzk,"Jl. K.H. Wahid Hasyim No.65, RW.4, Gondangdia, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10350, Indonesia","lodging,point_of_interest,establishment",687,4.6
390,grandkemang Jakarta,ChIJqQJDCCaNaS4ROkwK1Ye7TIM,"Jl. Kemang Raya No.2 H, RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia","lodging,point_of_interest,establishment",5835,4.4
391,OYO 101 Apple Platinum,ChIJcVBPRyj0aS4R09YmGmzsk8o,"Jl. Kp. Bali X No.17, RT.7 / RW.9, Kp. Bali, Tanah Abang, Jalan Kampung, RT.7/RW.9, Bali X, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia","lodging,point_of_interest,establishment",877,4.4
392,The Packer Lodge,ChIJxb_01Qf2aS4R9kVRRIOVoL4,"Jl. Kemurnian IV No.20-22, RT.15/RW.1, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120, Indonesia","lodging,point_of_interest,establishment",509,4.5
393,Zest Airport Jakarta by Swiss-Belhotel International,ChIJ20IiF8cDai4Ra-teCxMd3W8,"Jl. Husein Sastranegara No.Kav. 1, RT.006/RW.007, Benda, Kec. Benda, Kota Tangerang, Banten 15125, Indonesia","lodging,point_of_interest,establishment",4773,4.2
394,Fairmont Jakarta,ChIJG_EnXEnxaS4R0gikKv_y6GM,"Jl. Asia Afrika No.8, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","lodging,restaurant,food,point_of_interest,establishment",19739,4.8
395,YELLO Harmoni Jakarta,ChIJW5b4Utj1aS4R0cjpgYUQazs,"Hayam Wuruk St No.6, Kebon Kelapa, Gambir, Central Jakarta City, Jakarta 10120, Indonesia","lodging,point_of_interest,establishment",5912,4.5
396,Dreamtel Hotel Jakarta,ChIJ5SGcuDr0aS4RjqBa13rjQ08,"Jl. Johar No.17-19, RT.5/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","lodging,point_of_interest,establishment",1900,4.1
397,Oasis Amir Hotel,ChIJJY7j5sr1aS4RltoJiy1KTPM,"Jl. Senen Raya No.135-137, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410, Indonesia","lodging,point_of_interest,establishment",4102,4.1
398,Harper MT. Haryono,ChIJ7zBCFQ_zaS4RuzkMoOfzI7E,"MT Haryono St No.Kav. 6-7, Cawang, Jatinegara, East Jakarta City, Jakarta 13340, Indonesia","lodging,point_of_interest,establishment",13206,4.7
399,"Holiday Inn Express Jakarta Matraman, an IHG Hotel",ChIJ18wu9LT1aS4RnWDF6r0HdUg,"Jl. Matraman Raya No.5, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140, Indonesia","lodging,point_of_interest,establishment",2449,4.7
400,ibis Styles Jakarta Mangga Dua Square,ChIJHRzdG_f1aS4RdL-Wb7tQarM,"Jl. Gn. Sahari No.1, Ancol, Kec. Pademangan, Jakarta, Daerah Khusus Ibukota Jakarta 14420, Indonesia","lodging,point_of_interest,establishment",7462,4.8
401,Swiss-Belhotel Mangga Besar,ChIJSYfPq-X1aS4Rd6-S0WPk8B4,"Jl. Kartini Raya No.57, Kartini, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14410, Indonesia","lodging,point_of_interest,establishment",6488,4.4
402,Swiss-Belinn Kemayoran,ChIJyaBD2pD1aS4RbYMQmQ8-92Q,"Complex Spring Hill, Jl. Benyamin Suaeb, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14410, Indonesia","lodging,point_of_interest,establishment",5563,4.5
403,Sentral Cawang Hotel Jakarta,ChIJkQK8jQXzaS4RRCitYT_eAos,"Sebelah kantor BNN, Jl. Letjen M.T. Haryono No.9, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia","lodging,point_of_interest,establishment",5571,4.4
404,Sofyan Hotel Soepomo,ChIJqQXW2pPzaS4RgLalJZ_Aeaw,"Jl. Prof. DR. Soepomo SH No.23, RT.3/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia","cafe,lodging,restaurant,store,point_of_interest,food,establishment",3063,4.3
405,Simple Hotel Jakarta Wahid Hasyim,ChIJ23tA8N31aS4RyMA0DFWoU9E,"Jl. K.H. Wahid Hasyim No.65, RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","lodging,point_of_interest,establishment",164,4.5
406,Sutasoma Hotel,ChIJv3PN-XPxaS4R3mKz6wyjc6M,"Jl. Darmawangsa Raya, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","lodging,point_of_interest,establishment",538,4.7
407,Eightin Hotel Sudirman Jakarta,ChIJ83G0g6D3aS4RYRUbWHkuh-4,"Jl. Bend. Jatiluhur No.25, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia","lodging,restaurant,point_of_interest,food,establishment",672,4.4
408,U Stay Hotel Mangga Besar,ChIJiwvwbcH1aS4RWeo5C____EM,"Jl. Kartini Raya No.64, RW.3, Mangga Besar, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10750, Indonesia","lodging,point_of_interest,establishment",2022,4.0
409,d'primahotel ITC Mangga Dua,ChIJwYAo3-_1aS4RF7Dd1NaR7TU,"Komp. Rukan Pangeran Jayakarta Center Blok E. 1, Jl. Pangeran Jayakarta No.73, RT.3/RW.6, Mangga Dua Sel., Kecamatan Sawah Besar, Daerah Khusus Ibukota Jakarta 10730, Indonesia","lodging,point_of_interest,establishment",1400,4.4
410,Amaris Hotel Mangga Besar,ChIJKxCvieP1aS4R4B_6W0oR8Vk,"Jl. Raya Mangga Besar No.7, RT.6/RW.5, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia","lodging,point_of_interest,establishment",1338,4.3
411,Grand Tropic Suites Hotel Jakarta,ChIJSwILTiT2aS4Rbqsd3ZBf3hk,"Letjen S. Parman St No.3, RT.12/RW.2, North Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470, Indonesia","real_estate_agency,lodging,point_of_interest,establishment",3765,4.2
412,Tendean Residences,ChIJq5YAEGDxaS4RJpAdMYJQu20,"Jl. Kapten Tendean Jl. Wolter Monginsidi No.127, RT.2/RW.2, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180, Indonesia","lodging,point_of_interest,establishment",768,4.4
413,Oak Tree Hotel Jakarta,ChIJL34u6GzxaS4Rv00Pd27kLZc,"Jl. Sampit 5 No.3, RT.1/RW.6, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia","lodging,point_of_interest,establishment",1212,3.9
414,Wyndham Casablanca Jakarta,ChIJsfKgMQjzaS4Rwdpc9Q-u5XA,"Jl. Raya Casablanca No.18, RT.4/RW.12, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia","lodging,point_of_interest,establishment",2930,4.6
415,Hotel Bulevar Tanjung Duren Jakarta,ChIJjR85OFn2aS4RHtjxwRbjDb8,"10, Jl. Tanjung Duren Raya No.1, RT.1/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","lodging,point_of_interest,establishment",1273,3.6
416,Swiss-Belinn Wahid Hasyim,ChIJk1bSLCb0aS4RPSLmbuAT1eQ,"Jl. K.H. Wahid Hasyim No.135 - 137, RT.9/RW.2, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia","lodging,point_of_interest,establishment",847,4.5
417,N1 Hotel Tanah Abang,ChIJx8dNG5v2aS4RJtKOkulAy6E,"Jl. K.S. Tubun No.3, RT.2/RW.1, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260, Indonesia","lodging,point_of_interest,establishment",980,3.7
418,Lumire Hotel & Convention Center,ChIJY5LKUTX0aS4RZyZYm1S6SUk,"Jl. Senen Raya No.135, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410, Indonesia","lodging,point_of_interest,establishment",6698,4.4
419,"The Ritz-Carlton Jakarta, Mega Kuningan",ChIJGxfFPeXzaS4RfQzUPK1oqCc,"Jl. DR. Ide Anak Agung Gde Agung Jl. Mega Kuningan Barat No.1, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia","lodging,point_of_interest,establishment",10733,4.7
