,Unnamed: 0,name,place_id,formatted_address,types,user_ratings_total,rating,photo_reference
69,69,Warung Makan Padang,ChIJYetqaGcWei4RHcbcrFnX3KQ,"Kedung Lumbu, Pasar Kliwon, Surakarta City, Central Java, Indonesia","restaurant,point_of_interest,food,establishment",0,0.0,
70,70,Ampera Uni Nora,ChIJxTDdpGYWei4RHcaS72FiZlY,"Jl. K.H Hasyim Ashari No.43, Kauman, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57112, Indonesia","restaurant,point_of_interest,food,establishment",135,4.5,"AZose0mf2PbvovIWsovGGt_Qf8jpYVeKH9pobsgPgJcVGRcvFOH8U9De0jLsJWw3V266Q7Dtw5Mada9zSjRzSj3SWlNl86mghtNOYK3LLoQpzr_RItaFvGJqdaVgFAa20QEGJK888bIQpuQlme_u5fCmQf7ELD05QWpSHsPma5nr3ckJ6y6G,AZose0lrVoFQG6ZOrxLBd3Hv8vv_CB6fM_oKwufN1Wn-ZcD2OupYlXAKkH6l-Z577WP_4mV1xZEvtO6xRWggnqyFL9e7sf3Du3vPmj9qgqC0kXOhC0oEjsx1PC7_1oYG7sYc-y0GzwfCcJk7Xz_MFxBr_l2py3gAFHfGjbrnOcrk9xUWiFSo,AZose0n7j_aoWyyN_Gi6PNNZ60_W-4sL7jFbuMGf1bo9uvLd-XTHB8RJLwQJikoSXgXTYfGMAS0Ei_ccTGLey853-LbGywHOxltwezm75RdL5yW_Yqwq_YCCGGrsuDBgIVFD_hGWLPz0JA95LpY9_Y42nDb8ZZMSilVEib4g4xHzcAYh2gnB,AZose0k8q_p9Jjh6FReaSOf2erIhUVs7KmSM4I-B8dyuAKgcsheDo0aOiywAmL0xnwso3HNZ-s0FrhXiuj_4OtsvdgGUPfvx8wX18Ql3EWnNHGgH81C1OdB7gh9oaJAqJ-5B3kZ6KtNFbSVrfM_le-MtSluNisjAnmuTTF0p9O3OoK1IrMYW,AZose0liwCaAQZZsu2FoxTrEFcLAXo90u4AhVFDwplpmeE-HWvNjmg3hzhzwqzW1y0dHCfibrgSKNj4Sf5h0dIJ1ir0ZgmPco7vRWpJnfHn4d7eNK4lMxfwEO2KxyFFainKySB7jKaXaqyQwk6h5C0dEIp4KApmGTr26LFazLpj9dPgo-rzC,AZose0mD2_2w8GOTvf5oqdK3CguQd6vaBls8GUs1XMzn5Ao07jDbNLww8U4cwpeOQh03xT7qgHuMAtCCAJbcCvnXEcvxPlNv-LiqkpVatv9PYqhS6wrvRa0NZROp5503gAIYmrGt_25jV1rFGc_SNQ-boINrZV6-mJIxVJBbOOQsoCXmddXw,AZose0luWYTLbCYGlYqRUdok18hzL9xqC1d3_T7plS6YxdU9H490Vvf22VKV1yGrbbu5RX3g6nn9d7c1NHtro8qnMfN3i7S2ohM7E2Rs2ZI6DdueeOejSaE6DFFPoV6ldMK1QQTM7C5ZoduW1ihxwk5IZQU-zLkvqGH9s4qPpCCX-oa0z7JK,AZose0mLN-MeBqr6i5eOs9IDV2zQwt8vSOdPo1GdQr6DaYb2QOy8HGulrnklEDn7GrgvYPE_62S5bjRDV1mAdhSwhjTIWBy2WoBNoCnWRe32vkD7RDooERmVCrf7Tq2NRxEQI5eBUGXv_7cTddIcdlWJvcTuIjhRJhx6A8QMfpdToP_936Jb,AZose0moJybvFqAkm6sb8zn_WkTWnZ27Pll8rhkIasG-Kla5xrhI9MeymUmCaDUxZCba8RyvEejnAC12rFqSf5oKkmmX08h1j2xXUtRBSvhIyzbj0WCNIfzubZo6xXwYrOKYyguq-RdK_lgh9BHKGfMWZMmnDgl_qxzGJlYXIZ794drHncD-,AZose0krMPSr1dFRqZHFSMMl0eFPRq8epdnKwpVExWOcTP_075_FQ4-r3fnp4N54PtqBGCfo_evCmMfweisMRQvtocyGuV2t2YIWxHChzQpUY1lfTMnfyd6zuxBkVoZ1Z3kLg86qpKrYGwe7hp4BUi5tYiuCW40OGjoD7rbUsRtQFVk-x8Qb"
71,71,Warung Padang Pak Haji Jamal,ChIJWY8T72sWei4RqcRO5g049i0,"Jl. Veteran No.62, Joyosuran, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57116, Indonesia","restaurant,point_of_interest,food,establishment",58,4.3,"AZose0k6nMDwhtw0w5ov8CvwvLORUW_h42IsFU-FRqY1T-SXwTtVMdBgpOWo8B-4wK2A7makE7zA3pKY1bxa_3jIvUwe2ZiZ9_9mCelOei8ZZ1a6ClhxNH4O2KUmRa3lZEKXa2WIewtDW98V_TJqZd2ZHApjNpmd66sEtRc4d3gP60wwsBci,AZose0k-G2HFS9EmDXqE_B_i8btz8qE4WQ1m5PSqKA4vqVQoTcij9qasrWhl_hZQGtJXt7uXk2_1vd8rAuTKvaKNpiYI_zX9r764-3JM3GppwXoUoFO9oZVNJIBgBqbieoVuqGSmhrJyfMmpdbbGzlWfjWvTDHLtl-vrDxDwRwOm1kuUMk0_,AZose0n1qdtC7xoOqVoBqXA7C5eiM3WOPe5v_CqPFpGmTPZo2TXzfACsNF3FH9dqjW3GH8bwdKcveimnTPLelFPzSm_xvc2fdWyeZxeymgCGv0n9YdwHjvhCC25GPHsBgNf5hivW8b0vgTPZFE2ANSHLKYXCqfn2qIrUrIdizXDmguE90BJ9,AZose0m2miFpKEwYpiKp_vZiCjBjTCPKC7aZ-712Dj8lpoGOCk1NM2fy1pqz5-pM2sjeltieOncFTdkr-zIzyNe-Cz-WKq2c2gPHPvXjt6ncvpR8mP1T5Um9rGD5H9PVYJA81hRSr_T_HYnAIKCUFTyfO35viqxmzgdsHsyIZDZpvFSnTx2P,AZose0l1-hPGtiGUSJZUR5X4Q9_JORhHDrtrTiPtHVNbxQrsgtO-vn1ZRHnVZq5DF-Fxqx7p2FTIuvRiWqBUZgu798p0HxaG4iD9dzhWBOMRSE8MTNATUiJcES5XytOcxLujTWzmGeoHxg4cDgR_KOiH27VBl7FFnt3oN0ujqqSpvXkeh1j5,AZose0kyNbfgqicSuscA_ZObtDTcDDP3T9vJfXpZDfG9HcgHgS1_tvjhOUKSSuFDG5tdsuIIPHXkQM8GPffGD1Yce3_x0CU2zCvM_6pX-qpp0atNRWO_QyR3H-1TrikW_BQLxlP9hktQaigKgUw0Vd_u56iVRy5h6msZo3w7DX5a1_j9T94s,AZose0lWeE2lUOMpxpTZmZsQKBEQ14rFqjpDwSXDwoqW0Ovw5DIqrTA5TrOyPcAV30xcafiaoT3BpelhG-vlNyYD3rx7Dqu8BaDUEtGeD5Ln-HOTKOoUzIqABTBR1oOI11l920afhlR8c9Hi5pEYUuhxtvhtVxLjS3ORqDEAVmHIF9oHqa4k,AZose0n0SmfADdAliDMKa5msq2FbOK_-eg77TsWPAJIlg1as9-nUUXlgFcivTmA1OXouOeNE_E1VT2dYZfxpB6d2bKq7q9kAttygGAq6dlwQacu0Cwkr247VzEnBjOpiPjYS-JkGOi2Kog81YTM_SdTL0DRfJbU82egPGfhq4pbOTo3SDY1y,AZose0lGCA0pMBlQZ0YkHYPg0OP85m4dJ0LZKQak1DeFcADcPgmIa4-wQKGRoqGCvgoDWCuyiM8uykc9BlFksQaxYE9vzMImV5wh9KHqj-38ZDjfOA36owwDlb0Ha5QrbhZlb49dmVJ9kXmQhqC9kNwUPHsdbXFBemeDAqwjuaCEzbP02E1X"
72,72,Rumah Makan Barokah Riyadh,ChIJfxRGnWkWei4RL9enN4UEMNI,"CR8H+XCR, Jl. Ibu Pertiwi, Semanggi, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57118, Indonesia","restaurant,point_of_interest,food,establishment",1,4.0,
73,73,Cahaya 5 Padang Restaurant,ChIJKZMQy2MWei4RERBm9e48xHY,"CRHF+PMH, Slamet Riyadi St, Keprabon, Banjarsari, Surakarta City, Central Java 57151, Indonesia","restaurant,point_of_interest,food,establishment",107,4.4,"AZose0n_ywvh5gjxyx8f98-grWGijn5U85HUSv0wZ-W7ouvNXBilR4O7f6xqeQTxrKJyOqU-ZJoZpCYWCGLP2KJxLddb3EeUxCivi_6mmLu8l4C06zBxvziirlzWWfFxK9Nha9KbfjmXANobswClvLQQwTWad30te0W3DZfBIcyNPWNC9Z18,AZose0m5KE7HckLqyM8c9GcjIY1MOXOMAX-Ojfb7MpIOCGwEV1NyXbhCPELWnb4nyGy1GkdRjSv9uee7751kZiU7uW0FClaojsCYtPi5G68CwLxXuizQdieMYYr_YRoA4ccDO_AU9ED_kuSZ70ljeAeCGbEF3K4J8fQGkjEwd0GlSI2e1ap9,AZose0l1rDysOARpjW4X1Upc2ebRLY1TSs6rSPH22nFFSM4zZM-fNhKBLRog51qwkr_b4Gqevz40QeCpZcU9Tuaq9TethEEIR7xwnGgy8bvWq00evl4dXpwm9FnA77QO-iozG50Ta1fBxks6JIE2A6qYW5DaPhMPhSUJP3Tr6wemOoj6OMdf,AZose0l_t2tpjnl-Ul2oSIxEfIh7ETM0cFde8XFIkGepzuNES80rquVI37RcudxDZAHrfQdxDqDYl7djUJ5M5OPnsLQEx-l3RNo8dFLXWP0zxix6jBzf1O8B8w2-48qXtD2Ue1H_AdHwNUK7WrbQiuu3L5C0F5_uoLfYbx_ZqTTQ5AaVsAob,AZose0lRjncDue-LF9lH9bSdc7K61LgdDA2RgYSxRwqthffu2CAKTeR5CgkQTjfXs7RkhNd-E2NvjmRMauIAT9PyTYTO9tjZSaxHbYj0n52iH1YKCwyKkAxR6Qx6BLipRFR8-m0UvsKYB28uUUL1SEZb0oQ1neKKttmlhC5-3oDEpKa7zRvW,AZose0kFGEVSG3P4fUHsqYFx49LmbReVpuCE-zoHdyJK4ifSKlzY8P1B9SLv7hvyaT7oDCRORaHhY4dbJmrhd6P-pwN2pBap1N7zND_kM4eApHEtxw92au6BKpqf-gTS9pzdKQhuC1-3GvdSdubsbcuibqt-IoVaa3AOq-IbGOGzjKJbj9wn,AZose0kN28gGFPwKgjfkgMMx0G3jFYG9fLfc0sFaBPJe6BZXJRwrlD3MAQfe-vJxpA5XsE3_5zUfZZGLsPRcKWLX_BTZmwYktTlf0NAFncGW6UxNwzrQc_REHl6tUAJzaim530m3qScFqoM8v26CU-kjj50nWuRfiih3OYBFT1lyNmqBaV-7,AZose0n44un2dtHabv4qElcC0W3RWS9sI0BpM-03hVK0ZXCkEjA_1P26mM-eU-5vU7j2eoMVuGgHI2nhVq8dYoAo0WAltMWjI_MHu_20v0QzHmkoX9RcdHFyciAVsWX1oMNIUBOTK6QW90jMBf6KyflPMqum8CPLZ0D3XDDRIVjEc2GlyWAO,AZose0mukBUCYYV_-bn9RjwLWKVe7TYz_-2FFl4kOT-gTA4H8zdafxHFAQ0VIcxlHLipQCJaf0xNhLa_fNPDIiRnpz_OIm4GP6yvIbNedgyb5pLYhc8lRRFT3RwDBbwpY8vfrli4520K7QeaCQh8YMadqFtl4nKBP3sg-d8jZtJXd-DnBLwO,AZose0lzDR238PU-94zwS33OmmTUlfqw7WI4521ApmVygmwPoFx9W5ImUME8WIaPeggH1Vyp4KOyMUh55gsssAvWx1WsuiZ3G5rC136Xd0TYG3q6ZOMzzApjhvIP0chGLe_m-9hxipGESPMiDFlqPt2yeUWvna5gqWNkZ-L-EuemQpmkmLDH"
74,74,RM Sederhana Padang Kleco,ChIJJUJOXIcWei4RmzScZyZA3qo,"Slamet Riyadi St No.469, Pajang, Laweyan, Surakarta City, Central Java 57146, Indonesia","restaurant,point_of_interest,food,establishment",3374,4.5,"AZose0kOJvLQFiL-ZYTQvtnVgM_0IiNRe4K6OR6ohYd_fZC_iP0JfDwKwWhJ2eOlAcM8ooeIvLbexyoq0xr--rP00ruBQYe5-KfM9HbyMf1TcRH9JNyz7wMW3CQ8FAHBrM6zx8t0_0CeUU2dNJVn-rk__k6Vr_77--wkQuvZk-nycCIeGTTU,AZose0kaxViVUOwlw45zzqJ3bw3Z4jlYWbOXuKe5ZvVBN0qVJM0JUgPWP24yhNOBHYUUjHRqZrl9BRP7hEtjbIZzhGOEo6qBLhG6PZMrp6osO_taEM3W8Eu__d1uRgZGye8WpYi7ewmNPF6hy134m_g5AKsj6KqObHvB_CuLcwEsG_jSmZBP,AZose0nUuaWXkXNAyPoQBgzwPrW-T2-jtyCZlozInxGZ4LTtNCNfdIUl4eZhe62en4VViptmm7HzuxUogNqMRTQgrhQ3EO01g1Q0VaFKon56aPxIqeFS-IOIJHvBVuuf0_EVta-JPqBdlX-it8d8rS7MdYXNHcwftLaiD_Xy1v6620nY5UJM,AZose0kim0KKgf3Axn7L70O1TohNQ743R_Fz9dMsEsLFPjVFQ4RMq_tzpMQwXVxQNVjJSuPckHeACFoops1FA8JqtdYbb4rqoNeUy5MFM0hTUDH3udh-XzthIx3AgUdE_jDtvTzOQDv_ex76kE2cHb7QHYSfUGQJ6x0nSTXlohLQ1pgdvkHe,AZose0lrak2kLskp1EDX5I18loJ0WbNRwVrGbpgRPi_Nu13fWjKOR4gKbJiE0G27N0l_9Z_wHv4PQaBbKIFsVx2OMwXvyBsr1Ex8d4kvs2uvdihRYKp7oi4cvRz4fCjfikWjOWRicC2iCvg2rE8mtlt2nfiIKgYwWUDp2iBD60hZzwHCHKNr,AZose0lFSsDE8-91Z5e-g0hrGFQQJiwBjLHiSUjW16aiUrG247ADHIphOZ9yGhaPVdUshzN8ONxQuHDjop7dP4bIlz2lLVTkdpuWc5nGAiVZwOv50FBkPCFKH1WKgJ4aRwMeRc1RLw3s8rBRhy7xvElOowBFjmvE9vrYxEIgkJmx2fs0ICWT,AZose0lU5PG3myBC0bOPvzTmS5o1G0BsjaT3TQ2FsNYGsyZIeh8YX7n74iXEXlLCH6MCPBcejTmICDY_zl_ZamOPikO87z4OMlUyBV1C_GIqATwoj1YrYVy7bQJgn83qsjvlTuVzcMO2wyNtyuVDbqouc6BOD7JcFeXKXGetMKO4ZwKsT0Py,AZose0ks5nvVZRKIAVUaXu6q5xbNO4ylwvhxjRVZRAMqGv5WaVVv1KJoqYR5_PKlb5GR4EZSvOVunYVNQwbPJVyQ0zjju28UEhkvhAMVrHzkARXlLacre4jMwyC-GqAVUVre4Bn_Ml-iuLIimyXmrcOm5BA0RlvhhPxTikqVUdC4jzDKQKje,AZose0lvPwxRJfM1l7CVIElZPwU4rAipCzDv-H62JRUCk2tb48jRCwIrxy68Up9M8glzVB37nAPo8BdbyLiFZvxp97RerZ2OJV4_SfvLL6h_qd_AB2mONPKXIrTrqsalUqZVP72_R2oGFs9scdtOWnvBkr-kelTH_hon_C-6hgxAj1X5M2aN,AZose0lmaCh0T9Y_dV8p683gC4LXPIHvqvT0hRaazBX2T2vC6-wX6QUSGePvDvBcMdhmRZR4Gcj-GXNKm6tXcfm-m4FgTuDoenTyxJGvbQUJZE-apUwLPGA6rayP3tYbfJ1KLnY_MDjzntdJdKhBR_0QLjf6qUVaH3d2jIzlsNkWau8CGd4e"
75,75,Rumah Makan Padang Uda Madi,ChIJhQfn714Xei4RrkKMGNL0KqQ,"Jl. Teuku Umar No.72, Keprabon, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131, Indonesia","restaurant,point_of_interest,food,establishment",165,4.6,"AZose0nvbe6q9M29PT62GB8h8q-4jTzoFsfVA9MY2ikfPHDmwZjH0O6YHHHWsMC3yDJMJXdMcuiSco0A_XZnPFDc_8dd2l59OYxnFPsZJBxc3edH8x0wHItbWEVabBkbgDwmLQwhgMt33r6X0JBSbp5NfhY5Oc0TGQgoXgA7arM5InbrZAo6,AZose0mO9681CFsAUr_ZASU4aS1m6MZbrXkawTygyosiv7i3gwimaarNBz5k8-Q_dW6GvhlUFtT1T9uzZRzMD9xX-fWyp_4K2E2EAYhSrNE_CPqTALlUwI807KWt15IPJut7DD1QfiEdH43aC47sW4UoVCs5WbMstP5JIZFSY8Owg8hfzI2j,AZose0kncWx6B5oxf4zpb94VlRo0AVLs44pdqJ0lpZqnPyAsXmurAMHzwxX1dz8c9-4FIhy8IybQzQOjx16o6sAt8ZbMnykfB2_81YPBtGbtLrjy4brx-9iZf1IiE3yq8y7NMBLg0QoMWwPhZ5QmwQsoAusiZAZLAY2KH2aw_jps69pDuu4K,AZose0maD7PPXRmu_2g-6cg-NIbMtljNjeQgoJHLxbj70Ku1WT0uhTVyNEWU2hVfxcNN3SEbKpJCpziRTSPcaXScpFYGg3v9y1EqVPrxN6vkx01IcAGl27Gu6zYGvUPr_SONYZycuiqulqkfDn0wV2a0Mzlwkc2yclFM2Hl6S-JqV4EyCTw3,AZose0kOCvCvt1AZ5ykePJJDoddQBJv1G4WxSEDefI3DSzCxfyByzXdp-owtuB54UN6O2MAwISyg1G7tRIeRBkP9p7jcESDS0y9DAyrZbCImMf7BmimLtST8x8eWOSTbnS55OoULC6iTjkVSGPOmkEzingCeE-OBj-ibYnIEQ7-TKUteTZ4u,AZose0m6i5aAX5ePBHH54q-uCU761dGZGr2XnQLR5hRCQf1PbJJstImDtGoV-Nx4fEJ40GaYsN_oz48kW1gTh2SuInxwQu911kHo7PPlCetFRGvlPXXHBqzPoJmXd0Jftiv5m9VbknsvA8gp5coRi3VBnF2gBvpikAqG8Ck_-SBy-_WGX4df,AZose0md53BDu0J6a4DdxKZ8xZVia1QYyW4YQcSbxCvxjsyXW6VeYH5YBfDw-6YK-4KPCA7MtxKtODupcu5mmP9vYikHyrJK4HJG-Iq1LtPiLlHQXcn-6CsEtLYR1kg__1CJHQ6E3JMFrWujxH3DjyLeg4dMRMcX3ddv0FT57tkj6x08N3sb,AZose0kuLn7yhAhDXL4h75wrttGnm1UOraUB97zCNb2F2Dn5duuiJb92E9MADF9VCD7YhiY0b1tNTcrjlvYdoRDqkrydadwoQgrIFbukC2vBBV0Fs09HXD4Ie5oILirmzzpCtG_fp4dwjpBG_s5lQJAVmsfmhVso3jOPQVKzqXR8kwQdRdqd,AZose0nieIwUA0KoXKL3aXVwyMyC-EHJ8QA39vGKeqwkylVIdjL4Bs1ENolkgSjMnh6tBU0VxDoHFaAu1JPlq732_qzz1ZwEq5kgOfFzLhRllPPT8eqqhJhWQujfYSCbqD8pcIbPrza1JEksJv1KxApmDOx6G2oGmhIum_kRKUGTXKMshzRB,AZose0kxYMOeOTk0nbHFOPPikTZmrEqFy7TJ_4gGyiPZ3yVwqqEh0sa_MVb85rXin7TahP_JfsZZz0lv6Pn2ip_1SDh_karBRpit-TtwaVZFjTQzxPRwwcctbCcswPDNb2g-Bc9NBj4Mjl9HueqKinxEfN2EsE5iIIqLGJVdwdW0JVNd3_2_"
76,76,RM Sari Bundo,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,"Jl. Gajahmada No.36, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131, Indonesia","restaurant,point_of_interest,food,establishment",888,4.2,"AZose0nW2_-LrUUXJmRYpC-QbgN9xwV34mHeMe5DnxHDmD7jp0gEO0IhuRpPaiy8_3b_7sL4W_dheW-z-OiP4uh4a6UMqpryahv0q9fclQ5TEMSbViGjO5X3Dk5ERKTKEEep80Ok16aW6tw4IDbC9d1V4p_naRvLtHokXsUvqgCL_b8Jwrq1,AZose0ng-HJtlCpp2EIDVY7L7iHqFz7EKpITf1qIIsZltCOkunkvuZ-dtto7VOOlIMoL4MxglF2GJXDe_UCj8Wz6YO593KUQwwB40RtMM8IYHNgwUntDKH79L_llBZ-7tASA2jwfKjPLbJVsrDEwU7pgUbJsCrAIyvf5HbbrMYx8CLbU5L2S,AZose0nDKQY4kHruvzl9lDnmcD0Sa3Zg4FiIulKlqBZvM4kBjmL-uq0h1wFzqCV9bPcr40i6aDFk7mqBQffHZkJOLWwPRLXFAzt5EqKPAhggjex-6I2URhIWrjw8AhLTJQXF5I9TPWQplkHpKCeg3e2s-eHUbjutcWgIiiPQj1H9nJAMfxJB,AZose0mGUeLPZzPpx_wewTPKx9dJibFhlRyBiCsPD6qlLocRcKHO4wSUiM5TviFmKiJepGRul-lO9kTG0IuGZm8bPhhambSUyxRz_v_b7t8LG7AswPW-EozVmkJwTTmbdzWq8dZRX6_zCa8de7yTfOb9CjEsxbWFC7bbR86LEN7-1lQttJ_y,AZose0lDeJuSm-VOqBgp8ne4Egq7oRc8kD1jmnnhjSuaa1FZhQopgB_GOWwKT04thn2vU1B2YvYGunFU3tMXkYr0HbnclVdU_wJLB_iOyfPNs1rtxpDfeSQq624WOi4336oi7AcZmxL4XJwNw4mKtk83jx-Z6uOD4hGV-lzuyhoy012B07fd,AZose0lzvDqUqB-lK61HdwvVxHL0XnsDD9la02apsMIqKxcGb5F_rsOsrX_-LumA13GChL_lQcwSJh-i9Gf2JVYgEQ6WHMPvac5mY0_CJQL4Kq-W9EkMZ1ApPzAOceEpIzQlgKHrK7t3j_0ibTrLueelAjv0L7oWs0_dn6bGk9Kj0uhAEjXk,AZose0kCeKksm0Qqcpci-8Yl9DX_nsikCasmFcqJQxWCMMsu02wLck2OGiNv-V0T_DB_u-LxyaQsURyBnjkkv4bZMYFBoSmNFiUSm0Ee39jG_iyV9Yp2gWjRYEUJbSzpZa485igrU_yoqCau90kkU8uR6EzmzyHVcByPOwxThlIua6sy7VHx,AZose0khQfH8WRcFO7CSdSYH1_Kn3yMamHQe5l7orTD23XKFMll5esnOpHVnhiVvQibEX0Lp8WCKQWb-UM9Oydldl9dTqY1sfkpMZ4aGNHZius5Bp1rB-ncGNdrCxjvJX21uuN_bZ8Am_V-TB2yjVPxypCWzGDRcfXZsdEM7Ww8xYGg4VAoW,AZose0ncKPVp1A0Z45Et6hoZ2sKzOG22ESVwg8VzRPO0QR1dm5LmAAuA7KiEBWkqWpbDHddSC6OrVvEFjwc7tUL6V_zTkuvmjBebcaeiMGfDQWVrwY_tE-ykDxxHDk7KGY-h-bqxWfxZ1tLDCwlKLHvX9mER-PGIWXOy6bHqfNxH35_RQRAo,AZose0nzj4H6xxDpc35PjPrt7Ya2RNiMLSoQEoqckSkZ0d1yXxcwpqXmi4Zh9ENv3Uqf9i-QmJXtfumbH6qSJ3F45SgusaMexaM-vx1YTw2_qTot03W97uXXxGuiF7wFSBUi2lWyI-I0oKezF4Y_qrE7iqr5VjTC4dN3klGC01n9Og-yZWgN"
77,77,Minang Mulya,ChIJoWegO2IWei4RsMz9_Ej0_Wk,"Jl. Banda No.22, Keprabon, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131, Indonesia","restaurant,point_of_interest,food,establishment",0,0.0,
78,78,WM. Padang Ampera,ChIJX1v0xIYWei4RquRJOtUlDt8,"Jl. Ronggowarsito No.183, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131, Indonesia","restaurant,point_of_interest,food,establishment",56,4.5,"AZose0mpDgPl8-WM7v-aJfBBiDJwTmbran_6O8IBmKjSDb0U5A1OwQA00Xi4lh_S_36cbWUW0-Gj0f5ru8SRif0W9cqsjwXur9B-mQtIdKPDLZCgYLmmViDs_ta0crIV5eezr_1SKc0HB4rfslwMSycU6lsYGD-tKtUIZ8l3HPBn3QPwRTpq,AZose0mgcalPtMacBrrpRJkLiH_CUuD4-JzMz8Ye6SYZC-JEzAXLf-RqVdfz25oXwerWp2x1TTfiwZ7K7IvOxhIFVOV8-mRB-k-yzpSmMa8BkyOXEKHesHwT4AutXuSX2OgIei47FwWGm78K6PDtcirPIDv-kh_ePU8p0ZzBibMehp9dc0db,AZose0mlQSckXMi_tN1Z-w4QCd3P0F01U1j3Pdg8HzLuuqZAZVLC5wMq385UnyGsjcIGW7FBmb6qzFh0mP6ZK467KMRnSA1VOQXF9QfgOkQroQZVVWmZPfR-QBg-tX_2Rqv0urapHqHQiWnOXlNGUVi2q7L_PJvCt274n718G7GUPOpvBH5L,AZose0mW4YbfE5aR5m_1zCz-78TE2TWR-5sa63YCzhUjcursJt-RELQrCC2KFCHbLAr57n9ZkVPmufRIDLIrt5mr4g2KFWFkVKG3gzrPCmMuXh7wLZFhO0y6v4emhI3oVkUgOHKizlLP5bUH59g8XX-4PfWlR-0CZf7H00JyRr-HxxfnXQe0,AZose0kqZjo_QTjZHGyk7z7gO7NuUQqn9t5DjYF-O79f1j-6EIyDOW4gzJ5nZbLlTsZlNeJ9TuQmAtQwdudk0R7LHb6ka7No3MPr61RbtXvP2ECXGVXyicGlfWAlVp8YiU3AXW9TuLXSWvmk1mxhdywtUihEIGBB2nHwrs6YFIaWs17_3Ud2,AZose0nQKdtPSamIBca73q9g6PryD3JPysF2XWG_MosFf_tb0w9dRY-HdVwO2kEGvdhmtQEy99N4IWNTgLcElKThGcE2zdztUSMO6IChDrhiduaoN1YMwkbROJfnb7uom8nOfUaUZUkKAYZaIyxiY_It_gxlkm3ovH6cQnGIlTSWQsKwpHlg,AZose0kwtaGqvZLhTWbBSPmgIBw4-zgjt92BZj3DgxaUohlxG4LbCUDDCs0mJdflRyYwRJ0iJojRy-xpkp8YI5PPVYFP49PMLzOPOuIhiAgGVgmlNpneRMkwjMk7Oit3UMFyEnp_-z2MgwaLFkhDHBEXik527GGVskg3rWHQtLwjTIHJkcxc,AZose0lzo3UTFe7YcHgvCHySlqhXa8nn4h5XgQlOBTqg3dWlJgW1mffxDM8GLttFvjvugUbWb9OeVsoVxAx5Cea9TjJHlPNLxA5QEvwiO98zodivNwqYhssNQtuQLk3YavMOuhcC9jsgo8xEA2FN8tV_tcA8hqv5K71HPpYh_cEbYgdvdF8H,AZose0klsakeJS-AS0ixUBY1-HR50tCS9i_VrVnGI0XOCZi78ZtufyXGuNcjLQ5kVH1HQdmDt43Bl1aslDXhkPbMWzC-9YhtuP8lC7AwAPTyweqUsGlJLMAf30hH9QWYRpu6rv5zVVQJK-dtxcFjivmIxZP-05fy3_NG5JMEASX8Lfk46sYG,AZose0npIwQPV19_iyRhTlumLeMN4khAUuuGvENKREYJ7a9g_eaj5qElMyH0pqRiGE00K8PP57lVhnCl-vzneTRao4oOEuZa8tGSJKGYP1WPgJmeNXUTZdpne01Eyz263E1qdZRVd3ZPzxZhBuAeovBKq3Wng7z_pcf5maUOD156Bh4Oh6i7"
79,79,Resto Bundo Rumah Makan Padang,ChIJwXbE5nwVei4RMkoNqoIys3A,"Jl. Moh. Yamin No.1, Turi, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552, Indonesia","restaurant,point_of_interest,food,establishment",1,5.0,"AZose0mqGZ3RvMaKf4S7Ia7lXa_EczxndgvEP0adzoi4NPbNK3dFeGc9rld9WS33FHjVGElpQ6q_nnP5sVUDo6Trw1_UuqYI0CP62gU7UUAdgXBxPD2DMyBWhwxxnDXDrFiY2m53BLyhNfrAnuCB5Q9jn_djA3BNKHt5aeNops1v97pgtuOL,AZose0kzYDaGIxs4cRge0SvcBbh8BLcUPdoWkpWIp6gbyMfE3A5vnNY_wB8OkO9TJ5EZL07zI4PsETNChAQEg6fq9ViJAqDoGABC_UmlwGDAgB7_XY4yrzNG8AYGCaQNMXEEfzaZKO_uUZoowgqgzB798kzAN4VmngOHrf8MXGdDwR5hl2gs"
